,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structure_cas.type,structure_cas,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
10,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q82087991,literal,Cyclea peltata,literal,ANOXEUSGZWSCQL-UHFFFAOYSA-N,literal,O1C2=CC=C(C=C2)CC3C4=C(OC5=CC=C(C=C5)CC6C7=C1C(OC)=C(OC)C=C7CCN6C)C(OC)=C(OC)C=C4CCN3C,literal,580706-1,literal,16846-79-0,en,literal,NSC615580,literal,10.1021/NP50063A032,,
11,uri,http://www.wikidata.org/entity/Q10924942,uri,http://www.wikidata.org/entity/Q82087991,literal,Cyclea sutchuenensis,literal,ANOXEUSGZWSCQL-UHFFFAOYSA-N,literal,O1C2=CC=C(C=C2)CC3C4=C(OC5=CC=C(C=C5)CC6C7=C1C(OC)=C(OC)C=C7CCN6C)C(OC)=C(OC)C=C4CCN3C,literal,580715-1,literal,16846-79-0,en,literal,NSC615580,literal,10.1021/JO00950A016,,
12,uri,http://www.wikidata.org/entity/Q10924942,uri,http://www.wikidata.org/entity/Q82087991,literal,Cyclea sutchuenensis,literal,ANOXEUSGZWSCQL-UHFFFAOYSA-N,literal,O1C2=CC=C(C=C2)CC3C4=C(OC5=CC=C(C=C5)CC6C7=C1C(OC)=C(OC)C=C7CCN6C)C(OC)=C(OC)C=C4CCN3C,literal,580715-1,literal,16846-79-0,en,literal,NSC615580,literal,10.1055/S-2007-969958,,
13,uri,http://www.wikidata.org/entity/Q10924942,uri,http://www.wikidata.org/entity/Q82087991,literal,Cyclea sutchuenensis,literal,ANOXEUSGZWSCQL-UHFFFAOYSA-N,literal,O1C2=CC=C(C=C2)CC3C4=C(OC5=CC=C(C=C5)CC6C7=C1C(OC)=C(OC)C=C7CCN6C)C(OC)=C(OC)C=C4CCN3C,literal,580715-1,literal,16846-79-0,en,literal,NSC615580,literal,10.1016/S0031-9422(00)83824-8,,
14,uri,http://www.wikidata.org/entity/Q10924942,uri,http://www.wikidata.org/entity/Q82087991,literal,Cyclea sutchuenensis,literal,ANOXEUSGZWSCQL-UHFFFAOYSA-N,literal,O1C2=CC=C(C=C2)CC3C4=C(OC5=CC=C(C=C5)CC6C7=C1C(OC)=C(OC)C=C7CCN6C)C(OC)=C(OC)C=C4CCN3C,literal,580715-1,literal,16846-79-0,en,literal,NSC615580,literal,10.1021/NP50063A032,,
15,uri,http://www.wikidata.org/entity/Q15235686,uri,http://www.wikidata.org/entity/Q82087991,literal,Cyclea hypoglauca,literal,ANOXEUSGZWSCQL-UHFFFAOYSA-N,literal,O1C2=CC=C(C=C2)CC3C4=C(OC5=CC=C(C=C5)CC6C7=C1C(OC)=C(OC)C=C7CCN6C)C(OC)=C(OC)C=C4CCN3C,literal,580696-1,literal,16846-79-0,en,literal,NSC615580,literal,10.1021/JO00950A016,,
16,uri,http://www.wikidata.org/entity/Q15235686,uri,http://www.wikidata.org/entity/Q82087991,literal,Cyclea hypoglauca,literal,ANOXEUSGZWSCQL-UHFFFAOYSA-N,literal,O1C2=CC=C(C=C2)CC3C4=C(OC5=CC=C(C=C5)CC6C7=C1C(OC)=C(OC)C=C7CCN6C)C(OC)=C(OC)C=C4CCN3C,literal,580696-1,literal,16846-79-0,en,literal,NSC615580,literal,10.1055/S-2007-969958,,
17,uri,http://www.wikidata.org/entity/Q15235686,uri,http://www.wikidata.org/entity/Q82087991,literal,Cyclea hypoglauca,literal,ANOXEUSGZWSCQL-UHFFFAOYSA-N,literal,O1C2=CC=C(C=C2)CC3C4=C(OC5=CC=C(C=C5)CC6C7=C1C(OC)=C(OC)C=C7CCN6C)C(OC)=C(OC)C=C4CCN3C,literal,580696-1,literal,16846-79-0,en,literal,NSC615580,literal,10.1016/S0031-9422(00)83824-8,,
18,uri,http://www.wikidata.org/entity/Q15235686,uri,http://www.wikidata.org/entity/Q82087991,literal,Cyclea hypoglauca,literal,ANOXEUSGZWSCQL-UHFFFAOYSA-N,literal,O1C2=CC=C(C=C2)CC3C4=C(OC5=CC=C(C=C5)CC6C7=C1C(OC)=C(OC)C=C7CCN6C)C(OC)=C(OC)C=C4CCN3C,literal,580696-1,literal,16846-79-0,en,literal,NSC615580,literal,10.1021/NP50063A032,,
19,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q82910479,literal,Cyclea barbata,literal,JIGFMOPXEDLMPQ-URLMMPGGSA-N,literal,OC=1C=C2C3=C(OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC7=CC(=CC=C7OC)CC3N(C)CC2)C=C6)C1OC,literal,580678-1,literal,152697-36-4,en,literal,"6',7,12-Trimethoxy-2,2'-dimethylberbaman-6-ol",literal,10.1021/NP50101A020,,
20,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q82940379,literal,Cyclea peltata,literal,LHIFPLJVJKKRTD-UHFFFAOYSA-N,literal,O1C2=CC=C(C=C2)CC3NCCC4=CC(OC)=C(OC=5C(OC)=C(OC)C=C6C5C(N(C)CC6)CC7=CC=C(OC)C1=C7)C=C43,literal,580706-1,literal,38769-08-3,en,literal,"6,6',7,12-Tetramethoxy-2-methylberbaman",literal,10.1021/NP50063A032,,
21,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q82910479,literal,Cyclea peltata,literal,JIGFMOPXEDLMPQ-URLMMPGGSA-N,literal,OC=1C=C2C3=C(OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC7=CC(=CC=C7OC)CC3N(C)CC2)C=C6)C1OC,literal,580706-1,literal,152697-36-4,en,literal,"6',7,12-Trimethoxy-2,2'-dimethylberbaman-6-ol",literal,10.1021/NP50101A020,,
22,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q72478063,literal,Cyclea barbata,literal,IIQSJHUEZBTSAT-UHFFFAOYSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC7=CC(=CC=C7OC)CC3N(C)CC2)C=C6,literal,580678-1,literal,33889-68-8,en,literal,Fangchinoline,literal,10.1021/JO00950A016,,
23,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q72478063,literal,Cyclea barbata,literal,IIQSJHUEZBTSAT-UHFFFAOYSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC7=CC(=CC=C7OC)CC3N(C)CC2)C=C6,literal,580678-1,literal,33889-68-8,en,literal,Fangchinoline,literal,10.1016/S0040-4039(00)76044-8,,
24,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q82910480,literal,Cyclea peltata,literal,QRSIKBXDEMEDLL-VSGBNLITSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCNC5CC6=CC=C(OC7=CC(=CC=C7OC)CC3N(C)CC2)C=C6,literal,580706-1,literal,152697-37-5,en,literal,"6,6',12-Trimethoxy-2-methylberbaman-7-ol",literal,10.1021/NP50101A020,,
25,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q76009749,literal,Cyclea peltata,literal,YJRWQNIRFXVBRB-WDYNHAJCSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC)C(OC7=CC=C(C=C7)CC3N(C)CC2)=C6,literal,580706-1,literal,17132-74-0,en,literal,Homoaromoline,literal,10.1021/NP50091A004,,
26,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q72478063,literal,Cyclea peltata,literal,IIQSJHUEZBTSAT-UHFFFAOYSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC7=CC(=CC=C7OC)CC3N(C)CC2)C=C6,literal,580706-1,literal,33889-68-8,en,literal,Fangchinoline,literal,10.1016/S0040-4039(00)76044-8,,
27,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q82885121,literal,Cyclea peltata,literal,REKCBEFSIKOPTD-VSGBNLITSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCNC5CC6=CC=C(OC)C(OC7=CC=C(C=C7)CC3N(C)CC2)=C6,literal,580706-1,literal,96744-71-7,en,literal,"6,6',12'-Trimethoxy-2-methyloxyacanthan-7-ol",literal,10.1021/NP50101A020,,
28,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q104253177,literal,Cyclea barbata,literal,BOKVLBSSPUTWLV-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)CC2C3=CC(O)=C(OC)C=C3CCN2C,literal,580678-1,,,en,literal,N-Methylcoclaurine,literal,10.1021/NP50063A032,,
29,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q27106971,literal,Cyclea barbata,literal,XIOGHHPVBVXQIV-VSGBNLITSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC=C(O3)C=C7)N(CCC6=CC(=C5O)OC)C)O)OC,literal,580678-1,literal,477-62-3,en,literal,isochondrodendrine,literal,10.1021/NP50101A020,literal,CHEMBL1169628
30,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q4891024,literal,Cyclea peltata,literal,DFOCUWZXJBAUSQ-URLMMPGGSA-N,literal,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC,literal,580706-1,literal,478-61-5,en,literal,berbamine,literal,10.1021/NP50101A020,literal,CHEMBL504323
31,uri,http://www.wikidata.org/entity/Q10924942,uri,http://www.wikidata.org/entity/Q104942578,literal,Cyclea sutchuenensis,literal,BPJPWJSSKSLGNM-UHFFFAOYSA-N,literal,OC=1C=2OCC3=CC=C(C=C3)CC4C5=C(OC6=CC=C(C=C6)CC7C1C(=CC2OC)CCN7C)C(OC)=C(OC)C=C5CCN4C,literal,580715-1,,,en,literal,Cycleaneonine,literal,10.1021/NP50101A020,,
32,uri,http://www.wikidata.org/entity/Q10924942,uri,http://www.wikidata.org/entity/Q104942578,literal,Cyclea sutchuenensis,literal,BPJPWJSSKSLGNM-UHFFFAOYSA-N,literal,OC=1C=2OCC3=CC=C(C=C3)CC4C5=C(OC6=CC=C(C=C6)CC7C1C(=CC2OC)CCN7C)C(OC)=C(OC)C=C5CCN4C,literal,580715-1,,,en,literal,Cycleaneonine,literal,10.1016/0031-9422(93)85060-5,,
33,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q105349447,literal,Cyclea peltata,literal,YJRWQNIRFXVBRB-VMPREFPWSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC)C(OC7=CC=C(C=C7)CC3N(C)CC2)=C6,literal,580706-1,literal,38849-80-8,en,literal,(-)-Cycleapeltine,literal,10.1021/NP50091A004,,
34,uri,http://www.wikidata.org/entity/Q15324406,uri,http://www.wikidata.org/entity/Q105191656,literal,Caryomene olivascens,literal,OGJKMZVUJJYWKO-ZDUSSCGKSA-N,literal,O=C1C=CC2(C=C1)C=3C(OC)=C(OC)C=C4C3C(NCC4)C2,literal,47896-2,,,en,literal,"(4S)-10,11-dimethoxyspiro[5-azatricyclo[6.3.1.04,12]dodeca-1(12),8,10-triene-2,4'-cyclohexa-2,5-diene]-1'-one",literal,10.1248/CPB.34.1148,,
35,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q105290813,literal,Cyclea barbata,literal,VPIWCSVVIJIYRD-VSGBNLITSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC7=CC(=CC=C7OC)CC3NCC2)C=C6,literal,580678-1,,,en,literal,"(1R,14R)-9,20,25-trimethoxy-30-methyl-7,23-dioxa-15,30-diazaheptacyclo[22.6.2.23,6.18,12.114,18.027,31.022,33]hexatriaconta-3(36),4,6(35),8,10,12(34),18,20,22(33),24,26,31-dodecaen-21-ol",literal,10.1021/NP50101A020,,
36,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q104253177,literal,Cyclea peltata,literal,BOKVLBSSPUTWLV-UHFFFAOYSA-N,literal,OC1=CC=C(C=C1)CC2C3=CC(O)=C(OC)C=C3CCN2C,literal,580706-1,,,en,literal,N-Methylcoclaurine,literal,10.1021/NP50063A032,,
37,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q15633989,literal,Cyclea barbata,literal,LVVKXRQZSRUVPY-HNNXBMFYSA-N,literal,COC1=C(C=C2C(NCCC2=C1)CC3=CC=C(C=C3)O)O,literal,580678-1,literal,486-39-5,en,literal,(S)-coclaurine,literal,10.1021/NP50101A020,literal,CHEMBL446211
38,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q15410976,literal,Cyclea barbata,literal,IIQSJHUEZBTSAT-VMPREFPWSA-N,literal,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)OC)OC,literal,580678-1,literal,436-77-1,en,literal,fangchinoline,literal,10.1055/S-0028-1097974,literal,CHEMBL504256
39,uri,http://www.wikidata.org/entity/Q15251638,uri,http://www.wikidata.org/entity/Q27289652,literal,Cyclea racemosa,literal,DGAIZFTYTKDOEN-WDYNHAJCSA-N,literal,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)N(CCC6=CC(=C5OC)OC)C)OC,literal,580712-1,literal,1236805-07-4,en,literal,racemosidine c,literal,10.1021/NP1001863,literal,CHEMBL1172569
40,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q105285333,literal,Cyclea peltata,literal,VFJRHDLWOBKCFY-KAYWLYCHSA-N,literal,OC=1C=C2OC3=CC(=CC=C3O)CC4C5=C(OC6=CC=C(C=C6)CC7C2=C(C1)CCN7C)C(O)=C(OC)C=C5CCN4C,literal,580706-1,,,en,literal,"(11R,27R)-5-methoxy-10,26-dimethyl-2,18-dioxa-10,26-diazaheptacyclo[27.2.2.13,7.113,17.119,23.011,36.027,34]hexatriaconta-1(32),3(36),4,6,13(35),14,16,19,21,23(34),29(33),30-dodecaene-4,16,21-triol",literal,10.1021/JO00950A016,,
41,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q27276343,literal,Cyclea peltata,literal,WVTKBKWTSCPRNU-LOYHVIPDSA-N,literal,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,literal,580706-1,literal,1263-79-2,en,literal,(-)-tetrandrine,literal,10.1055/S-2006-960946,literal,CHEMBL445477
42,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q27103156,literal,Cyclea peltata,literal,LVVKXRQZSRUVPY-OAHLLOKOSA-N,literal,COC1=C(C=C2C(NCCC2=C1)CC3=CC=C(C=C3)O)O,literal,580706-1,literal,2196-60-3,en,literal,(R)-coclaurine,literal,10.1021/NP50101A020,literal,CHEMBL256448
43,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q27103156,literal,Cyclea peltata,literal,LVVKXRQZSRUVPY-OAHLLOKOSA-N,literal,COC1=C(C=C2C(NCCC2=C1)CC3=CC=C(C=C3)O)O,literal,580706-1,literal,2196-60-3,en,literal,(R)-coclaurine,literal,10.1021/NP50069A003,literal,CHEMBL256448
44,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q104395769,literal,Cyclea barbata,literal,HGNHIFJNOKGSKI-VMPREFPWSA-N,literal,OC1=CC=C2C=C1OC3=CC=C(C=C3)CC4C5=C(OC=6C=C7C(=CC6OC)CCN(C)C7C2)C(OC)=C(OC)C=C5CCN4C,literal,580678-1,,,en,literal,Repandine,literal,10.1021/NP50101A020,,
45,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q27151396,literal,Cyclea barbata,literal,WVTKBKWTSCPRNU-UHFFFAOYSA-N,literal,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,literal,580678-1,literal,477-57-6,en,literal,Isotetrandrine,literal,10.1055/S-2006-960946,literal,CHEMBL367260
46,uri,http://www.wikidata.org/entity/Q10909065,uri,http://www.wikidata.org/entity/Q15410909,literal,Cyclea tonkinensis,literal,LKLWVKCEYSPQHL-KKSFZXQISA-O,literal,C[N+]12CCC3=CC(=C(C=C3C1CC4=C(C2)C(=C(C=C4)OC)O)O)OC,literal,580716-1,literal,18556-27-9,en,literal,cyclanoline,literal,10.1080/10286020310001653291,,
47,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q105328627,literal,Cyclea barbata,literal,XIOGHHPVBVXQIV-UHFFFAOYSA-N,literal,OC1=C(OC)C=C2C3=C1OC4=CC=C(C=C4)CC5C6=C(OC7=CC=C(C=C7)CC3N(C)CC2)C(O)=C(OC)C=C6CCN5C,literal,580678-1,,,en,literal,(-)-Isochondrodendrine,literal,10.1002/ARDP.19773100204,,
48,uri,http://www.wikidata.org/entity/Q15251638,uri,http://www.wikidata.org/entity/Q27295843,literal,Cyclea racemosa,literal,PWVLBPQSZKHZHU-HHHXNRCGSA-N,literal,CN1CCC2=CC(=C3C=C2C1CC4=CC(=C(C=C4)O)OC5=CC=C(CC6=NC=CC7=CC(=C(C(=C67)O3)O)OC)C=C5)OC,literal,580712-1,literal,1236805-09-6,en,literal,racemosinine b,literal,10.1021/NP1001863,literal,CHEMBL1172571
49,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q104402798,literal,Cyclea peltata,literal,LHIFPLJVJKKRTD-VMPREFPWSA-N,literal,O1C2=CC=C(C=C2)CC3NCCC4=CC(OC)=C(OC=5C(OC)=C(OC)C=C6C5C(N(C)CC6)CC7=CC=C(OC)C1=C7)C=C43,literal,580706-1,,,en,literal,"Tetrandrine metabolite, N'-nor-D-",literal,10.1021/JO00950A016,,
50,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q104402798,literal,Cyclea peltata,literal,LHIFPLJVJKKRTD-VMPREFPWSA-N,literal,O1C2=CC=C(C=C2)CC3NCCC4=CC(OC)=C(OC=5C(OC)=C(OC)C=C6C5C(N(C)CC6)CC7=CC=C(OC)C1=C7)C=C43,literal,580706-1,,,en,literal,"Tetrandrine metabolite, N'-nor-D-",literal,10.1021/NP50101A020,,
51,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q104403741,literal,Cyclea barbata,literal,IIQSJHUEZBTSAT-FQLXRVMXSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC7=CC(=CC=C7OC)CC3N(C)CC2)C=C6,literal,580678-1,,,en,literal,Limacine,literal,10.1021/NP50101A020,,
52,uri,http://www.wikidata.org/entity/Q10909065,uri,http://www.wikidata.org/entity/Q63409374,literal,Cyclea tonkinensis,literal,KZJWDPNRJALLNS-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(CC)C(C)C)C2(C)CC1,literal,580716-1,,,en,literal,"17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1080/10286020310001653291,,
53,uri,http://www.wikidata.org/entity/Q15324406,uri,http://www.wikidata.org/entity/Q27103156,literal,Caryomene olivascens,literal,LVVKXRQZSRUVPY-OAHLLOKOSA-N,literal,COC1=C(C=C2C(NCCC2=C1)CC3=CC=C(C=C3)O)O,literal,47896-2,literal,2196-60-3,en,literal,(R)-coclaurine,literal,10.1248/CPB.34.1148,literal,CHEMBL256448
54,uri,http://www.wikidata.org/entity/Q11126748,uri,http://www.wikidata.org/entity/Q27101882,literal,Cyclea barbata,literal,BOKVLBSSPUTWLV-MRXNPFEDSA-N,literal,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)O)OC,literal,580678-1,literal,5096-70-8,en,literal,(R)-N-methylcoclaurine,literal,10.1021/NP50101A020,,
55,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q104402141,literal,Cyclea peltata,literal,IIQSJHUEZBTSAT-URLMMPGGSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC7=CC(=CC=C7OC)CC3N(C)CC2)C=C6,literal,580706-1,,,en,literal,Thalrugosine,literal,10.1021/NP50091A004,,
56,uri,http://www.wikidata.org/entity/Q13113175,uri,http://www.wikidata.org/entity/Q27103066,literal,Cyclea peltata,literal,LVVKXRQZSRUVPY-UHFFFAOYSA-N,literal,COC1=C(C=C2C(NCCC2=C1)CC3=CC=C(C=C3)O)O,literal,580706-1,literal,2033-08-1,en,literal,(RS)-coclaurine,literal,10.1021/NP50063A032,literal,CHEMBL453291
57,uri,http://www.wikidata.org/entity/Q15235686,uri,http://www.wikidata.org/entity/Q105179256,literal,Cyclea hypoglauca,literal,NGZXDRGWBULKFA-UHFFFAOYSA-N,literal,OC1=CC=C2C=C1OC=3C=C4C(=CC3OC)CCN(C)C4CC5=CC=C(OC=6C(O)=C(OC)C=C7C6C(N(C)CC7)C2)C=C5,literal,580696-1,,,en,literal,Hayatine,literal,10.1021/NP50101A020,,
58,uri,http://www.wikidata.org/entity/Q15324406,uri,http://www.wikidata.org/entity/Q105382286,literal,Caryomene olivascens,literal,ZRWKJCKLHBPSBY-CQSZACIVSA-N,literal,O=CN1CCC2=CC(OC)=C(OC)C3=C2C1CC43C=CC(=O)C=C4,literal,47896-2,,,en,literal,Zrwkjcklhbpsby-cqszacivsa-,literal,10.1248/CPB.34.1148,,
