,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,chembl_id.type,chembl_id,refDOI.type,refDOI
10,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q7247551,literal,Cinnamomum pachyphyllum,literal,XFZJEEAOWLFHDH-UKWJTHFESA-N,literal,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,literal,20315-25-7,literal,1000924-1,en,literal,procyanidin B1,literal,CHEMBL504937,literal,10.1248/CPB.34.643
11,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q424577,literal,Cinnamomum tenuifolium,literal,UAHWPYUMFXYFJY-UHFFFAOYSA-N,literal,CC(=CCCC(=C)C=C)C,literal,123-35-3,literal,463723-1,en,literal,myrcene,literal,CHEMBL455491,literal,10.1007/S11418-006-0039-1
12,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q424577,literal,Cinnamomum pachyphyllum,literal,UAHWPYUMFXYFJY-UHFFFAOYSA-N,literal,CC(=CCCC(=C)C=C)C,literal,123-35-3,literal,1000924-1,en,literal,myrcene,literal,CHEMBL455491,literal,10.1007/S11418-006-0039-1
13,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q7663351,literal,Cinnamomum tenuifolium,literal,KOWMJRJXZMEZLD-HCIHMXRSSA-N,literal,COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)O)OC,literal,21453-69-0,literal,463723-1,en,literal,(+)-syringaresinol,literal,CHEMBL361362,literal,10.1021/NP900225P
14,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q419829,literal,Cinnamomum tenuifolium,literal,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,literal,COC1=C(C=C(C=C1)CC=C)OC,literal,93-15-2,literal,463723-1,en,literal,methyl eugenol,literal,CHEMBL108861,literal,10.1080/14786419.2010.506181
15,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q419829,literal,Cinnamomum tenuifolium,literal,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,literal,COC1=C(C=C(C=C1)CC=C)OC,literal,93-15-2,literal,463723-1,en,literal,methyl eugenol,literal,CHEMBL108861,literal,10.1021/NP900225P
16,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q425004,literal,Cinnamomum tenuifolium,literal,HCXVJBMSMIARIN-PHZDYDNGSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,83-48-7,literal,463723-1,en,literal,stigmasterol,literal,CHEMBL400247,literal,10.1080/14786419.2010.506181
17,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q27134973,literal,Cinnamomum pachyphyllum,literal,CTFSUCDHRVDRKG-MGZXXMPLSA-N,literal,CC1=CC(=O)C2C3C1C2(CCC3C(C)C)C,,,literal,1000924-1,en,literal,mustakone,,,literal,10.1016/J.JEP.2015.01.049
18,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q209727,literal,Cinnamomum pachyphyllum,literal,IPCSVZSSVZVIGE-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCC(=O)O,literal,57-10-3,literal,1000924-1,en,literal,palmitic acid,literal,CHEMBL82293,literal,10.1021/NP900225P
19,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q209727,literal,Cinnamomum pachyphyllum,literal,IPCSVZSSVZVIGE-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCC(=O)O,literal,57-10-3,literal,1000924-1,en,literal,palmitic acid,literal,CHEMBL82293,literal,10.1248/CPB.56.97
20,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q27136596,literal,Cinnamomum tenuifolium,literal,RUVUHIUYGJBLGI-XJZKHKOHSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(C)C,literal,1058-61-3,literal,463723-1,en,literal,beta-sitostenone,literal,CHEMBL66926,literal,10.1021/NP900225P
21,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q27119779,literal,Cinnamomum pachyphyllum,literal,CXENHBSYCFFKJS-UHFFFAOYSA-N,literal,CC(=CCCC(=CCC=C(C)C=C)C)C,literal,125037-13-0,literal,1000924-1,en,literal,alpha-farnesene,,,literal,10.1007/S11418-006-0039-1
22,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q104398769,literal,Cinnamomum tenuifolium,literal,FCLYKYQBTSMTJB-RZPKCTKSSA-N,literal,O=C1OC(=C)C(O)C1=CCCCCCCCCCCCCC,literal,56522-15-7,literal,463723-1,en,literal,isoobtusilactone A,,,literal,10.1021/NP900225P
23,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q104200554,literal,Cinnamomum pachyphyllum,literal,WRHGORWNJGOVQY-UHFFFAOYSA-N,literal,C=C1CCC(C(C)C)C2C=C(C)CCC12,,,literal,1000924-1,en,literal,gamma-Cadinene,,,literal,10.1007/S11418-006-0039-1
24,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q22139926,literal,Cinnamomum pachyphyllum,literal,PGTJIOWQJWHTJJ-UHFFFAOYSA-N,literal,CC1CCC(C2=C1C=CC(=C2)C)C(C)C,literal,6617-49-8,literal,1000924-1,en,literal,"1,6-dimethyl-4-isopropyltetralin",,,literal,10.1007/S11418-006-0039-1
25,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105183208,literal,Cinnamomum pachyphyllum,literal,NPNUFJAVOOONJE-BLOBHPOZSA-N,literal,C=C1CCC=C(C)CCC2C1CC2(C)C,,,literal,1000924-1,en,literal,(Z)-caryophyllene,,,literal,10.1021/JF071938F
26,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q417362,literal,Cinnamomum tenuifolium,literal,KSEBMYQBYZTDHS-HWKANZROSA-N,literal,COC1=C(C=CC(=C1)C=CC(=O)O)O,literal,537-98-4,literal,463723-1,en,literal,ferulic acid,literal,CHEMBL32749,literal,10.1021/NP900225P
27,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q104993216,literal,Cinnamomum tenuifolium,literal,FCLYKYQBTSMTJB-WBWKYDSYSA-N,literal,O=C1OC(=C)C(O)C1=CCCCCCCCCCCCCC,,,literal,463723-1,en,literal,Isooblusilactonc A,,,literal,10.1021/NP900225P
28,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105265313,literal,Cinnamomum pachyphyllum,literal,TVHZPQAYPSOHQT-AEOFTGFYSA-N,literal,OC1C(C)CCC2(O)C3(C)CC4(O)OC12C5(O)C3(O)CC(O)(C(C)C)C45C,literal,62394-04-1,literal,1000924-1,en,literal,"(1R,2R,3S,6S,7R,9S,10S,11S,13R,14R)-11-isopropyl-3,7,10-trimethyl-15-oxapentacyclo[7.5.1.0¹,⁶.0⁷,¹³.0¹⁰,¹⁴]pentadecane-2,6,9,11,13,14-hexol",,,literal,10.1016/J.JEP.2015.01.049
29,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q105245343,literal,Cinnamomum tenuifolium,literal,RTQSGVCMOOHGNW-DHDJNVLLSA-N,literal,O=C(OC)C(=CCCCCCCCCCCCCCCCCCCCCCCCC)C(O)C(=O)C,,,literal,463723-1,en,literal,Secotenuifolide A,,,literal,10.1021/NP900225P
30,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q103816567,literal,Cinnamomum pachyphyllum,literal,AYXPYQRXGNDJFU-UHFFFAOYSA-N,literal,OC1(C)CCC2C(C3C(C)CCC31)C2(C)C,,,literal,1000924-1,en,literal,ledol,,,literal,10.1007/S11418-006-0039-1
31,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q121802,literal,Cinnamomum tenuifolium,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,19044-06-5,literal,463723-1,en,literal,beta-sitosterol,,,literal,10.1080/14786419.2010.506181
32,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q121802,literal,Cinnamomum tenuifolium,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,19044-06-5,literal,463723-1,en,literal,beta-sitosterol,,,literal,10.1021/NP900225P
33,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q104401077,literal,Cinnamomum tenuifolium,literal,CCOZSCMQQGPBEO-QFWNWRTJSA-N,literal,O=C1C=C(C(C)C)C2(O)OC1(C)C3CCC(C)C32,,,literal,463723-1,en,literal,Alpinenone,,,literal,10.1021/NP900225P
34,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q105247358,literal,Cinnamomum tenuifolium,literal,RXXMEENDMWGIGU-SZXJBNFZSA-N,literal,O=C1OC(=C)C(O)C1=CCCCCCCCCCCCCCCCCCCCCCCCCCC,,,literal,463723-1,en,literal,Isotenuifolide,,,literal,10.1021/NP900225P
35,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q104978412,literal,Cinnamomum pachyphyllum,literal,DFYFOAFKHRTQLA-UHFFFAOYSA-N,literal,O=C(OC1C(C)CCC2(O)C31OC4(O)CC2(C)C5(O)CC(O)(C(C)C)C4(C)C53O)C,,,literal,1000924-1,en,literal,Cinnzeylanine,,,literal,10.1016/J.JEP.2015.01.049
36,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q27104380,literal,Cinnamomum tenuifolium,literal,GRWFGVWFFZKLTI-UHFFFAOYSA-N,literal,CC1=CCC2CC1C2(C)C,literal,80-56-8,literal,463723-1,en,literal,alpha-pinene,literal,CHEMBL442565,literal,10.1007/S11418-006-0039-1
37,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q225543,literal,Cinnamomum pachyphyllum,literal,RECUKUPTGUEGMW-UHFFFAOYSA-N,literal,CC1=C(C=C(C=C1)C(C)C)O,literal,499-75-2,literal,1000924-1,en,literal,carvacrol,literal,CHEMBL281202,literal,10.1007/S11418-006-0039-1
38,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105301278,literal,Cinnamomum pachyphyllum,literal,WCBCDLSKTYUDDL-KDOFPFPSSA-N,literal,OC1=CC(=CC=C1OC)C2OC=3C=C(OC)C=C(OC)C3CC2O,,,literal,1000924-1,en,literal,"(2S,3R)-2-(3-hydroxy-4-methoxyphenyl)-5,7-dimethoxy-3,4-dihydro-2H-chromen-3-ol",,,literal,10.1016/S0031-9422(00)80092-8
39,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105303149,literal,Cinnamomum pachyphyllum,literal,WEMMFYQBUDJVPE-QDJFGCNTSA-N,literal,O=C1OC2C(C)CCC3(O)C2(O)C4(O)C(=C(CC4(O)C3(C)C1)C(C)CO)C,,,literal,1000924-1,en,literal,"(1R,5R,6S,9S,10R,11R,15R)-9,10,11,15-tetrahydroxy-13-[(2S)-1-hydroxypropan-2-yl]-1,6,12-trimethyl-4-oxatetracyclo[7.6.0.05,10.011,15]pentadec-12-en-3-one",,,literal,10.1002/HLCA.200900135
40,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q27109437,literal,Cinnamomum tenuifolium,literal,WUOACPNHFRMFPN-UHFFFAOYSA-N,literal,CC1=CCC(CC1)C(C)(C)O,literal,98-55-5,literal,463723-1,en,literal,alpha-terpineol,literal,CHEMBL449810,literal,10.1007/S11418-006-0039-1
41,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q27104380,literal,Cinnamomum pachyphyllum,literal,GRWFGVWFFZKLTI-UHFFFAOYSA-N,literal,CC1=CCC2CC1C2(C)C,literal,80-56-8,literal,1000924-1,en,literal,alpha-pinene,literal,CHEMBL442565,literal,10.1007/S11418-006-0039-1
42,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q416114,literal,Cinnamomum tenuifolium,literal,WRYLYDPHFGVWKC-UHFFFAOYSA-N,literal,CC1=CCC(CC1)(C(C)C)O,literal,562-74-3,literal,463723-1,en,literal,(+/-)-4-terpineol,literal,CHEMBL507795,literal,10.1007/S11418-006-0039-1
43,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105215269,literal,Cinnamomum pachyphyllum,literal,PUTDSHQXPGHGAQ-YFFPRAEOSA-N,literal,OC1=C(OC)C=C(C=C1OC)C2C=3C(OC(CO)C2COC4OC(CO)C(O)C(O)C4O)=CC(OC)=C(O)C3OC,,,literal,1000924-1,en,literal,"(2R,3R,4S,5S,6R)-2-[[(2R,3S,4S)-6-hydroxy-4-(4-hydroxy-3,5-dimethoxyphenyl)-2-(hydroxymethyl)-5,7-dimethoxy-3,4-dihydro-2H-chromen-3-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",,,literal,10.1016/S0031-9422(00)80092-8
44,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q105265695,literal,Cinnamomum tenuifolium,literal,TWBGKCDUZOAOPO-VWLOTQADSA-N,literal,O=C1OC(=C)C=C1C(OC)CCCCCCCCCCCCCCCCCCC,,,literal,463723-1,en,literal,3-[(1S)-1-methoxyicosyl]-5-methylidenefuran-2-one,,,literal,10.1021/NP900225P
45,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105215903,literal,Cinnamomum pachyphyllum,literal,PWMSPKVTJLJDDS-OFMZUWIHSA-N,literal,OC1=CC=C(C=C1O)C2OC3=CC(O)=C(C(O)=C3CC2O)C4OC(CO)C(O)C(O)C4O,literal,103215-49-2,literal,1000924-1,en,literal,"2alpha-(3,4-Dihydroxyphenyl)-3alpha,5,7-trihydroxy-6-(beta-D-glucopyranosyl)-3,4-dihydro-2H-1-benzopyran",,,literal,10.1248/CPB.34.633
46,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105167848,literal,Cinnamomum pachyphyllum,literal,MMKQEVQTCAAXTI-SCLBCKFNSA-N,literal,OC1CC=2C(OC)=CC(OC)=CC2OC1C3=CC=C4OCOC4=C3,,,literal,1000924-1,en,literal,"(2R,3S)-2-(1,3-benzodioxol-5-yl)-5,7-dimethoxy-3,4-dihydro-2H-chromen-3-ol",,,literal,10.1016/S0031-9422(00)80092-8
47,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q27109437,literal,Cinnamomum pachyphyllum,literal,WUOACPNHFRMFPN-UHFFFAOYSA-N,literal,CC1=CCC(CC1)C(C)(C)O,literal,98-55-5,literal,1000924-1,en,literal,alpha-terpineol,literal,CHEMBL449810,literal,10.1007/S11418-006-0039-1
48,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q416114,literal,Cinnamomum pachyphyllum,literal,WRYLYDPHFGVWKC-UHFFFAOYSA-N,literal,CC1=CCC(CC1)(C(C)C)O,literal,562-74-3,literal,1000924-1,en,literal,(+/-)-4-terpineol,literal,CHEMBL507795,literal,10.1007/S11418-006-0039-1
49,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105351564,literal,Cinnamomum pachyphyllum,literal,YOVYWMDLYSJYPO-UGUVDVTISA-N,literal,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(OC4OC(CO)C(O)C(O)C4O)C2)C1,literal,103303-00-0,literal,1000924-1,en,literal,"(2R,3R)-2-(3,4-Dihydroxyphenyl)-3,4-dihydro-5,7-dihydroxy-2H-1-benzopyran-3-yl beta-D-glucopyranoside",,,literal,10.1248/CPB.34.633
50,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105020880,literal,Cinnamomum pachyphyllum,literal,GUZTTZMSRBAQKX-IVSPXSSRSA-N,literal,O=C1C=C(C(C)C)C2(C(=O)C34OC2(O)CC1(C)C4(O)CCC(C)C3O)C,literal,73599-14-1,literal,1000924-1,en,literal,"6H-2,7:3,11a-Dimethano-1-benzoxonin-6,12-dione, 2,3,7,7a,8,9,10,11-octahydro-2,7a,11-trihydroxy-3,7,10-trimethyl-4-(1-methylethyl)-, (2S,3S,7S,7aS,10S,11R,11aR)-",,,literal,10.1016/0031-9422(82)83066-5
51,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105124274,literal,Cinnamomum pachyphyllum,literal,JBDZOCOBUGXPJW-LYGYLKCLSA-N,literal,OC1=CC=C(C=C1O)C2OC=3C(=C(O)C=C(O)C3C4C=5C(O)=CC(O)=C(C5OC(C6=CC=C(O)C(O)=C6)C4O)C7OC(CO)C(O)C(O)C7O)CC2O,,,literal,1000924-1,en,literal,8-Glucopyranosylprocyanidin B2,,,literal,10.1248/CPB.34.643
52,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q105245347,literal,Cinnamomum tenuifolium,literal,RTQSGVCMOOHGNW-ZMXVDIFESA-N,literal,O=C(OC)C(=CCCCCCCCCCCCCCCCCCCCCCCCC)C(O)C(=O)C,,,literal,463723-1,en,literal,methyl (E)-2-[(1S)-1-hydroxy-2-oxopropyl]heptacos-2-enoate,,,literal,10.1021/NP900225P
53,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105130061,literal,Cinnamomum pachyphyllum,literal,JJYVNURTNGHITH-RIQSKFFNSA-N,literal,O=C(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C=CC=3C=CC=CC3,,,literal,1000924-1,en,literal,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl] (E)-3-phenylprop-2-enoate",,,literal,10.1021/NP900031Q
54,uri,http://www.wikidata.org/entity/Q15606811,uri,http://www.wikidata.org/entity/Q3511416,literal,Cinnamomum triplinerve,literal,PEYUIKBAABKQKQ-AFHBHXEDSA-N,literal,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,literal,607-80-7,literal,58868-2,en,literal,(+)-sesamin,literal,CHEMBL252915,literal,10.1021/NP50040A021
55,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q105112647,literal,Cinnamomum tenuifolium,literal,IGHVWFLGYLMNRM-UHFFFAOYSA-N,literal,OCC1=CCC=2C=C(OC)C=CC2C=3C=C4OCOC4=CC31,,,literal,463723-1,en,literal,tenuifolin,,,literal,10.1021/NP900225P
56,uri,http://www.wikidata.org/entity/Q15606811,uri,http://www.wikidata.org/entity/Q3511416,literal,Cinnamomum triplinerve,literal,PEYUIKBAABKQKQ-AFHBHXEDSA-N,literal,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,literal,607-80-7,literal,58868-2,en,literal,(+)-sesamin,literal,CHEMBL252915,literal,10.1007/978-1-4899-1783-6_3
57,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q3511416,literal,Cinnamomum tenuifolium,literal,PEYUIKBAABKQKQ-AFHBHXEDSA-N,literal,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,literal,607-80-7,literal,463723-1,en,literal,(+)-sesamin,literal,CHEMBL252915,literal,10.1021/NP900225P
58,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105010362,literal,Cinnamomum pachyphyllum,literal,GKUUOBPAWXVPEB-UHFFFAOYSA-N,literal,OC1C2CCCC1(C)C3CC(C)(C)CC23,,,literal,1000924-1,en,literal,"1,4,4-trimethyltricyclo[5.3.1.0²,⁶]undecan-11-ol",,,literal,10.1021/JF071938F
59,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q121802,literal,Cinnamomum tenuifolium,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,83-46-5,literal,463723-1,en,literal,beta-sitosterol,,,literal,10.1080/14786419.2010.506181
60,uri,http://www.wikidata.org/entity/Q15606981,uri,http://www.wikidata.org/entity/Q121802,literal,Cinnamomum tenuifolium,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,83-46-5,literal,463723-1,en,literal,beta-sitosterol,,,literal,10.1021/NP900225P
61,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105291671,literal,Cinnamomum pachyphyllum,literal,VRCSTDIDMJHJBX-UYLIQQMISA-N,literal,OC1=CC=C(C=C1O)C2OC=3C(=C(O)C=C(O)C3C4C5=C(O)C(=C(O)C=C5OC(C6=CC=C(O)C(O)=C6)C4O)C7OC(CO)C(O)C(O)C7O)CC2O,,,literal,1000924-1,en,literal,"(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",,,literal,10.1248/CPB.34.643
62,uri,http://www.wikidata.org/entity/Q15607176,uri,http://www.wikidata.org/entity/Q105281561,literal,Cinnamomum pachyphyllum,literal,UYKGMAOEQCYKNA-YMILTQATSA-N,literal,O=C(OC)CCC=1C=CC=CC1OC2OC(CO)C(O)C(O)C2O,,,literal,1000924-1,en,literal,Methyl dihydromelilotoside,,,literal,10.1021/NP900031Q
