,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.type,structureLabel,refDOI.type,refDOI,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
23,uri,http://www.wikidata.org/entity/Q17812897,uri,http://www.wikidata.org/entity/Q104250810,literal,Berberis duclouxiana,literal,WVTKBKWTSCPRNU-IHLOFXLRSA-N,literal,O1C2=CC=C(C=C2)CC3C4=CC(OC=5C(OC)=C(OC)C=C6C5C(N(C)CC6)CC7=CC=C(OC)C1=C7)=C(OC)C=C4CCN3C,literal,1000094-1,literal,1-Isotetrandrine,literal,10.1055/S-2007-969756,en,,,,
24,uri,http://www.wikidata.org/entity/Q17792701,uri,http://www.wikidata.org/entity/Q104390670,literal,Berberis repens,literal,IIQSJHUEZBTSAT-WDYNHAJCSA-N,literal,OC1=C(OC)C=C2C3=C1OC=4C=C5C(=CC4OC)CCN(C)C5CC6=CC=C(OC7=CC(=CC=C7OC)CC3N(C)CC2)C=C6,literal,31531-2,literal,CID 5458555,literal,10.1021/NP50018A011,en,,,,
25,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q104667388,literal,Berberis buxifolia,literal,CCQDWIRWKWIUKK-UHFFFAOYSA-O,literal,OC=1C=C(O)C=2C=C(OC3OC(CO)C(O)C(O)C3O)C(=[O+]C2C1)C=4C=C(O)C(O)=C(OC)C4,literal,30074956-2,literal,petunidin-3-O-glucoside,literal,10.1016/S0031-9422(00)84657-9,en,,,,
26,uri,http://www.wikidata.org/entity/Q17792701,uri,http://www.wikidata.org/entity/Q27098298,literal,Berberis repens,literal,YYFOFDHQVIODOQ-UHFFFAOYSA-O,literal,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,literal,31531-2,literal,columbamine,literal,10.1021/NP50018A011,en,literal,3621-36-1,literal,CHEMBL400345
27,uri,http://www.wikidata.org/entity/Q17792701,uri,http://www.wikidata.org/entity/Q2398298,literal,Berberis repens,literal,RUZIUYOSRDWYQF-HNNXBMFYSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC,literal,31531-2,literal,glaucine,literal,10.1021/NP50018A011,en,literal,475-81-0,literal,CHEMBL228082
28,uri,http://www.wikidata.org/entity/Q17794769,uri,http://www.wikidata.org/entity/Q63370,literal,Berberis trifoliolata,literal,OINDWIFDMFYGDX-LDCXZXNSSA-N,literal,CCC1=C2C=C3C(=C4C(=O)C(C(=C5C(C(C(=N5)C=C6C(=C(C(=CC(=C1C)N2)N6)C=C)C)C)CCC(=O)O)C4=N3)C(=O)OC)C,literal,107152-1,literal,pheophorbide,literal,10.1016/S0305-1978(01)00025-4,en,literal,15664-29-6,,
29,uri,http://www.wikidata.org/entity/Q19848987,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis nervosa,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,31492-2,literal,berberine,literal,10.1007/BF02234886,en,literal,2086-83-1,literal,CHEMBL12089
30,uri,http://www.wikidata.org/entity/Q19848987,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis nervosa,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,31492-2,literal,berberine,literal,10.1007/BF00630564,en,literal,2086-83-1,literal,CHEMBL12089
31,uri,http://www.wikidata.org/entity/Q19848987,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis nervosa,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,31492-2,literal,berberine,literal,10.1021/NP50045A032,en,literal,2086-83-1,literal,CHEMBL12089
32,uri,http://www.wikidata.org/entity/Q19848987,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis nervosa,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,31492-2,literal,berberine,literal,10.1002/JCCS.200400068,en,literal,2086-83-1,literal,CHEMBL12089
33,uri,http://www.wikidata.org/entity/Q19848987,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis nervosa,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,31492-2,literal,berberine,literal,10.2307/4117899,en,literal,2086-83-1,literal,CHEMBL12089
34,uri,http://www.wikidata.org/entity/Q19848987,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis nervosa,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,31492-2,literal,berberine,literal,10.1016/J.CHROMA.2015.08.015,en,literal,2086-83-1,literal,CHEMBL12089
35,uri,http://www.wikidata.org/entity/Q19848987,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis nervosa,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,31492-2,literal,berberine,literal,10.1023/B:CONC.0000003429.41497.B6,en,literal,2086-83-1,literal,CHEMBL12089
36,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q7406319,literal,Berberis buxifolia,literal,GVTRUVGBZQJVTF-YJYMSZOUSA-N,literal,CN1CCC23C=C(C(=O)C=C2C1CC4=C3C(=C(C=C4)OC)O)OC,literal,30074956-2,literal,salutaridine,literal,10.1007/978-1-4614-0560-3_5,en,literal,1936-18-1,literal,CHEMBL404097
37,uri,http://www.wikidata.org/entity/Q17794769,uri,http://www.wikidata.org/entity/Q104253072,literal,Berberis trifoliolata,literal,RKEBXTALJSALNU-LDCXZXNSSA-N,literal,O=C(O)CCC1C=2NC(=CC3=NC(=CC4=NC(=CC=5N=C6C(=C(O)C(C(=O)OC)C62)C5C)C(=C4C)CC)C(C=C)=C3C)C1C,literal,107152-1,literal,Pheophorbide a,literal,10.1016/S0305-1978(01)00025-4,en,,,,
38,uri,http://www.wikidata.org/entity/Q17792701,uri,http://www.wikidata.org/entity/Q4027534,literal,Berberis repens,literal,CZMRCDWAGMRECN-UGDNZRGBSA-N,literal,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,literal,31531-2,literal,sucrose,literal,10.1021/NP50018A011,en,literal,57-50-1,literal,CHEMBL253582
39,uri,http://www.wikidata.org/entity/Q17792701,uri,http://www.wikidata.org/entity/Q15426208,literal,Berberis repens,literal,YLRXAIKMLINXQY-ZDUSSCGKSA-O,literal,C[N+]1(CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)O)OC)C,literal,31531-2,literal,magnoflorine,literal,10.1021/NP50018A011,en,literal,2141-09-5,,
40,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis buxifolia,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,30074956-2,literal,berberine,literal,10.2307/4117899,en,literal,2086-83-1,literal,CHEMBL12089
41,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q110204821,literal,Berberis buxifolia,literal,DBJVUXSMCARDEQ-UHFFFAOYSA-O,literal,OC=1C=C(O)C=2C=C(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(=[O+]C2C1)C=5C=C(O)C(O)=C(OC)C5,literal,30074956-2,literal,Petunidin 3-O-gentiobioside,literal,10.1016/S0031-9422(00)84657-9,en,,,,
42,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q110204411,literal,Berberis buxifolia,literal,YCDMGCUGMVVWAB-UHFFFAOYSA-O,literal,OC=1C=C(O)C=2C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C(=[O+]C2C1)C=5C=C(OC)C(O)=C(OC)C5,literal,30074956-2,literal,3-O-[a-L-Rhamnopyranosyl-(1->6)-b-D-glucopyranoside],literal,10.1016/S0031-9422(00)84657-9,en,,,,
43,uri,http://www.wikidata.org/entity/Q17794769,uri,http://www.wikidata.org/entity/Q15410213,literal,Berberis trifoliolata,literal,NIOAGUZTTGFPGK-ILBGXUMGSA-N,literal,COC1=CC(=CC2=C1OC(C(O2)C3=CC(=C(C=C3)O)OC)CO)C4=CC(=O)C5=C(C=C(C=C5O4)O)O,literal,107152-1,literal,5'-methoxyhydnocarpin,literal,10.1016/S0305-1978(01)00025-4,en,,,literal,CHEMBL328060
44,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q104394459,literal,Berberis buxifolia,literal,ZQCGNPNWSMJDEF-UHFFFAOYSA-N,literal,OC=1C=C2C(=CC1OC)CC3C4=CC(OC)=C(OC)C=C4CC2N3C,literal,30074956-2,literal,(-)-Norargemonine,literal,10.5772/INTECHOPEN.75133,en,,,,
45,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q104394459,literal,Berberis buxifolia,literal,ZQCGNPNWSMJDEF-UHFFFAOYSA-N,literal,OC=1C=C2C(=CC1OC)CC3C4=CC(OC)=C(OC)C=C4CC2N3C,literal,30074956-2,literal,(-)-Norargemonine,literal,10.1007/978-1-4614-0560-3_5,en,,,,
46,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis buxifolia,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,30074956-2,literal,berberine,literal,10.5772/INTECHOPEN.75133,en,literal,2086-83-1,literal,CHEMBL12089
47,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis buxifolia,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,30074956-2,literal,berberine,literal,10.1007/978-1-4614-0560-3_5,en,literal,2086-83-1,literal,CHEMBL12089
48,uri,http://www.wikidata.org/entity/Q17792701,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis repens,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,31531-2,literal,berberine,literal,10.1021/NP50018A011,en,literal,2086-83-1,literal,CHEMBL12089
49,uri,http://www.wikidata.org/entity/Q17794769,uri,http://www.wikidata.org/entity/Q3055452,literal,Berberis trifoliolata,literal,HRGUSFBJBOKSML-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,literal,107152-1,literal,tricin,literal,10.1016/S0305-1978(01)00025-4,en,literal,520-32-1,literal,CHEMBL454320
50,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q7663351,literal,Berberis buxifolia,literal,KOWMJRJXZMEZLD-HCIHMXRSSA-N,literal,COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)O)OC,literal,30074956-2,literal,(+)-syringaresinol,literal,10.5772/INTECHOPEN.75133,en,literal,21453-69-0,literal,CHEMBL361362
51,uri,http://www.wikidata.org/entity/Q19848987,uri,http://www.wikidata.org/entity/Q410169,literal,Berberis nervosa,literal,FQXXSQDCDRQNQE-VMDGZTHMSA-N,literal,CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)OC)O4)OC,literal,31492-2,literal,thebaine,literal,10.1016/S0031-9422(97)00334-8,en,literal,115-37-7,literal,CHEMBL1318110
52,uri,http://www.wikidata.org/entity/Q17792701,uri,http://www.wikidata.org/entity/Q27106973,literal,Berberis repens,literal,QELDJEKNFOQJOY-ZDUSSCGKSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,literal,31531-2,literal,isocorydine,literal,10.1021/NP50018A011,en,literal,475-67-2,literal,CHEMBL489525
53,uri,http://www.wikidata.org/entity/Q17792720,uri,http://www.wikidata.org/entity/Q105312846,literal,Berberis napaulensis,literal,WTXHFWYAETTXNF-XZWHSSHBSA-N,literal,O1C2=CC=CC(=C2)CC3C4=CC(OC=5C(OC)=C(OC)C=C6C5C(N(C)CC6)CC7=CC=C(OC)C1=C7)=C(OC)C=C4CCN3C,literal,1000124-1,literal,"(1S,15R)-10,21,22,26-tetramethoxy-16,31-dimethyl-8,24-dioxa-16,31-diazaheptacyclo[23.6.2.13,7.19,13.115,19.028,32.023,34]hexatriaconta-3(36),4,6,9,11,13(35),19,21,23(34),25,27,32-dodecaene",literal,10.1055/S-2007-969756,en,,,,
54,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q15410229,literal,Berberis buxifolia,literal,HYBRYAPKQCZIAE-UHFFFAOYSA-N,literal,COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,literal,30074956-2,literal,allocryptopine,literal,10.1007/978-1-4614-0560-3_5,en,literal,24240-04-8,literal,CHEMBL520043
55,uri,http://www.wikidata.org/entity/Q17792701,uri,http://www.wikidata.org/entity/Q7663351,literal,Berberis repens,literal,KOWMJRJXZMEZLD-HCIHMXRSSA-N,literal,COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)O)OC,literal,31531-2,literal,(+)-syringaresinol,literal,10.1021/NP50018A011,en,literal,21453-69-0,literal,CHEMBL361362
56,uri,http://www.wikidata.org/entity/Q17792701,uri,http://www.wikidata.org/entity/Q27107564,literal,Berberis repens,literal,XGEAUXVPBXUBKN-WUFINQPMSA-N,literal,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)O)OC,literal,31531-2,literal,obamegine,literal,10.1021/NP50018A011,en,literal,479-37-8,literal,CHEMBL452895
57,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q105350623,literal,Berberis buxifolia,literal,YMMSLIOFAQYUJQ-XZWHSSHBSA-N,literal,O1C2=CC=C(C=C2)CC3C4=CC(OC=5C(OC)=C(OC)C=C6C5C(N(C)CC6)CC7=CC=C(OC)C1=C7OC)=C(OC)C=C4CCN3C,literal,30074956-2,literal,(d)-Calafatine,literal,10.1021/NP50030A013,en,,,,
58,uri,http://www.wikidata.org/entity/Q17794769,uri,http://www.wikidata.org/entity/Q63370,literal,Berberis trifoliolata,literal,NSFSLUUZQIAOOX-QEWKCGBTSA-N,literal,CCC1=C2C=C3C(=C4C(=O)C(C(=C5C(C(C(=N5)C=C6C(=C(C(=CC(=C1C)N2)N6)C=C)C)C)CCC(=O)O)C4=N3)C(=O)OC)C,literal,107152-1,literal,pheophorbide,literal,10.1016/S0305-1978(01)00025-4,en,literal,15664-29-6,,
59,uri,http://www.wikidata.org/entity/Q17792720,uri,http://www.wikidata.org/entity/Q176525,literal,Berberis napaulensis,literal,YBHILYKTIRIUTE-UHFFFAOYSA-N,literal,O1c2c(OC1)cc5c(c2)c4cc3ccc(OC)c(OC)c3c[n+]4CC5,literal,1000124-1,literal,berberine,literal,10.1055/S-2007-969756,en,literal,2086-83-1,literal,CHEMBL12089
60,uri,http://www.wikidata.org/entity/Q17792701,uri,http://www.wikidata.org/entity/Q27107561,literal,Berberis repens,literal,FBCXFKWMGIWMJQ-IHLOFXLRSA-N,literal,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)OC)OC,literal,31531-2,literal,Obaberine,literal,10.1021/NP50018A011,en,literal,1263-80-5,literal,CHEMBL464525
61,uri,http://www.wikidata.org/entity/Q22111300,uri,http://www.wikidata.org/entity/Q105172294,literal,Berberis buxifolia,literal,MUFQYJDVPQWLSQ-IHLOFXLRSA-N,literal,OC=1C=C2C(=CC1OC)CCN(C)C2CC3=CC=C(OC4=C(O)C(=CC=C4OC)CC5C6=CC(O)=C(OC)C=C6CCN5C)C=C3,literal,30074956-2,literal,Chillanamine,literal,10.1021/NP50030A013,en,literal,89412-84-0,,
