,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,chembl_id.type,chembl_id,refDOI.type,refDOI
12,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27888324,literal,Acorus calamus,literal,XMGQYMWWDOXHJM-JTQLQIEISA-N,literal,CC1=CCC(CC1)C(=C)C,literal,5989-27-5,literal,84009-1,en,literal,(+)-limonene,literal,CHEMBL449062,literal,10.1016/J.PHYTOCHEM.2005.01.007
13,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27160941,literal,Acorus calamus,literal,BRHDDEIRQPDPMG-PSASIEDQSA-N,literal,CC1(CCC(O1)C(C)(C)O)C=C,literal,5989-33-3,literal,84009-1,en,literal,cis-linalool oxide,literal,CHEMBL2252948,literal,10.1080/10412905.2003.9698598
14,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27262523,literal,Acorus calamus,literal,KZJWDPNRJALLNS-FBZNIEFRSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,83-47-6,literal,84009-1,en,literal,γ-sitosterol,,,literal,10.1016/J.PHYTOCHEM.2005.01.007
15,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27280168,literal,Acorus calamus,literal,WRYLYDPHFGVWKC-SNVBAGLBSA-N,literal,CC1=CCC(CC1)(C(C)C)O,literal,2438-10-0,literal,84009-1,en,literal,(+)-4-terpineol,,,literal,10.1080/10412905.2003.9698598
16,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27280168,literal,Acorus calamus,literal,WRYLYDPHFGVWKC-SNVBAGLBSA-N,literal,CC1=CCC(CC1)(C(C)C)O,literal,2438-10-0,literal,84009-1,en,literal,(+)-4-terpineol,,,literal,10.1016/J.PHYTOCHEM.2005.01.007
17,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27272093,literal,Acorus calamus,literal,BRHDDEIRQPDPMG-WCBMZHEXSA-N,literal,CC1(CCC(O1)C(C)(C)O)C=C,literal,34995-77-2,literal,84009-1,en,literal,trans-linalool oxide,literal,CHEMBL2252947,literal,10.1080/10412905.2003.9698598
18,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27155291,literal,Acorus calamus,literal,AUNAUZZQBAIQFJ-UHFFFAOYSA-N,literal,COC1=CC(=C(C=C1CC=C)OC)OC,literal,5353-15-1,literal,84009-1,en,literal,"2,4,5-Trimethoxy-1-allylbenzene",,,literal,10.1021/NP50018A007
19,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27138862,literal,Acorus calamus,literal,SXJVFYZNUGGHRG-PZHNMUJHSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C)C(C)C,literal,15140-59-7,literal,84009-1,en,literal,7beta-hydroxysitosterol,literal,CHEMBL455367,literal,10.1002/JCCS.200800190
20,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q284072,literal,Acorus calamus,literal,HFPZCAJZSCWRBC-UHFFFAOYSA-N,literal,CC1=CC=C(C=C1)C(C)C,literal,99-87-6,literal,84009-1,en,literal,p-cymene,literal,CHEMBL442915,literal,10.1016/J.PHYTOCHEM.2005.01.007
21,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27160459,literal,Acorus calamus,literal,HIGQPQRQIQDZMP-UHFFFAOYSA-N,literal,CC(=CCCC(=CCOC(=O)C)C)C,literal,16409-44-2,literal,84009-1,en,literal,"3,7-Dimethyl-2,6-octadien-1-ylacetate",,,literal,10.1055/S-0028-1097281
22,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27284919,literal,Acorus calamus,literal,TYQALBNCJWAILN-GZBFAFLISA-N,literal,CC(C)C1CCC2(CCCC(=C)C2C1=O)C,literal,39012-14-1,literal,84009-1,en,literal,acolamone,,,literal,10.1246/BCSJ.48.2930
23,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27194435,literal,Acorus calamus,literal,IAJBQAYHSQIQRE-UHFFFAOYSA-N,literal,COC1=CC(=C(C=C1C=O)OC)OC,literal,4460-86-0,literal,84009-1,en,literal,"2,4,5-trimethoxylbenzaldehyde",literal,CHEMBL1164301,literal,10.1016/S0031-9422(96)00401-3
24,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27194435,literal,Acorus calamus,literal,IAJBQAYHSQIQRE-UHFFFAOYSA-N,literal,COC1=CC(=C(C=C1C=O)OC)OC,literal,4460-86-0,literal,84009-1,en,literal,"2,4,5-trimethoxylbenzaldehyde",literal,CHEMBL1164301,literal,10.1055/S-0030-1249833
25,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27194435,literal,Acorus calamus,literal,IAJBQAYHSQIQRE-UHFFFAOYSA-N,literal,COC1=CC(=C(C=C1C=O)OC)OC,literal,4460-86-0,literal,84009-1,en,literal,"2,4,5-trimethoxylbenzaldehyde",literal,CHEMBL1164301,literal,10.1016/S0031-9422(00)85528-4
26,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27194435,literal,Acorus calamus,literal,IAJBQAYHSQIQRE-UHFFFAOYSA-N,literal,COC1=CC(=C(C=C1C=O)OC)OC,literal,4460-86-0,literal,84009-1,en,literal,"2,4,5-trimethoxylbenzaldehyde",literal,CHEMBL1164301,literal,10.1021/NP50018A007
27,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27154911,literal,Acorus calamus,literal,OVZBIWJSECOXAT-RWBGOSSDSA-N,literal,CC1(C(CC(C(O1)(C)C2CCC(C(C2)Cl)(C)Br)O)Br)C,literal,53915-39-2,literal,84009-1,en,literal,Isocaespitol,,,literal,10.1016/S0040-4020(01)91707-7
28,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27254138,literal,Acorus calamus,literal,ACOBBFVLNKYODD-CSKARUKUSA-N,literal,CC(=CCCC(=CC(=O)OC)C)C,literal,1189-09-9,literal,84009-1,en,literal,methyl geranate,,,literal,10.1080/10412905.2003.9698598
29,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q410836,literal,Acorus calamus,literal,GLZPCOQZEFWAFX-JXMROGBWSA-N,literal,CC(=CCCC(=CCO)C)C,literal,106-24-1,literal,84009-1,en,literal,geraniol,literal,CHEMBL25719,literal,10.1080/10412905.2003.9698598
30,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q412366,literal,Acorus calamus,literal,SECPZKHBENQXJG-FPLPWBNLSA-N,literal,CCCCCCC=CCCCCCCCC(=O)O,literal,373-49-9,literal,84009-1,en,literal,palmitoleic acid,literal,CHEMBL453509,literal,10.1002/LIPI.19840860106
31,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q300852,literal,Acorus calamus,literal,GRWFGVWFFZKLTI-IUCAKERBSA-N,literal,CC1=CCC2CC1C2(C)C,literal,7785-26-4,literal,84009-1,en,literal,(-)-alpha-pinene,literal,CHEMBL3109297,literal,10.1080/10412905.2003.9698598
32,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q300852,literal,Acorus calamus,literal,GRWFGVWFFZKLTI-IUCAKERBSA-N,literal,CC1=CCC2CC1C2(C)C,literal,7785-26-4,literal,84009-1,en,literal,(-)-alpha-pinene,literal,CHEMBL3109297,literal,10.1016/J.PHYTOCHEM.2005.01.007
33,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27282855,literal,Acorus calamus,literal,GFJIQNADMLPFOW-VNHYZAJKSA-N,literal,CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,literal,639-99-6,literal,84009-1,en,literal,elemol,literal,CHEMBL2287241,literal,10.1080/10412905.2003.9698598
34,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q410888,literal,Acorus calamus,literal,WTEVQBCEXWBHNA-JXMROGBWSA-N,literal,CC(=CCCC(=CC=O)C)C,literal,141-27-5,literal,84009-1,en,literal,geranial,literal,CHEMBL1080997,literal,10.1080/10412905.2003.9698598
35,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27106722,literal,Acorus calamus,literal,GXEGJTGWYVZSNR-SJRHNVSNSA-N,literal,CC1=CCCC(=CCC(=C(C)C)CC1)C,literal,15423-57-1,literal,84009-1,en,literal,"(1E,4E)-germacrene B",literal,CHEMBL448125,literal,10.1080/10412905.2003.9698598
36,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27136294,literal,Acorus calamus,literal,NVEQFIOZRFFVFW-RGCMKSIDSA-N,literal,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,literal,1139-30-6,literal,84009-1,en,literal,β-caryophyllene oxide,literal,CHEMBL508894,literal,10.1080/10412905.2003.9698598
37,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27136294,literal,Acorus calamus,literal,NVEQFIOZRFFVFW-RGCMKSIDSA-N,literal,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,literal,1139-30-6,literal,84009-1,en,literal,β-caryophyllene oxide,literal,CHEMBL508894,literal,10.1016/J.PHYTOCHEM.2005.01.007
38,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27105048,literal,Acorus calamus,literal,QHZLMUACJMDIAE-SFHVURJKSA-N,literal,CCCCCCCCCCCCCCCC(=O)OCC(CO)O,literal,32899-41-5,literal,84009-1,en,literal,1-hexadecanoyl-sn-glycerol,,,literal,10.1055/S-0030-1249833
39,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27132147,literal,Acorus calamus,literal,YMBFCQPIMVLNIU-SOUVJXGZSA-N,literal,CC1=CCC2CC1C2(C)CCC=C(C)C,literal,13474-59-4,literal,84009-1,en,literal,(E)-(-)-α-bergamotene,,,literal,10.1080/10412905.2003.9698598
40,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27136639,literal,Acorus calamus,literal,QTFJNWQFKJITEE-CYIWUNGXSA-N,literal,CC1=CCCC(=C)CC(=O)C(CC1)C(C)C,literal,25645-19-6,literal,84009-1,en,literal,(+)-Preisocalamenediol,literal,CHEMBL1814553,literal,10.1016/S0040-4020(01)91707-7
41,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27136639,literal,Acorus calamus,literal,QTFJNWQFKJITEE-CYIWUNGXSA-N,literal,CC1=CCCC(=C)CC(=O)C(CC1)C(C)C,literal,25645-19-6,literal,84009-1,en,literal,(+)-Preisocalamenediol,literal,CHEMBL1814553,literal,10.1016/J.PHYTOCHEM.2005.01.007
42,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27136639,literal,Acorus calamus,literal,QTFJNWQFKJITEE-CYIWUNGXSA-N,literal,CC1=CCCC(=C)CC(=O)C(CC1)C(C)C,literal,25645-19-6,literal,84009-1,en,literal,(+)-Preisocalamenediol,literal,CHEMBL1814553,literal,10.1021/NP200181D
43,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27105293,literal,Acorus calamus,literal,NEHNMFOYXAPHSD-JTQLQIEISA-N,literal,CC(CCC=C(C)C)CC=O,literal,5949-05-3,literal,84009-1,en,literal,(S)-(-)-citronellal,literal,CHEMBL2426622,literal,10.1080/10412905.2003.9698598
44,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27108606,literal,Acorus calamus,literal,VMYXUZSZMNBRCN-CQSZACIVSA-N,literal,CC1=CC=C(C=C1)C(C)CCC=C(C)C,literal,4176-17-4,literal,84009-1,en,literal,(-)-alpha-curcumene,literal,CHEMBL469717,literal,10.1016/J.PHYTOCHEM.2005.01.007
45,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27132747,literal,Acorus calamus,literal,VPDZRSSKICPUEY-JEPMYXAXSA-N,literal,CC1=CCCC(=CC2C(C2(C)C)CC1)C,literal,24703-35-3,literal,84009-1,en,literal,bicyclogermacrene,literal,CHEMBL509566,literal,10.1080/10412905.2003.9698598
46,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27132747,literal,Acorus calamus,literal,VPDZRSSKICPUEY-JEPMYXAXSA-N,literal,CC1=CCCC(=CC2C(C2(C)C)CC1)C,literal,24703-35-3,literal,84009-1,en,literal,bicyclogermacrene,literal,CHEMBL509566,literal,10.1016/J.PHYTOCHEM.2005.01.007
47,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q121802,literal,Acorus calamus,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,83-46-5,literal,84009-1,en,literal,beta-sitosterol,,,literal,10.1002/JCCS.200800190
48,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q115966752,literal,Acorus calamus,literal,VHUWMVDDOUSDKF-VWFLFCASSA-N,literal,O=C1C(=C(C)C)C2C(=O)C(C)CCC2(O)C(C)C1,,,literal,84009-1,en,literal,Calamusin G,,,literal,10.1021/NP300095C
49,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27132468,literal,Acorus calamus,literal,WRHGORWNJGOVQY-KKUMJFAQSA-N,literal,CC1=CC2C(CC1)C(=C)CCC2C(C)C,literal,483-74-9,literal,84009-1,en,literal,(+)-γ-cadinene,,,literal,10.1016/J.PHYTOCHEM.2005.01.007
50,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27117234,literal,Acorus calamus,literal,LKDRXBCSQODPBY-VRPWFDPXSA-N,literal,C1C(C(C(C(O1)(CO)O)O)O)O,literal,6347-01-9,literal,84009-1,en,literal,D-fructopyranose,literal,CHEMBL2325229,literal,10.1002/LIPI.19840860106
51,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q2405051,literal,Acorus calamus,literal,MOYAFQVGZZPNRA-UHFFFAOYSA-N,literal,CC1=CCC(=C(C)C)CC1,literal,586-62-9,literal,84009-1,en,literal,terpinolene,literal,CHEMBL454697,literal,10.1016/J.PHYTOCHEM.2005.01.007
52,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27133237,literal,Acorus calamus,literal,PHWISBHSBNDZDX-LSDHHAIUSA-N,literal,CC(CCC=C(C)C)C1CCC(=C)C=C1,literal,20307-83-9,literal,84009-1,en,literal,beta-sesquiphellandrene,,,literal,10.1016/J.PHYTOCHEM.2005.01.007
53,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27136273,literal,Acorus calamus,literal,LKKDASYGWYYFIK-QHSBEEBCSA-N,literal,CC12CCCC(C1CC(CC2)C(C)(C)O)(C)O,literal,4666-84-6,literal,84009-1,en,literal,proximadiol,literal,CHEMBL465860,literal,10.1055/S-0030-1249833
54,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q17992503,literal,Acorus calamus,literal,JNFIMRWCDIOUMT-UHFFFAOYSA-N,literal,C1CCCCCCCCCCCCCCCCC1,literal,296-18-4,literal,84009-1,en,literal,Cyclooctadecane,,,literal,10.1080/10412905.2003.9698598
55,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q15410900,literal,Acorus calamus,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,474-58-8,literal,84009-1,en,literal,sitogluside,literal,CHEMBL506678,literal,10.1002/JCCS.200800190
56,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27089385,literal,Acorus calamus,literal,RKFAZBXYICVSKP-WAYWQWQTSA-N,literal,CC=CC1=CC(=C(C=C1OC)OC)OC,literal,5273-86-9,literal,84009-1,en,literal,β-asarone,literal,CHEMBL477752,literal,10.1016/S0031-9422(96)00401-3
57,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27089385,literal,Acorus calamus,literal,RKFAZBXYICVSKP-WAYWQWQTSA-N,literal,CC=CC1=CC(=C(C=C1OC)OC)OC,literal,5273-86-9,literal,84009-1,en,literal,β-asarone,literal,CHEMBL477752,literal,10.1135/CCCC19611021
58,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27089385,literal,Acorus calamus,literal,RKFAZBXYICVSKP-WAYWQWQTSA-N,literal,CC=CC1=CC(=C(C=C1OC)OC)OC,literal,5273-86-9,literal,84009-1,en,literal,β-asarone,literal,CHEMBL477752,literal,10.1016/J.PHYTOCHEM.2005.01.007
59,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27089385,literal,Acorus calamus,literal,RKFAZBXYICVSKP-WAYWQWQTSA-N,literal,CC=CC1=CC(=C(C=C1OC)OC)OC,literal,5273-86-9,literal,84009-1,en,literal,β-asarone,literal,CHEMBL477752,literal,10.1016/S0731-7085(98)00161-7
60,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27089385,literal,Acorus calamus,literal,RKFAZBXYICVSKP-WAYWQWQTSA-N,literal,CC=CC1=CC(=C(C=C1OC)OC)OC,literal,5273-86-9,literal,84009-1,en,literal,β-asarone,literal,CHEMBL477752,literal,10.1016/S0031-9422(00)85528-4
61,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27089385,literal,Acorus calamus,literal,RKFAZBXYICVSKP-WAYWQWQTSA-N,literal,CC=CC1=CC(=C(C=C1OC)OC)OC,literal,5273-86-9,literal,84009-1,en,literal,β-asarone,literal,CHEMBL477752,literal,10.1021/NP50018A007
62,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q23905964,literal,Acorus calamus,literal,WQZGKKKJIJFFOK-GASJEMHNSA-N,literal,C(C1C(C(C(C(O1)O)O)O)O)O,literal,54-17-1,literal,84009-1,en,literal,D-glucopyranose,literal,CHEMBL1222250,literal,10.1002/LIPI.19840860106
63,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q21036645,literal,Acorus calamus,literal,GZCGUPFRVQAUEE-SLPGGIOYSA-N,literal,C(C(C(C(C(C=O)O)O)O)O)O,literal,50-99-7,literal,84009-1,en,literal,aldehydo-D-glucose,,,literal,10.1002/LIPI.19840860106
64,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27132151,literal,Acorus calamus,literal,JXZQZARENYGJMK-CQSZACIVSA-N,literal,CC1=CCC(=CC1)C(C)CCC=C(C)C,literal,28976-67-2,literal,84009-1,en,literal,(-)-beta-curcumene,,,literal,10.1016/J.PHYTOCHEM.2005.01.007
65,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q2692437,literal,Acorus calamus,literal,VMOJIHDTVZTGDO-UHFFFAOYSA-N,literal,CC1=CC2=C(C=CC(=C2C=C1)C)C(C)C,literal,483-78-3,literal,84009-1,en,literal,cadalene,,,literal,10.1080/10412905.2003.9698598
66,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27126989,literal,Acorus calamus,literal,FQTLCLSUCSAZDY-GOFCXVBSSA-N,literal,CC(=CCCC(=CCCC(C)(C=C)O)C)C,literal,77551-75-8,literal,84009-1,en,literal,(6E)-(-)-nerolidol,,,literal,10.1080/10412905.2003.9698598
67,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27126989,literal,Acorus calamus,literal,FQTLCLSUCSAZDY-GOFCXVBSSA-N,literal,CC(=CCCC(=CCCC(C)(C=C)O)C)C,literal,77551-75-8,literal,84009-1,en,literal,(6E)-(-)-nerolidol,,,literal,10.1016/J.PHYTOCHEM.2005.01.007
68,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q193166,literal,Acorus calamus,literal,OEYIOHPDSNJKLS-UHFFFAOYSA-N,literal,C[N+](C)(C)CCO,literal,62-49-7,literal,84009-1,en,literal,choline,literal,CHEMBL920,literal,10.1126/SCIENCE.134.3492.1759
69,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27104150,literal,Acorus calamus,literal,BJEPYKJPYRNKOW-REOHCLBHSA-N,literal,C(C(C(=O)O)O)C(=O)O,literal,97-67-6,literal,84009-1,en,literal,L-malic acid,,,literal,10.1055/S-0030-1249833
70,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27108640,literal,Acorus calamus,literal,YOVSPTNQHMDJAG-QLFBSQMISA-N,literal,CC(=C)C1CCC2(CCCC(=C)C2C1)C,literal,17066-67-0,literal,84009-1,en,literal,(+)-beta-selinene,literal,CHEMBL2287242,literal,10.1080/10412905.2003.9698598
71,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27108640,literal,Acorus calamus,literal,YOVSPTNQHMDJAG-QLFBSQMISA-N,literal,CC(=C)C1CCC2(CCCC(=C)C2C1)C,literal,17066-67-0,literal,84009-1,en,literal,(+)-beta-selinene,literal,CHEMBL2287242,literal,10.1016/J.PHYTOCHEM.2005.01.007
72,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27104033,literal,Acorus calamus,literal,WTEVQBCEXWBHNA-YFHOEESVSA-N,literal,CC(=CCCC(=CC=O)C)C,literal,106-26-3,literal,84009-1,en,literal,neral,,,literal,10.1080/10412905.2003.9698598
73,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27136640,literal,Acorus calamus,literal,YMIHAYABXZORPU-SWLSCSKDSA-N,literal,CC(C)C1CCC(C(=C(C)C)C1=O)(C)C=C,literal,21698-46-4,literal,84009-1,en,literal,(-)-Isoshyobunone,literal,CHEMBL1814554,literal,10.1016/S0040-4020(01)91707-7
74,uri,http://www.wikidata.org/entity/Q158008,uri,http://www.wikidata.org/entity/Q27136640,literal,Acorus calamus,literal,YMIHAYABXZORPU-SWLSCSKDSA-N,literal,CC(C)C1CCC(C(=C(C)C)C1=O)(C)C=C,literal,21698-46-4,literal,84009-1,en,literal,(-)-Isoshyobunone,literal,CHEMBL1814554,literal,10.1016/J.PHYTOCHEM.2005.01.007
