,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.type,structureLabel,refDOI.type,refDOI,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
10,uri,http://www.wikidata.org/entity/Q50847393,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago scandens,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,30243613-2,literal,plumbagin,literal,10.1016/0031-9422(86)88047-5,en,literal,481-42-5,literal,CHEMBL295316
11,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1016/J.CHROMA.2005.06.030,en,literal,481-42-5,literal,CHEMBL295316
12,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1016/S0031-9422(02)00519-8,en,literal,481-42-5,literal,CHEMBL295316
13,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1038/APS.2011.152,en,literal,481-42-5,literal,CHEMBL295316
14,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1016/J.PHYTOL.2009.11.007,en,literal,481-42-5,literal,CHEMBL295316
15,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1159/000210028,en,literal,481-42-5,literal,CHEMBL295316
16,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1016/J.FITOTE.2004.03.009,en,literal,481-42-5,literal,CHEMBL295316
17,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1016/0031-9422(86)88047-5,en,literal,481-42-5,literal,CHEMBL295316
18,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1517/17460441.2.12.1631,en,literal,481-42-5,literal,CHEMBL295316
19,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1016/J.FCT.2012.08.046,en,literal,481-42-5,literal,CHEMBL295316
20,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1016/0031-9422(83)80232-5,en,literal,481-42-5,literal,CHEMBL295316
21,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.3109/13880208209083305,en,literal,481-42-5,literal,CHEMBL295316
22,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago zeylanica,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,687109-1,literal,plumbagin,literal,10.1093/CARCIN/BGR249,en,literal,481-42-5,literal,CHEMBL295316
23,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q27106446,literal,Plumbago zeylanica,literal,CQDXJBJBEQPBEM-UHFFFAOYSA-N,literal,CC=1C(C=2C=CC=C(C2C(C1O)=O)O)=O,literal,687109-1,literal,Droserone,literal,10.1016/0031-9422(83)80232-5,en,literal,478-40-0,literal,CHEMBL1915212
24,uri,http://www.wikidata.org/entity/Q50847393,uri,http://www.wikidata.org/entity/Q121802,literal,Plumbago scandens,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,30243613-2,literal,beta-sitosterol,literal,10.1016/0031-9422(86)88047-5,en,literal,19044-06-5,,
25,uri,http://www.wikidata.org/entity/Q621864,uri,http://www.wikidata.org/entity/Q139085,literal,Limonium perezii,literal,UPEZCKBFRMILAV-JMZLNJERSA-N,literal,CC(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)C(CCC(C)(C)O)O,literal,686918-1,literal,ecdysone,literal,10.1016/S0305-1978(98)00036-2,en,literal,3604-87-3,literal,CHEMBL549300
26,uri,http://www.wikidata.org/entity/Q15251113,uri,http://www.wikidata.org/entity/Q105257277,literal,Limonium sinense,literal,SOXQRBCUPOQXQV-RNYWIUGYSA-N,literal,O=C(OC1C(O)C(O)C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=C(O)C(O)=C(O)C4)OC1C)C5=CC(O)=C(O)C(O)=C5,literal,686978-1,literal,"3-[[4-O-(3,4,5-Trihydroxybenzoyl)-alpha-L-rhamnopyranosyl]oxy]-3',4',5,5',7-pentahydroxyflavone",literal,10.1055/S-2000-8547,en,,,,
27,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q27104976,literal,Plumbago zeylanica,literal,ODSSDTBFHAYYMD-YOJQYFTNSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)OC(=O)C)C)C,literal,687109-1,literal,lupeol acetate,literal,10.1016/J.FITOTE.2004.03.009,en,literal,1617-68-1,literal,CHEMBL453802
28,uri,http://www.wikidata.org/entity/Q15251113,uri,http://www.wikidata.org/entity/Q105161630,literal,Limonium sinense,literal,MDEFRVBQLGCTRF-FEXJVEIESA-N,literal,O=C(OC1C(O)C(O)C(OC1OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=C(O)C(O)=C(O)C4)C)C5=CC=C(O)C=C5,literal,686978-1,literal,"[(2S,3S,4S,5R,6S)-2-[5,7-dihydroxy-4-oxo-2-(3,4,5-trihydroxyphenyl)chromen-3-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl] 4-hydroxybenzoate",literal,10.1055/S-2000-8547,en,,,,
29,uri,http://www.wikidata.org/entity/Q15251113,uri,http://www.wikidata.org/entity/Q104912375,literal,Limonium sinense,literal,AHOPFKRXJRLLGF-KXYIXKPASA-N,literal,O=C(OC1C(O)C(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=C(O)C(O)=C(O)C4)OC(C)C1O)C5=CC(O)=C(O)C(O)=C5,literal,686978-1,literal,3''-O-Galloylmyricitrin,literal,10.1055/S-2000-8547,en,,,,
30,uri,http://www.wikidata.org/entity/Q17241338,uri,http://www.wikidata.org/entity/Q121802,literal,Limonium axillare,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,686655-1,literal,beta-sitosterol,literal,10.1002/1521-4184(20008)333:8<275::AID-ARDP275>3.0.CO;2-4,en,literal,64997-52-0,,
31,uri,http://www.wikidata.org/entity/Q17241338,uri,http://www.wikidata.org/entity/Q121802,literal,Limonium axillare,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,686655-1,literal,beta-sitosterol,literal,10.3109/13880209409083017,en,literal,64997-52-0,,
32,uri,http://www.wikidata.org/entity/Q17241338,uri,http://www.wikidata.org/entity/Q2317288,literal,Limonium axillare,literal,PEFNSGRTCBGNAN-QNDFHXLGSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,literal,686655-1,literal,luteoloside,literal,10.1002/1521-4184(20008)333:8<275::AID-ARDP275>3.0.CO;2-4,en,literal,26811-41-6,literal,CHEMBL233929
33,uri,http://www.wikidata.org/entity/Q17241338,uri,http://www.wikidata.org/entity/Q2317288,literal,Limonium axillare,literal,PEFNSGRTCBGNAN-QNDFHXLGSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,literal,686655-1,literal,luteoloside,literal,10.3109/13880209409083017,en,literal,26811-41-6,literal,CHEMBL233929
34,uri,http://www.wikidata.org/entity/Q21036,uri,http://www.wikidata.org/entity/Q27103917,literal,Armeria maritima,literal,ACZVSMNFVFBOTM-UHFFFAOYSA-N,literal,C[N+](C)(C)CCC(=O)[O-],literal,19793-2,literal,beta-alanine betaine,literal,10.1034/J.1399-3054.2000.100302.X,en,literal,6458-06-6,,
35,uri,http://www.wikidata.org/entity/Q724593,uri,http://www.wikidata.org/entity/Q104998836,literal,Limonium gmelini,literal,FOMYLMGOSTVYEE-LEENXRGASA-N,literal,O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=C(O)C(O)=C(O)C4)C(O)C(O)C1O)C5=CC(O)=C(O)C(O)=C5,literal,686792-1,literal,Myricetin 3-O-beta-D-galactoside 6''-O-gallate,literal,10.1007/S10600-005-0012-3,en,,,,
36,uri,http://www.wikidata.org/entity/Q156141,uri,http://www.wikidata.org/entity/Q27103917,literal,Plumbaginaceae,literal,ACZVSMNFVFBOTM-UHFFFAOYSA-N,literal,C[N+](C)(C)CCC(=O)[O-],literal,30000293-2,literal,beta-alanine betaine,literal,10.1104/PP.126.3.1241,en,literal,6458-06-6,,
37,uri,http://www.wikidata.org/entity/Q10960467,uri,http://www.wikidata.org/entity/Q104915390,literal,Ceratostigma minus,literal,ANSSYCSDAUZPJK-JAEFBONESA-N,literal,O=C1C=2C(O)=CC=CC2C(OC3OC(CO)C(O)C(O)C3O)C(C)C1,literal,686553-1,literal,"(3S,4R)-8-hydroxy-3-methyl-4-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydro-2H-naphthalen-1-one",literal,10.1016/S0031-9422(00)90660-5,en,,,,
38,uri,http://www.wikidata.org/entity/Q6549865,uri,http://www.wikidata.org/entity/Q27103917,literal,Limonium ramosissimum,literal,ACZVSMNFVFBOTM-UHFFFAOYSA-N,literal,C[N+](C)(C)CCC(=O)[O-],literal,686943-1,literal,beta-alanine betaine,literal,10.1034/J.1399-3054.2000.100302.X,en,literal,6458-06-6,,
39,uri,http://www.wikidata.org/entity/Q17243215,uri,http://www.wikidata.org/entity/Q104998838,literal,Limonium popovii,literal,FOMYLMGOSTVYEE-VQWYRINMSA-N,literal,O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=C(O)C(O)=C(O)C4)C(O)C(O)C1O)C5=CC(O)=C(O)C(O)=C5,literal,686928-1,literal,"3-(6-O-Galloyl-beta-D-glucopyranosyloxy)-3',4',5,5',7-pentahydroxyflavone",literal,10.1007/S10600-005-0012-3,en,,,,
40,uri,http://www.wikidata.org/entity/Q15251113,uri,http://www.wikidata.org/entity/Q105001178,literal,Limonium sinense,literal,FTODBIPDTXRIGS-CYBMUJFWSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(OC)=C3)C1,literal,686978-1,literal,"(2R)-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-2,3-dihydrochromen-4-one",literal,10.1055/S-2000-8547,en,,,,
41,uri,http://www.wikidata.org/entity/Q724593,uri,http://www.wikidata.org/entity/Q104401725,literal,Limonium gmelini,literal,QCIILLDRJZPUDI-PHTGNFSXSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=C(O)C(O)=C(O)C5,literal,686792-1,literal,Myricetin-3-rutinoside,literal,10.1007/S10600-005-0012-3,en,,,,
42,uri,http://www.wikidata.org/entity/Q15251113,uri,http://www.wikidata.org/entity/Q105249360,literal,Limonium sinense,literal,SBEOEJNITMVWLK-RCLLNVAKSA-N,literal,O=C1C(OC2OCC(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,literal,686978-1,literal,"5,7-dihydroxy-3-[(2S,3S,4R,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",literal,10.1055/S-2000-8547,en,,,,
43,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q121802,literal,Plumbago zeylanica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,687109-1,literal,beta-sitosterol,literal,10.1016/J.FITOTE.2004.03.009,en,literal,19044-06-5,,
44,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q121802,literal,Plumbago zeylanica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,687109-1,literal,beta-sitosterol,literal,10.1016/0031-9422(86)88047-5,en,literal,19044-06-5,,
45,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q121802,literal,Plumbago zeylanica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,687109-1,literal,beta-sitosterol,literal,10.1016/0031-9422(83)80232-5,en,literal,19044-06-5,,
46,uri,http://www.wikidata.org/entity/Q724593,uri,http://www.wikidata.org/entity/Q181381,literal,Limonium gmelini,literal,WQZGKKKJIJFFOK-PHYPRBDBSA-N,literal,C(C1C(C(C(C(O1)O)O)O)O)O,literal,686792-1,literal,α-D-galactopyranose,literal,10.1007/S10600-005-0012-3,en,literal,3646-73-9,literal,CHEMBL1233058
47,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q105384267,literal,Plumbago zeylanica,literal,ZVFWDSLLUZMSDS-UCJGRUORSA-N,literal,O=C(OC)CC(C(=O)C=1C=CC=C(OC2OC(CO)C(O)C(O)C2O)C1O)C,literal,687109-1,literal,3'-O-beta-D-Glucopyranosyl plumbagic acid methyl ester,literal,10.1016/S0031-9422(02)00519-8,en,,,,
48,uri,http://www.wikidata.org/entity/Q50847393,uri,http://www.wikidata.org/entity/Q105364330,literal,Plumbago scandens,literal,YUPNHTWYVBHLMG-UPONEAKYSA-N,literal,O=C1C=2C(O)=CC=CC2C(O)C(C)C1,literal,30243613-2,literal,ent-trans-Isoshinanolone,literal,10.1016/0031-9422(86)88047-5,en,,,,
49,uri,http://www.wikidata.org/entity/Q17241338,uri,http://www.wikidata.org/entity/Q104667612,literal,Limonium axillare,literal,SCCZKCYKAPZVJE-PRSXISRASA-N,literal,O=C1C(OC2(OCC(O)C(O)C2O)CO)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,literal,686655-1,literal,"3-(beta-D-Sorbopyranosyloxy)-3',4',5,5',7-pentahydroxyflavone",literal,10.1002/1521-4184(20008)333:8<275::AID-ARDP275>3.0.CO;2-4,en,,,,
50,uri,http://www.wikidata.org/entity/Q10878176,uri,http://www.wikidata.org/entity/Q15410900,literal,Limonium wrightii,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,687038-1,literal,sitogluside,literal,10.4268/CJCMM20120413,en,literal,474-58-8,literal,CHEMBL506678
51,uri,http://www.wikidata.org/entity/Q50847393,uri,http://www.wikidata.org/entity/Q121802,literal,Plumbago scandens,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,30243613-2,literal,beta-sitosterol,literal,10.1016/0031-9422(86)88047-5,en,literal,83-46-5,,
52,uri,http://www.wikidata.org/entity/Q724593,uri,http://www.wikidata.org/entity/Q104985269,literal,Limonium gmelini,literal,DMQBEJUBPKVXEH-NHRWBWOCSA-N,literal,O=C(OC1C(O)C(O)COC1OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=C(O)C(O)=C(O)C4)C5=CC(O)=C(O)C(O)=C5,literal,686792-1,literal,"[(2S,3S,4R,5R)-2-[5,7-dihydroxy-4-oxo-2-(3,4,5-trihydroxyphenyl)chromen-3-yl]oxy-4,5-dihydroxyoxan-3-yl] 3,4,5-trihydroxybenzoate",literal,10.1007/S10600-005-0012-3,en,,,,
53,uri,http://www.wikidata.org/entity/Q17241338,uri,http://www.wikidata.org/entity/Q2317288,literal,Limonium axillare,literal,PEFNSGRTCBGNAN-QNDFHXLGSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,literal,686655-1,literal,luteoloside,literal,10.1002/1521-4184(20008)333:8<275::AID-ARDP275>3.0.CO;2-4,en,literal,5373-11-5,literal,CHEMBL233929
54,uri,http://www.wikidata.org/entity/Q17241338,uri,http://www.wikidata.org/entity/Q2317288,literal,Limonium axillare,literal,PEFNSGRTCBGNAN-QNDFHXLGSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,literal,686655-1,literal,luteoloside,literal,10.3109/13880209409083017,en,literal,5373-11-5,literal,CHEMBL233929
55,uri,http://www.wikidata.org/entity/Q2039140,uri,http://www.wikidata.org/entity/Q2550553,literal,Plumbago,literal,VCMMXZQDRFWYSE-UHFFFAOYSA-N,literal,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,literal,30241542-2,literal,plumbagin,literal,10.1021/NP3000409,en,literal,481-42-5,literal,CHEMBL295316
56,uri,http://www.wikidata.org/entity/Q724593,uri,http://www.wikidata.org/entity/Q105275614,literal,Limonium gmelini,literal,UMLQYKKIQCBBDM-XYSSDXFWSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2OC3OC(C)C(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=C(O)C(O)=C(O)C5,literal,686792-1,literal,"3-[(2-O-alpha-L-Rhamnopyranosyl-alpha-L-rhamnopyranosyl)oxy]-3',4',5,5',7-pentahydroxyflavone",literal,10.1007/S10600-005-0012-3,en,,,,
57,uri,http://www.wikidata.org/entity/Q3497319,uri,http://www.wikidata.org/entity/Q139085,literal,Limonium binervosum,literal,UPEZCKBFRMILAV-JMZLNJERSA-N,literal,CC(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)C(CCC(C)(C)O)O,literal,686665-1,literal,ecdysone,literal,10.1016/S0305-1978(98)00036-2,en,literal,3604-87-3,literal,CHEMBL549300
58,uri,http://www.wikidata.org/entity/Q17241338,uri,http://www.wikidata.org/entity/Q104667213,literal,Limonium axillare,literal,SCCZKCYKAPZVJE-ZTOVBWQHSA-N,literal,O=C1C(OC2(OCC(O)C(O)C2O)CO)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,literal,686655-1,literal,"5,7-dihydroxy-3-[(2S,3R,4S,5S)-3,4,5-trihydroxy-2-(hydroxymethyl)oxan-2-yl]oxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",literal,10.1002/1521-4184(20008)333:8<275::AID-ARDP275>3.0.CO;2-4,en,,,,
59,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q27104968,literal,Plumbago zeylanica,literal,QUVCQYQEIOLHFZ-UHFFFAOYSA-N,literal,CC1(C=CC2=C(O1)C=CC3=C2OC(=O)C=C3)C,literal,687109-1,literal,seselin,literal,10.1016/S0031-9422(02)00519-8,en,literal,523-59-1,literal,CHEMBL71358
60,uri,http://www.wikidata.org/entity/Q5240308,uri,http://www.wikidata.org/entity/Q27108571,literal,Plumbago zeylanica,literal,QOTBQNVNUBKJMS-UHFFFAOYSA-N,literal,CC1(C=CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)C,literal,687109-1,literal,xanthyletin,literal,10.1016/S0031-9422(02)00519-8,en,literal,553-19-5,literal,CHEMBL303846
61,uri,http://www.wikidata.org/entity/Q50847393,uri,http://www.wikidata.org/entity/Q105364315,literal,Plumbago scandens,literal,YUPNHTWYVBHLMG-KGFZYKRKSA-N,literal,O=C1C=2C(O)=CC=CC2C(O)C(C)C1,literal,30243613-2,literal,"(3S,4S)-4,8-dihydroxy-3-methyl-tetralin-1-one",literal,10.1016/0031-9422(86)88047-5,en,,,,
