,organism.type,organism,structure.type,structure,organism_name.type,organism_name,ipniID.type,ipniID,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
3276,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q104987795,literal,Eleutherococcus senticosus,literal,90431-1,literal,DSDNRWZSZQHXFQ-HYKUKGRGSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O)CCC5(C)C4(C)CCC3C2(C)C)C(O)C(O)C1O,en,literal,Hemsganoside B,literal,10.1248/CPB.55.1087,,,,
3277,uri,http://www.wikidata.org/entity/Q15551579,uri,http://www.wikidata.org/entity/Q105002046,literal,Panax stipuleanatus,literal,91573-1,literal,FUUKVKKUBFPWND-WUVCVNJNSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)OC)C(O)C(O)C6OC7OCC(O)C(O)C7O)C(C)(C)C5CCC4(C)C3(C)CC1,,literal,Q105002046,literal,10.1016/J.BMCL.2010.09.074,,,,
3278,uri,http://www.wikidata.org/entity/Q15559957,uri,http://www.wikidata.org/entity/Q105116793,literal,Schefflera subintegra,literal,914559-1,literal,IOOZDEIXPWWSBT-RDJDRYPDSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C)C(C)C5C6=CCC7C8(C)CCC(OC9OCC(O)C(OC%10OC(CO)C(O)C(O)C%10O)C9O)C(C)(C)C8CCC7(C)C6(C)CC4,,literal,Q105116793,literal,10.1007/BF02238340,,,,
3279,uri,http://www.wikidata.org/entity/Q111147578,uri,http://www.wikidata.org/entity/Q105030515,literal,Heptapleurum bodinieri,literal,90850-1,literal,HMICOLSPNWTQEF-UHFFFAOYSA-N,literal,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1OC3OC(C)C(O)C(O)C3O,en,literal,6-deoxy-Hex(?1-4)Hex(?1-6)Hex,literal,10.1016/S0031-9422(96)00460-8,,,,
3280,uri,http://www.wikidata.org/entity/Q104968369,uri,http://www.wikidata.org/entity/Q105027011,literal,Panax trifoliatus,,,literal,HERXBCLHJIOULK-LLUXHYQXSA-N,literal,O=C(O)C12CCC(C(=C)C)C2C3CC(O)C4C5(C)CCC(O)C(C)C5CCC4(C)C3(C)CC1,en,literal,"(1R,3aS,5aR,5bR,7aS,8S,9R,11aS,11bR,12R,13aR,13bR)-9,12-dihydroxy-5a,5b,8,11a-tetramethyl-1-prop-1-en-2-yl-2,3,4,5,6,7,7a,8,9,10,11,11b,12,13,13a,13b-hexadecahydro-1H-cyclopenta[a]chrysene-3a-carboxylic acid",literal,10.1016/S0031-9422(00)83041-1,,,,
3281,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q104985018,literal,Eleutherococcus senticosus,literal,90431-1,literal,DMCAIQPOZBXYTA-ASYKHRJRSA-N,literal,O=C(OCC1OC(OCC2OC(OC(=O)C34CCC(=C)CC4C5=CCC6C7(C)CCC(OC8OCC(O)C(O)C8OC9OC(CO)C(O)C(O)C9O)C(C)(C)C7CCC6(C)C5(C)CC3)C(O)C(O)C2O)C(O)C(O)C1OC%10OC(C)C(O)C(O)C%10O)C,en,literal,Acanthopanaxoside A,literal,10.1021/NP060195+,,,,
3282,uri,http://www.wikidata.org/entity/Q15552115,uri,http://www.wikidata.org/entity/Q105112454,literal,Eleutherococcus japonicus,literal,90421-1,literal,IFYHLPBBPBCPBM-ILUBHACESA-N,literal,O=CC1(C)C(O)CCC2(C)C1CCC3(C)C2CC=C4C5CC(C)(CO)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC43C,en,literal,Acanjaposide H,literal,10.1248/CPB.53.1147,,,,
3283,uri,http://www.wikidata.org/entity/Q10871436,uri,http://www.wikidata.org/entity/Q104986577,literal,Eleutherococcus divaricatus,literal,90417-1,literal,DPMCUGMVFHHODN-YNBZODGQSA-N,literal,O=C(OC1OC(CO)C(O)C(O)C1O)CCC2(C)CC3CCC4C5C(C(=C)C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC4(C)C3(C)CCC2C(=C)C,en,literal,Sachunoside,literal,10.1016/S0040-4039(01)00287-8,,,,
3284,uri,http://www.wikidata.org/entity/Q15552115,uri,http://www.wikidata.org/entity/Q105009995,literal,Eleutherococcus japonicus,literal,90421-1,literal,GKHRBOAUARGULE-OILGBDAOSA-N,literal,O=CC1(C)C(O)CCC2(C)C1CCC3(C)C2CC=C4C5CC(O)(C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC43C,en,literal,Japonoside C,literal,10.1016/S0031-9422(01)00436-8,,,,
3285,uri,http://www.wikidata.org/entity/Q15560287,uri,http://www.wikidata.org/entity/Q105019430,literal,Schefflera rotundifolia,literal,60427325-2,literal,GTTLGHQFSHVFQY-SEFGHDMXSA-N,literal,O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(C(=C)C)C3C4CCC5C6(C)CCC(OC7OCC(O)C(O)C7O)C(C)(C)C6CCC5(C)C4(C)CC2,en,literal,3beta-(alpha-L-Arabinopyranosyloxy)lupa-20(29)-ene-28-oic acid beta-D-glucopyranosyl ester,literal,10.1055/S-2004-832623,,,,
3286,uri,http://www.wikidata.org/entity/Q712166,uri,http://www.wikidata.org/entity/Q105116474,literal,Tetrapanax papyrifer,literal,92571-1,literal,INXJIILGAQGOED-ACQPDGJHSA-N,literal,O=C(OC)C12C(=C3C=CC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1)CC(C(=O)C2)(C)C,en,literal,"methyl (4aR,6aR,6aS,6bR,8aR,10S,12aS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-3-oxo-4,5,6,6a,7,8,8a,10,11,12-decahydro-1H-picene-4a-carboxylate",literal,10.1016/J.PHYTOCHEM.2006.10.007,,,,
3287,uri,http://www.wikidata.org/entity/Q15551579,uri,http://www.wikidata.org/entity/Q104992745,literal,Panax stipuleanatus,literal,91573-1,literal,FBNHNCMZFHURCE-JYXBHEQSSA-N,literal,O=C(OC)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC54C)C2(C)C)C(O)C(OC8OC(CO)C(O)C(O)C8O)C1O,en,literal,3beta-[(6-O-Methyl-3-O-beta-D-glucopyranosyl-beta-D-glucopyranuronosyl)oxy]-oleana-12-ene-28-oic acid 28-beta-D-glucopyranosyl ester,literal,10.1016/J.BMCL.2010.09.074,,,,
3288,uri,http://www.wikidata.org/entity/Q5434703,uri,http://www.wikidata.org/entity/Q105125936,literal,Meryta lanceolata,literal,91020-1,literal,JEBITKGZRPWHKN-OYPDRGNZSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O)CCC54C)C2(C)C)C(OC9OC(CO)C(O)C(O)C9O)C(OC%10OCC(O)C(O)C%10O)C1O,en,literal,Hemsloside H1,literal,10.1016/J.PHYTOCHEM.2003.12.017,,,,
3289,uri,http://www.wikidata.org/entity/Q4531172,uri,http://www.wikidata.org/entity/Q105112724,literal,Eleutherococcus sessiliflorus,literal,90433-1,literal,IGMUSZZWHAZFBJ-AHTCGHMCSA-N,literal,O=C1OC2CC3C4C(C(=C)C)CC(O)C4(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC3(C)C6(C)CCC(C(=C)C)C(C)(C(O)C1)C26,en,literal,Acanthosessilioside F,literal,10.1021/NP3002173,,,,
3290,uri,http://www.wikidata.org/entity/Q712166,uri,http://www.wikidata.org/entity/Q105023443,literal,Tetrapanax papyrifer,literal,92571-1,literal,GXWUEMSASMVWKO-NYBHVQQTSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)C(C)(C)C5CCC4(C)C3(C)CC1,,literal,Q105023443,literal,10.1023/B:CONC.0000025462.60159.F7,,,,
3291,uri,http://www.wikidata.org/entity/Q10866744,uri,http://www.wikidata.org/entity/Q105145641,literal,Dendropanax trifidus,literal,90313-1,literal,KSXPPAGQQYHJFU-UHFFFAOYSA-N,literal,O1C2CCC13C(CCC4C3(C)CCC5(C)C6CC(C)(C)CCC6(C)CCC45C)C2(C)C,en,literal,"2,5,8,8,11,14,19,19-Octamethyl-23-oxahexacyclo[18.2.1.01,18.02,15.05,14.06,11]tricosane",literal,10.1248/CPB.8.1145,,,,
3292,uri,http://www.wikidata.org/entity/Q712166,uri,http://www.wikidata.org/entity/Q105185311,literal,Tetrapanax papyrifer,literal,92571-1,literal,NSZFSZBDUJELCA-JBJYXYLFSA-N,literal,O=C(O)C12C(=C3C=CC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1)CC(C)(C)C(O)C2,en,literal,Papyriogenin E,literal,10.1039/P19800000325,,,,
3293,uri,http://www.wikidata.org/entity/Q133016,uri,http://www.wikidata.org/entity/Q105135813,literal,Eleutherococcus,literal,3005-1,literal,JVLBOZIUMGNKQW-JBPVHNHLSA-N,literal,O=C1OC2CC3C4C(C(=C)C)CCC4(C(=O)OC5OC(COC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)C(O)C(O)C5O)CCC3(C)C8(C)CCC(C(=C)C)C(C)(C(O)C1)C28,en,literal,Chiisanoside,literal,10.1248/CPB.34.3284,,,,
3294,uri,http://www.wikidata.org/entity/Q133016,uri,http://www.wikidata.org/entity/Q105135813,literal,Eleutherococcus,literal,3005-1,literal,JVLBOZIUMGNKQW-JBPVHNHLSA-N,literal,O=C1OC2CC3C4C(C(=C)C)CCC4(C(=O)OC5OC(COC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)C(O)C(O)C5O)CCC3(C)C8(C)CCC(C(=C)C)C(C)(C(O)C1)C28,en,literal,Chiisanoside,literal,10.1248/CPB.32.1244,,,,
3295,uri,http://www.wikidata.org/entity/Q712166,uri,http://www.wikidata.org/entity/Q105174886,literal,Tetrapanax papyrifer,literal,92571-1,literal,MYGUWXUCQPPVCP-NURVQDQSSA-N,literal,O=C(O)C12C(=C3C=CC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1)CC(C)(C)C(O)C2O,en,literal,"3alpha,21beta,22alpha-Trihydroxyoleana-11,13(18)-diene-28-oic acid",literal,10.1016/J.PHYTOCHEM.2006.10.007,,,,
3296,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q105147890,literal,Eleutherococcus senticosus,literal,90431-1,literal,KYRNFTRJARVVEU-UHFFFAOYSA-N,literal,O=CC=1OC(O)=CC1C,en,literal,5-hydroxy-3-methylfuran-2-carbaldehyde,literal,10.1007/BF02975842,,,,
3297,uri,http://www.wikidata.org/entity/Q712166,uri,http://www.wikidata.org/entity/Q105173030,literal,Tetrapanax papyrifer,literal,92571-1,literal,MVHNUTHABCQEMA-KYACVQQQSA-N,literal,O=C(OCC1OC(OCC2OC(OC(=O)C34CC(=O)C(C)(C)CC4C5=CC(OC)C6C7(C)CCC(O)C(C)(C)C7CCC6(C)C5(C)CC3)C(O)C(O)C2O)C(O)C(O)C1OC8OC(C)C(O)C(O)C8O)C,,literal,Q105173030,literal,10.1248/CPB.44.2107,,,,
3298,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q105135867,literal,Eleutherococcus senticosus,literal,90431-1,literal,JVOIMQGIODZVSL-SFDJKRGLSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C(=C)C)C5C6CC(O)C7C8(C)CCC(OC9OC(CO)C(O)C(O)C9O)C(C)(C)C8CCC7(C)C6(C)CC4,en,literal,Acankoreoside C,literal,10.1016/S0031-9422(98)00402-6,,,,
3299,uri,http://www.wikidata.org/entity/Q104968369,uri,http://www.wikidata.org/entity/Q105179860,literal,Panax trifoliatus,,,literal,NIKHGUQULKYIGE-UHFFFAOYSA-N,literal,O=C(O)C1(C)CCCC2(C)C1CCC34CC(=C)C(CCC32)C4,en,literal,"5,9-Dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylic acid",literal,10.1055/S-2004-818926,,,,
3300,uri,http://www.wikidata.org/entity/Q15560287,uri,http://www.wikidata.org/entity/Q105180215,literal,Schefflera rotundifolia,literal,60427325-2,literal,NJMQSVWMCODQIP-IRLPNBRMSA-N,literal,OCC1(O)COC(OCC2OC(OCC=3C=CC=CC3)C(O)C(O)C2O)C1O,en,literal,"(2R,3S,4S,5R,6R)-2-[[(2R,3R,4S)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-phenylmethoxyoxane-3,4,5-triol",literal,10.1055/S-2004-832623,,,,
3301,uri,http://www.wikidata.org/entity/Q10871436,uri,http://www.wikidata.org/entity/Q105135865,literal,Eleutherococcus divaricatus,literal,90417-1,literal,JVOIMQGIODZVSL-MIIAWPFKSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C(=C)C)C5C6CC(O)C7C8(C)CCC(OC9OC(CO)C(O)C(O)C9O)C(C)(C)C8CCC7(C)C6(C)CC4,,literal,Q105135865,literal,10.1248/CPB.48.879,,,,
3302,uri,http://www.wikidata.org/entity/Q10866744,uri,http://www.wikidata.org/entity/Q105157025,literal,Dendropanax trifidus,literal,90313-1,literal,LTMKWDWWHXRNMO-BPLDGKMQSA-N,literal,C=C1CCCC2(C)CCC3C(C)(C)CC132,en,literal,"(2aR,4aR,8aS)-2,2,4a-trimethyl-8-methylidene-2a,3,4,5,6,7-hexahydro-1H-cyclobuta[i]indene",literal,10.1246/BCSJ.51.3395,,,,
3303,uri,http://www.wikidata.org/entity/Q104968369,uri,http://www.wikidata.org/entity/Q105152241,literal,Panax trifoliatus,,,literal,LIKVRUAPPXCRHS-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C(CCC3(C)C2CCC4C5C(C(=C)CO)CCC5(C(=O)O)CCC43C)C1(C(=O)O)C)C,en,literal,"9-Acetyloxy-1-(3-hydroxyprop-1-en-2-yl)-5a,5b,8,11a-tetramethyl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a,8-dicarboxylic acid",literal,10.1248/CPB.51.1432,,,,
3304,uri,http://www.wikidata.org/entity/Q15552166,uri,http://www.wikidata.org/entity/Q105135865,literal,Eleutherococcus nodiflorus,literal,90427-1,literal,JVOIMQGIODZVSL-MIIAWPFKSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C(=C)C)C5C6CC(O)C7C8(C)CCC(OC9OC(CO)C(O)C(O)C9O)C(C)(C)C8CCC7(C)C6(C)CC4,,literal,Q105135865,literal,10.1248/CPB.50.1383,,,,
3305,uri,http://www.wikidata.org/entity/Q15552166,uri,http://www.wikidata.org/entity/Q105135867,literal,Eleutherococcus nodiflorus,literal,90427-1,literal,JVOIMQGIODZVSL-SFDJKRGLSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C(=C)C)C5C6CC(O)C7C8(C)CCC(OC9OC(CO)C(O)C(O)C9O)C(C)(C)C8CCC7(C)C6(C)CC4,en,literal,Acankoreoside C,literal,10.1248/CPB.50.1383,,,,
3306,uri,http://www.wikidata.org/entity/Q15552166,uri,http://www.wikidata.org/entity/Q105135867,literal,Eleutherococcus nodiflorus,literal,90427-1,literal,JVOIMQGIODZVSL-SFDJKRGLSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C(=C)C)C5C6CC(O)C7C8(C)CCC(OC9OC(CO)C(O)C(O)C9O)C(C)(C)C8CCC7(C)C6(C)CC4,en,literal,Acankoreoside C,literal,10.1002/CHIN.200315196,,,,
3307,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q105135815,literal,Eleutherococcus senticosus,literal,90431-1,literal,JVLBOZIUMGNKQW-KLRHRCLXSA-N,literal,O=C1OC2CC3C4C(C(=C)C)CCC4(C(=O)OC5OC(COC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)C(O)C(O)C5O)CCC3(C)C8(C)CCC(C(=C)C)C(C)(C(O)C1)C28,,literal,Q105135815,literal,10.1021/NP060195+,,,,
3308,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q105146055,literal,Eleutherococcus senticosus,literal,90431-1,literal,KUBGLANNNUUPQL-RRTULDSCSA-N,literal,O=C1OC2CC3C4C(C(=C)C)CCC4(C(=O)OC5OC(COC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)C(O)C(O)C5O)CCC3(C)C8(C)CCC(C(=C)C)C(C)(CC1)C28,en,literal,1-Deoxychiisanoside,literal,10.1021/NP000277C,,,,
3309,uri,http://www.wikidata.org/entity/Q15552115,uri,http://www.wikidata.org/entity/Q105160114,literal,Eleutherococcus japonicus,literal,90421-1,literal,LZTJOTPKQYCXHR-OILGBDAOSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(O)(C)CC5C6=CCC7C8(C)CCC(O)C(C)(CO)C8CCC7(C)C6(C)CC4,en,literal,Japonoside D,literal,10.1016/S0031-9422(01)00436-8,,,,
3310,uri,http://www.wikidata.org/entity/Q15552115,uri,http://www.wikidata.org/entity/Q105160114,literal,Eleutherococcus japonicus,literal,90421-1,literal,LZTJOTPKQYCXHR-OILGBDAOSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(O)(C)CC5C6=CCC7C8(C)CCC(O)C(C)(CO)C8CCC7(C)C6(C)CC4,en,literal,Japonoside D,literal,10.1021/NP9804334,,,,
3311,uri,http://www.wikidata.org/entity/Q10871436,uri,http://www.wikidata.org/entity/Q105135815,literal,Eleutherococcus divaricatus,literal,90417-1,literal,JVLBOZIUMGNKQW-KLRHRCLXSA-N,literal,O=C1OC2CC3C4C(C(=C)C)CCC4(C(=O)OC5OC(COC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)C(O)C(O)C5O)CCC3(C)C8(C)CCC(C(=C)C)C(C)(C(O)C1)C28,,literal,Q105135815,literal,10.1248/CPB.48.879,,,,
3312,uri,http://www.wikidata.org/entity/Q10871436,uri,http://www.wikidata.org/entity/Q105135815,literal,Eleutherococcus divaricatus,literal,90417-1,literal,JVLBOZIUMGNKQW-KLRHRCLXSA-N,literal,O=C1OC2CC3C4C(C(=C)C)CCC4(C(=O)OC5OC(COC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)C(O)C(O)C5O)CCC3(C)C8(C)CCC(C(=C)C)C(C)(C(O)C1)C28,,literal,Q105135815,literal,10.1248/CPB.32.1244,,,,
3313,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q105157511,literal,Eleutherococcus senticosus,literal,90431-1,literal,LUKOBZAEANPCPQ-PKOSOWSZSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)C(O)CC54C)C2(C)C)C(O)C(O)C1O,en,literal,Acanthopanaxoside E,literal,10.1248/CPB.55.1087,,,,
3314,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q105146487,literal,Eleutherococcus senticosus,literal,90431-1,literal,KVEWMYIEWUOFBI-VIFPVBQESA-N,literal,O=C(O)CC(O)CCC1=CC=C(O)C(OC)=C1,en,literal,(3S)-3-hydroxy-5-(4-hydroxy-3-methoxyphenyl)pentanoic acid,literal,10.1016/J.CCLET.2010.01.011,,,,
3315,uri,http://www.wikidata.org/entity/Q15552166,uri,http://www.wikidata.org/entity/Q105145040,literal,Eleutherococcus nodiflorus,literal,90427-1,literal,KRJGIYUSEZHRFC-KGDMGZDYSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C(=C)C)C5C6CCC7C8(C)CCC(O)C(C)(C)C8CCC7(C)C6(C)CC4,,literal,Q105145040,literal,10.1248/CPB.50.1383,,,,
3316,uri,http://www.wikidata.org/entity/Q15552115,uri,http://www.wikidata.org/entity/Q105150857,literal,Eleutherococcus japonicus,literal,90421-1,literal,LEXLFIULVWKBPT-NDRURUJSSA-N,literal,O=C(O)C1(C)C(O)CCC2(C)C1CCC3(C)C2CC=C4C5CC(C)(C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC43C,en,literal,Acanjaposide G,literal,10.1248/CPB.53.1147,,,,
3317,uri,http://www.wikidata.org/entity/Q5434703,uri,http://www.wikidata.org/entity/Q105173188,literal,Meryta lanceolata,literal,91020-1,literal,MVOFKYCQJKTMLF-LMCOGREFSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(COC8OC(CO)C(OC9OC(C)C(O)C(O)C9O)C(O)C8O)C(O)C(O)C7O)CCC54C)C2(C)C)C(OC%10OC(CO)C(O)C(O)C%10O)C(O)C1O,en,literal,3beta-[2-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranuronosyloxy]oleana-12-ene-28-oic acid 28-[6-O-[4-O-(alpha-L-rhamnopyranosyl)-beta-D-glucopyranosyl]-beta-D-glucopyranosyl] ester,literal,10.1016/J.PHYTOCHEM.2003.12.017,,,,
3318,uri,http://www.wikidata.org/entity/Q15552115,uri,http://www.wikidata.org/entity/Q105167242,literal,Eleutherococcus japonicus,literal,90421-1,literal,MLWNDZPJHCBVPM-RGGKQJKMSA-N,literal,O=CC1(C)C(O)CCC2(C)C3CC=C4C5CC(=C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC4(C)C3(C)CCC12,en,literal,Japonoside B,literal,10.1016/S0031-9422(01)00436-8,,,,
3319,uri,http://www.wikidata.org/entity/Q894245,uri,http://www.wikidata.org/entity/Q105137166,literal,Eleutherococcus senticosus,literal,90431-1,literal,JYQWZASHCQTVLM-UHFFFAOYSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C)(C)CC5C6=CCC7C8(C)CCC(OC9OCC(O)C(O)C9OC%10OC(CO)C(O)C(O)C%10O)C(C)(C)C8CCC7(C)C6(C)CC4,,literal,Q105137166,literal,10.1248/CPB.36.601,,,,
3320,uri,http://www.wikidata.org/entity/Q15560287,uri,http://www.wikidata.org/entity/Q105184052,literal,Schefflera rotundifolia,literal,60427325-2,literal,NQRBYFOEONHHOP-SPHAWCMCSA-N,literal,O=C(OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C34CCC(C)(C)CC4C5=CCC6C7(C)CCC(OC8OCC(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(C)(C)C7CCC6(C)C5(C)CC3,,literal,Q105184052,literal,10.1055/S-2004-832623,,,,
3321,uri,http://www.wikidata.org/entity/Q15225398,uri,http://www.wikidata.org/entity/Q105135868,literal,Eleutherococcus trifoliatus,literal,90440-1,literal,JVOIMQGIODZVSL-UHFFFAOYSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C(=C)C)C5C6CC(O)C7C8(C)CCC(OC9OC(CO)C(O)C(O)C9O)C(C)(C)C8CCC7(C)C6(C)CC4,,literal,Q105135868,literal,10.1248/CPB.50.1383,,,,
3322,uri,http://www.wikidata.org/entity/Q15559957,uri,http://www.wikidata.org/entity/Q105170662,literal,Schefflera subintegra,literal,914559-1,literal,MRLCHAMQFJNEFK-NIWGBUEOSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,Guaianin N,literal,10.1007/BF02238340,,,,
3323,uri,http://www.wikidata.org/entity/Q15560287,uri,http://www.wikidata.org/entity/Q105164167,literal,Schefflera rotundifolia,literal,60427325-2,literal,MHUMCRLKQGWJNT-IXERJDBPSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2CO)OC3C(O)C(O)C(OCC=4C=CC=CC4)OC3COC5OCC(O)(CO)C5O)C(O)C(O)C1O,en,literal,"(2S,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-6-[(2R,3S,4R,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-4,5-dihydroxy-6-phenylmethoxyoxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.1055/S-2004-832623,,,,
3324,uri,http://www.wikidata.org/entity/Q15225398,uri,http://www.wikidata.org/entity/Q105164239,literal,Eleutherococcus trifoliatus,literal,90440-1,literal,MHVJRKBZMUDEEV-UHFFFAOYSA-N,literal,O=C(O)C1(C)CCCC2(C)C3C(=CC(C=C)(C)CC3)CCC12,en,literal,pimaric acid,literal,10.1055/S-2004-818926,,,,
3325,uri,http://www.wikidata.org/entity/Q15552115,uri,http://www.wikidata.org/entity/Q105160113,literal,Eleutherococcus japonicus,literal,90421-1,literal,LZTJOTPKQYCXHR-LMVSQDNUSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(O)(C)CC5C6=CCC7C8(C)CCC(O)C(C)(CO)C8CCC7(C)C6(C)CC4,,literal,Q105160113,literal,10.1021/NP9804334,,,,
3326,uri,http://www.wikidata.org/entity/Q15552166,uri,http://www.wikidata.org/entity/Q105145042,literal,Eleutherococcus nodiflorus,literal,90427-1,literal,KRJGIYUSEZHRFC-UMWNHQQHSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C(=C)C)C5C6CCC7C8(C)CCC(O)C(C)(C)C8CCC7(C)C6(C)CC4,en,literal,3alpha-Hydroxylup-20(29)-en-28-oic acid 6-O-[4-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl]-beta-D-glucopyranosyl ester,literal,10.1248/CPB.50.1383,,,,
