,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id,structure_cas.type,structure_cas
24,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q15427946,literal,Mirabilis viscosa,literal,ROCUOVBWAWAQFD-UHFFFAOYSA-N,literal,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)OC)O,literal,162666-2,en,literal,velutin,literal,10.1016/S0305-1978(96)00081-6,literal,CHEMBL508292,literal,25739-41-7
25,uri,http://www.wikidata.org/entity/Q159984,uri,http://www.wikidata.org/entity/Q105114283,literal,Bougainvillea glabra,literal,IKCBLEDGTPAJDE-FMOSSLLZSA-N,literal,O=C(O)C1=NC(C(=O)O)CC(C=CN2C3=CC(OC4OC(CO)C(O)C(O)C4O)=C(O)C=C3CC2C(=O)O)=C1,literal,35444-2,en,literal,"(2S)-4-[2-[(2S)-2-carboxy-5-hydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydroindol-1-yl]ethenyl]-2,3-dihydropyridine-2,6-dicarboxylic acid",literal,10.1016/S0031-9422(00)90354-6,,,,
26,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q104667509,literal,Mirabilis jalapa,literal,HTLOGFXLFFWJOX-UHFFFAOYSA-N,literal,O=C1C=2C(O)=C(C(OC)=CC2OC3=C1C=4C=CC=C(O)C4OC3O)C,literal,162591-2,en,literal,9-O-Methyl-4-hydroxyboeravinone B,literal,10.1007/S10600-010-9744-9,,,,
27,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q104667509,literal,Mirabilis jalapa,literal,HTLOGFXLFFWJOX-UHFFFAOYSA-N,literal,O=C1C=2C(O)=C(C(OC)=CC2OC3=C1C=4C=CC=C(O)C4OC3O)C,literal,162591-2,en,literal,9-O-Methyl-4-hydroxyboeravinone B,literal,10.1021/NP0004092,,,,
28,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q104388574,literal,Mirabilis jalapa,literal,YQDKULBMDMPFLH-QWJBODLLSA-N,literal,O=CC=C1C=C(NC(C(=O)O)C1)C(=O)O,literal,162591-2,en,literal,"(2S,4Z)-4-(2-oxoethylidene)-2,3-dihydro-1H-pyridine-2,6-dicarboxylic acid",literal,10.1016/S0031-9422(00)95182-3,,,,
29,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q181003,literal,Mirabilis jalapa,literal,QIVBCDIJIAJPQS-VIFPVBQESA-N,literal,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,literal,162591-2,en,literal,tryptophan,literal,10.1079/9781780642635.0298,literal,CHEMBL54976,literal,73-22-3
30,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q105177412,literal,Mirabilis jalapa,literal,NCWLTPKGFNPAMP-UHFFFAOYSA-N,literal,O=C1C2=C(O)C(=C(O)C=C2OC3=C1C=4C=CC(O)=CC4OC3O)C,literal,162591-2,en,literal,boeravinone E,literal,10.1007/S10600-010-9744-9,,,,
31,uri,http://www.wikidata.org/entity/Q21314964,uri,http://www.wikidata.org/entity/Q105291218,literal,Mirabilis himalaica,literal,VQFKFAKEUMHBLV-DFQWGXFLSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,literal,604662-1,en,literal,"N-[(2R,3S,4R)-3,4-dihydroxy-1-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoctadecan-2-yl]hexacosanamide",literal,10.1016/S0031-9422(97)00114-3,,,,
32,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q104667833,literal,Mirabilis jalapa,literal,SUWMBRRWYKHHDH-SFHVURJKSA-N,literal,O=C1C=2C(O)=C(C(OC)=CC2OC3=C1C=4C=CC(O)=CC4OC3O)C,literal,162591-2,en,literal,"(6S)-3,6,11-trihydroxy-9-methoxy-10-methyl-6H-chromeno[3,4-b]chromen-12-one",literal,10.1002/1522-2675(200208)85:8<2342::AID-HLCA2342>3.0.CO;2-S,,,,
33,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q27103157,literal,Mirabilis jalapa,literal,YQDKULBMDMPFLH-FSRBREEPSA-N,literal,C1C(NC(=CC1=CC=O)C(=O)O)C(=O)O,literal,162591-2,en,literal,(S)-betalamic acid,literal,10.1016/S0031-9422(00)95182-3,literal,CHEMBL2062984,literal,18766-66-0
34,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q104667508,literal,Mirabilis jalapa,literal,HTLOGFXLFFWJOX-GOSISDBHSA-N,literal,O=C1C=2C(O)=C(C(OC)=CC2OC3=C1C=4C=CC=C(O)C4OC3O)C,literal,162591-2,en,literal,"(6R)-4,6,11-trihydroxy-9-methoxy-10-methyl-6H-chromeno[3,4-b]chromen-12-one",literal,10.1002/1522-2675(200208)85:8<2342::AID-HLCA2342>3.0.CO;2-S,,,,
35,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q104667508,literal,Mirabilis jalapa,literal,HTLOGFXLFFWJOX-GOSISDBHSA-N,literal,O=C1C=2C(O)=C(C(OC)=CC2OC3=C1C=4C=CC=C(O)C4OC3O)C,literal,162591-2,en,literal,"(6R)-4,6,11-trihydroxy-9-methoxy-10-methyl-6H-chromeno[3,4-b]chromen-12-one",literal,10.1021/NP0004092,,,,
36,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q63395673,literal,Mirabilis viscosa,literal,WSQWAMGRHJQANC-UHFFFAOYSA-N,literal,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC,literal,162666-2,en,literal,"kaempferol 3,7,4'-trimethyl ether",literal,10.1016/S0305-1978(96)00081-6,,,literal,15486-34-7
37,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q416138,literal,Mirabilis viscosa,literal,IZQSVPBOUDKVDZ-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,162666-2,en,literal,isorhamnetin,literal,10.1016/S0305-1978(96)00081-6,literal,CHEMBL379064,literal,480-19-3
38,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q115949934,literal,Mirabilis viscosa,literal,RSZPYGHKWAKABA-UHFFFAOYSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C=C3)C1(O)C,literal,162666-2,,literal,Q115949934,literal,10.1016/S0305-1978(96)00081-6,,,,
39,uri,http://www.wikidata.org/entity/Q21314964,uri,http://www.wikidata.org/entity/Q418628,literal,Mirabilis himalaica,literal,MIJYXULNPSFWEK-GTOFXWBISA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,literal,604662-1,en,literal,oleanolic acid,literal,10.1016/S0031-9422(97)00114-3,literal,CHEMBL168,literal,508-02-1
40,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q2822213,literal,Mirabilis viscosa,literal,DANYIYRPLHHOCZ-UHFFFAOYSA-N,literal,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,literal,162666-2,en,literal,acacetin,literal,10.1016/S0305-1978(96)00081-6,literal,CHEMBL243664,literal,480-44-4
41,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q104667166,literal,Mirabilis jalapa,literal,PXXCXVDZVUBKLO-ZRKQWZGSSA-N,literal,O=C1C=2C(O)=C(C(OC)=CC2OC(=C1C=3C=CC=C(OC4OC(CO)C(O)C(O)C4O)C3O)CO)C,literal,162591-2,en,literal,Mirabijalone C,literal,10.1002/1522-2675(200208)85:8<2342::AID-HLCA2342>3.0.CO;2-S,,,,
42,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q104415326,literal,Mirabilis jalapa,literal,NPJICTMALKLTFW-UHFFFAOYSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C(CCC45)C(C)CCC(CC)C(C)C)C3(C)CC2)C(O)C(O)C1O,literal,162591-2,en,literal,beta-Sitosterol 3-O-beta-D-galactopyranoside,literal,10.1007/S10600-010-9744-9,,,,
43,uri,http://www.wikidata.org/entity/Q21314964,uri,http://www.wikidata.org/entity/Q15410900,literal,Mirabilis himalaica,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,604662-1,en,literal,sitogluside,literal,10.1016/S0031-9422(97)00114-3,literal,CHEMBL506678,literal,474-58-8
44,uri,http://www.wikidata.org/entity/Q159984,uri,http://www.wikidata.org/entity/Q76804970,literal,Bougainvillea glabra,literal,IKCBLEDGTPAJDE-FTNGGYTGSA-N,literal,O=C(O)C1=NC(C(=O)O)CC(C=CN2C3=CC(OC4OC(CO)C(O)C(O)C4O)=C(O)C=C3CC2C(=O)O)=C1,literal,35444-2,en,literal,Gomphrenin I,literal,10.1016/S0031-9422(00)90354-6,,,,
45,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q393336,literal,Mirabilis viscosa,literal,IYRMWMYZSQPJKC-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,162666-2,en,literal,kaempferol,literal,10.1016/S0305-1978(96)00081-6,literal,CHEMBL150,literal,520-18-3
46,uri,http://www.wikidata.org/entity/Q2921547,uri,http://www.wikidata.org/entity/Q416138,literal,Bougainvillea spectabilis,literal,IZQSVPBOUDKVDZ-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,604358-1,en,literal,isorhamnetin,literal,10.1002/J.1537-2197.1978.TB06138.X,literal,CHEMBL379064,literal,480-19-3
47,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q3056707,literal,Mirabilis viscosa,literal,RJCJVIFSIXKSAH-UHFFFAOYSA-N,literal,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC,literal,162666-2,en,literal,ermanin,literal,10.1016/S0305-1978(96)00081-6,literal,CHEMBL309061,literal,20869-95-8
48,uri,http://www.wikidata.org/entity/Q21314964,uri,http://www.wikidata.org/entity/Q121802,literal,Mirabilis himalaica,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,604662-1,en,literal,beta-sitosterol,literal,10.1016/S0031-9422(97)00114-3,,,literal,83-46-5
49,uri,http://www.wikidata.org/entity/Q21314964,uri,http://www.wikidata.org/entity/Q105132823,literal,Mirabilis himalaica,literal,JPIXJQQFSMROLE-ZNCOULCESA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,literal,604662-1,en,literal,"N-[(2R,3S,4R)-3,4-dihydroxy-1-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoctadecan-2-yl]pentacosanamide",literal,10.1016/S0031-9422(97)00114-3,,,,
50,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q3116746,literal,Mirabilis viscosa,literal,MYMGKIQXYXSRIJ-UHFFFAOYSA-N,literal,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)OC)O,literal,162666-2,en,literal,rhamnacine,literal,10.1016/S0305-1978(96)00081-6,literal,CHEMBL457148,literal,552-54-5
51,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q416260,literal,Mirabilis jalapa,literal,WCGUUGGRBIKTOS-GPOJBZKASA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,literal,162591-2,en,literal,ursolic acid,literal,10.1086/331761,literal,CHEMBL169,literal,77-52-1
52,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q26914016,literal,Mirabilis jalapa,literal,GUBGYTABKSRVRQ-ASMJPISFSA-N,literal,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,literal,162591-2,en,literal,α-maltose,literal,10.1111/J.1365-2621.1983.TB09200.X,,,literal,4482-75-1
53,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q27102757,literal,Mirabilis viscosa,literal,LUJAXSNNYBCFEE-UHFFFAOYSA-N,literal,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O,literal,162666-2,en,literal,"3,7-dimethylquercetin",literal,10.1016/S0305-1978(96)00081-6,literal,CHEMBL164861,literal,2068-02-2
54,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q72466599,literal,Mirabilis viscosa,literal,KZBAXKKOXPLOBX-UHFFFAOYSA-N,literal,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)O,literal,162666-2,en,literal,"3,5-Dihydroxy-4',7-dimethoxyflavone",literal,10.1016/S0305-1978(96)00081-6,,,literal,15486-33-6
55,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q3036425,literal,Mirabilis viscosa,literal,KQFUXLQBMQGNRT-UHFFFAOYSA-N,literal,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)OC)O,literal,162666-2,en,literal,pachypodol,literal,10.1016/S0305-1978(96)00081-6,literal,CHEMBL165180,literal,33708-72-4
56,uri,http://www.wikidata.org/entity/Q13710,uri,http://www.wikidata.org/entity/Q27076975,literal,Mirabilis jalapa,literal,QNAYBMKLOCPYGJ-UWTATZPHSA-N,literal,CC(C(=O)O)N,literal,162591-2,en,literal,D-Alanine,literal,10.1079/9781780642635.0298,literal,CHEMBL66693,literal,338-69-2
57,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q83033062,literal,Mirabilis viscosa,literal,AOFQCVDYMNHCKD-UHFFFAOYSA-N,literal,O=C1C(OC)=C(OC2=CC(O)=CC(OC)=C12)C=3C=CC(O)=C(O)C3,literal,162666-2,en,literal,"3,5-Di-O-methylquercetin",literal,10.1016/S0305-1978(96)00081-6,,,literal,1486-66-4
58,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q27138366,literal,Mirabilis viscosa,literal,OEEUHNAUMMATJT-UHFFFAOYSA-N,literal,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)O)OC,literal,162666-2,en,literal,"quercetin 7,3',4'-trimethyl ether",literal,10.1016/S0305-1978(96)00081-6,literal,CHEMBL1689343,literal,6068-80-0
59,uri,http://www.wikidata.org/entity/Q21314960,uri,http://www.wikidata.org/entity/Q415011,literal,Mirabilis viscosa,literal,IQPNAANSBPBGFQ-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,162666-2,en,literal,luteolin,literal,10.1016/S0305-1978(96)00081-6,literal,CHEMBL151,literal,491-70-3
60,uri,http://www.wikidata.org/entity/Q2921547,uri,http://www.wikidata.org/entity/Q409478,literal,Bougainvillea spectabilis,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,604358-1,en,literal,quercetin,literal,10.1002/J.1537-2197.1978.TB06138.X,literal,CHEMBL50,literal,117-39-5
61,uri,http://www.wikidata.org/entity/Q2921547,uri,http://www.wikidata.org/entity/Q409478,literal,Bougainvillea spectabilis,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,604358-1,en,literal,quercetin,literal,10.1055/S-2006-960028,literal,CHEMBL50,literal,117-39-5
