,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structure_cas.type,structure_cas,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
16,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q110192388,literal,Oryctanthus spicatus,literal,QJXNUAMCHIIBHU-UHFFFAOYSA-N,literal,O=C1OC(O)C(=C1CC2C(C(=C)C)CCC2(O)C)C,literal,550663-1,,,en,literal,2-hydroxy-4-[(2-hydroxy-2-methyl-5-prop-1-en-2-ylcyclopentyl)methyl]-3-methyl-2H-furan-5-one,literal,10.1002/CBDV.200800300,,
17,uri,http://www.wikidata.org/entity/Q12858806,uri,http://www.wikidata.org/entity/Q415007,literal,Ligaria cuneifolia,literal,PFTAWBLQPZVEMU-DZGCQCFKSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,139989-2,literal,154-23-4,en,literal,(+)-catechin,literal,10.1076/PHBI.36.2.131.4604,literal,CHEMBL311498
18,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105125622,literal,Oryctanthus spicatus,literal,JDNYCIQWGHMSPJ-UHFFFAOYSA-N,literal,O=C(OCC1(O)C2CC2C3(C)C1CC4=C(C(=O)OC54C=6C7=C(C(=O)OC7(O)C(O)C8(C6C(O)(CC53)C9CC98)C)C)CO)C(=CC)C,literal,550663-1,,,en,literal,Henriol B,literal,10.1021/NP070433G,,
19,uri,http://www.wikidata.org/entity/Q12858806,uri,http://www.wikidata.org/entity/Q409478,literal,Ligaria cuneifolia,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,139989-2,literal,117-39-5,en,literal,quercetin,literal,10.1076/PHBI.36.2.131.4604,literal,CHEMBL50
20,uri,http://www.wikidata.org/entity/Q12858806,uri,http://www.wikidata.org/entity/Q409478,literal,Ligaria cuneifolia,literal,REFJWTPEDVJJIY-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,literal,139989-2,literal,117-39-5,en,literal,quercetin,literal,10.1016/S0031-9422(00)82906-4,literal,CHEMBL50
21,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q110197769,literal,Oryctanthus spicatus,literal,DFIVSJYPWJTPLZ-UHFFFAOYSA-N,literal,O=C(O)C1(C)C(O)CCC2(C)C(C(=C)CCC12)CCC(O)(C=C)C,literal,550663-1,,,en,literal,"2-hydroxy-5-(3-hydroxy-3-methylpent-4-enyl)-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid",literal,10.1002/CBDV.200800300,,
22,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q110190937,literal,Oryctanthus spicatus,literal,VITHJONQLOCSGP-UHFFFAOYSA-N,literal,O=C1OC2(O)C(=C1C)CC3C(=C)C(O)CCC3(C)C2,literal,550663-1,,,en,literal,"6,9a-Dihydroxy-3,8a-dimethyl-5-methylidene-4,4a,6,7,8,9-hexahydrobenzo[f][1]benzofuran-2-one",literal,10.1002/CBDV.200800300,,
23,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105176752,literal,Oryctanthus spicatus,literal,NBGCWDAYASHSEK-YDZYAZLNSA-N,literal,O=CC(=CCC1C(=C)CCC2C(C(=O)O)(C)CCCC12C)C,literal,550663-1,,,en,literal,"15-Nor-14-oxolabda-8(17),12E-Diene-18-oic acid",literal,10.1002/HLCA.200900299,,
24,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q110197850,literal,Oryctanthus spicatus,literal,JQEOEYITCFFMNV-UHFFFAOYSA-N,literal,O=C1CCC(C)C2CC3=C(C)COC3CC12C,literal,550663-1,,,en,literal,"3,5,8a-Trimethyl-2,4,4a,5,6,7,9,9a-octahydrobenzo[f][1]benzofuran-8-one",literal,10.1002/CBDV.200800300,,
25,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105197301,literal,Oryctanthus spicatus,literal,OQYBLUDOOFOBPO-GZBFAFLISA-N,literal,O=C1OC2C(=C1C)CC3C(=C)CCCC3(C)C2,literal,550663-1,,,en,literal,8-Epiasterolide,literal,10.1021/NP070433G,,
26,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105307930,literal,Oryctanthus spicatus,literal,WLFLBHYDHMQULZ-UHFFFAOYSA-N,literal,O=C(O)C1(C)CCCC2(C)C(C(=C)CCC12)CC=C(C)C(O)CO,literal,550663-1,,,en,literal,"5-(4,5-dihydroxy-3-methylpent-2-enyl)-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid",literal,10.1002/CBDV.200800300,,
27,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q104946800,literal,Oryctanthus spicatus,literal,BVQWLNLTCUTXBO-MIGBRYPXSA-N,literal,O=C(OC)C1(C)CCCC2(C)C(C(=C)CCC12)CCC(O)(C=C)C,literal,550663-1,,,en,literal,"methyl (1R,4aR,5S,8aR)-5-[(3S)-3-hydroxy-3-methylpent-4-enyl]-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylate",literal,10.1002/HLCA.200900299,,
28,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q27138125,literal,Oryctanthus spicatus,literal,NCEFZVURTXZBJM-CLPLISGISA-N,literal,CC1=CCOC(=O)CCC(=O)OCC2=C3CC4C(C5CC5C4(COC1=O)O)(C6C3(C7C8=C(C6)C9CC9C8(C(C(=O)C7=C(C)C(=O)OC)O)C)OC2=O)C,literal,550663-1,literal,142279-40-1,en,literal,shizukaol B,literal,10.1002/HLCA.200900299,literal,CHEMBL1813267
29,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q27138125,literal,Oryctanthus spicatus,literal,NCEFZVURTXZBJM-CLPLISGISA-N,literal,CC1=CCOC(=O)CCC(=O)OCC2=C3CC4C(C5CC5C4(COC1=O)O)(C6C3(C7C8=C(C6)C9CC9C8(C(C(=O)C7=C(C)C(=O)OC)O)C)OC2=O)C,literal,550663-1,literal,142279-40-1,en,literal,shizukaol B,literal,10.1248/CPB.59.1281,literal,CHEMBL1813267
30,uri,http://www.wikidata.org/entity/Q12858806,uri,http://www.wikidata.org/entity/Q23050136,literal,Ligaria cuneifolia,literal,PFTAWBLQPZVEMU-UKRRQHHQSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,139989-2,literal,490-46-0,en,literal,(−)-epicatechin,literal,10.1076/PHBI.36.2.131.4604,literal,CHEMBL583912
31,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q104967390,literal,Oryctanthus spicatus,literal,COZNAXBZFKROPK-UHFFFAOYSA-N,literal,O=C(O)C1(C)CCCC2(C)C(C(=C)CCC12)CC(=O)C(=CCO)C,literal,550663-1,,,en,literal,"5-(5-hydroxy-3-methyl-2-oxopent-3-enyl)-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid",literal,10.1002/CBDV.200800300,,
32,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q104179975,literal,Oryctanthus spicatus,literal,NSRKLZRKJJQJLD-UHFFFAOYSA-N,literal,O=C(O)C1(C)CCCC2(C)C(C(=C)CCC12)CCC(C)CCO,literal,550663-1,,,en,literal,CID 15559751,literal,10.1002/CBDV.200800300,,
33,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105120869,literal,Oryctanthus spicatus,literal,IUVYLSGQSDYTSW-SOGHIHTMSA-N,literal,O=C(OC)C(=C1C(=O)C(O)C2(C3=C1C45OC(=O)C6=C5CC7C(O)(COC(=O)C(=CCOC(=O)CCC(=O)OC6)C)C8CC8C7(C)C4CC3(OO)C9CC92)C)C,literal,550663-1,,,,literal,Q105120869,literal,10.1016/J.TETLET.2009.08.026,,
34,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q110193556,literal,Oryctanthus spicatus,literal,YKCJDRTVRFPAMH-UHFFFAOYSA-N,literal,OC1CCC2(C)C3CCC(OC3(C)C(O)CC2C1(C)C)(C=C)C,literal,550663-1,,,en,literal,"3-ethenyl-3,4a,7,7,10a-pentamethyl-2,5,6,6a,8,9,10,10b-octahydro-1H-benzo[f]chromene-5,8-diol",literal,10.1002/CBDV.200800300,,
35,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105289087,literal,Oryctanthus spicatus,literal,VMMYFJSUBISYEJ-NGFQHRJXSA-N,literal,O=C1OC2(O)C(=C1C)CC3C(O)(C)CCCC3(C)C2,literal,550663-1,,,en,literal,"(4aR,5R,8aR,9aS)-5,9a-dihydroxy-3,5,8a-trimethyl-4H,4aH,6H,7H,8H,9H-naphtho[2,3-b]furan-2-one",literal,10.1002/HLCA.200900299,,
36,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105139251,literal,Oryctanthus spicatus,literal,KDNYVXLYMQKQHH-LMMWYNSXSA-N,literal,OCC1(C)CCCC2(C)C(C(=C)CCC12)CC=C(C=C)C,literal,550663-1,,,en,literal,"Labda-8(20),12,14-trien-18-ol",literal,10.1002/HLCA.200900299,,
37,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105171025,literal,Oryctanthus spicatus,literal,MRZXHHLSYHIZNO-CTHBEMJXSA-N,literal,O=C1OC2C(=C1C)CC3C(O)(C)CCCC3(C)C2,literal,550663-1,,,en,literal,"5alpha-Hydroxy-3,5beta,8abeta-trimethyl-2,4,4aalpha,5,6,7,8,8a,9,9abeta-decahydronaphtho[2,3-b]furan-2-one",literal,10.1002/HLCA.200900299,,
38,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105253825,literal,Oryctanthus spicatus,literal,SILRZHXBWKFKMJ-BPLDGKMQSA-N,literal,O=C1OC2=CC3(C)CCCC(O)(C)C3CC2=C1C,literal,550663-1,literal,90332-92-6,en,literal,"(4aR,5R,8aR)-5-hydroxy-3,5,8a-trimethyl-4H,4aH,6H,7H,8H-naphtho[2,3-b]furan-2-one",literal,10.1002/HLCA.200900299,,
39,uri,http://www.wikidata.org/entity/Q60558846,uri,http://www.wikidata.org/entity/Q106039677,literal,Macrosolen parasiticus,literal,LGZSARJAXHVXEV-YEJVQPDVSA-N,literal,O=C1OC2CC3(C)C(O)(C4OC4C53OC5)C1C2C(O)(C)C,literal,550496-1,,,en,literal,coriatin,literal,10.1248/CPB.35.182,,
40,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q110191283,literal,Oryctanthus spicatus,literal,KXZLPQLBTFTJIC-UHFFFAOYSA-N,literal,O=CCC(=CCC1C(=C)CCC2C(C(=O)O)(C)CCCC12C)C,literal,550663-1,,,en,literal,"1,4a-dimethyl-6-methylidene-5-(3-methyl-5-oxopent-2-enyl)-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid",literal,10.1002/CBDV.200800300,,
41,uri,http://www.wikidata.org/entity/Q18083920,uri,http://www.wikidata.org/entity/Q105203321,literal,Macrosolen globosus,literal,OYICGYUCCHVYRR-UHFFFAOYSA-N,literal,OCC=CC1=CC=C(OC)C(OC)=C1,literal,550482-1,,,en,literal,"3-(3,4-dimethoxyphenyl)prop-2-en-1-ol",literal,10.1016/S0367-326X(03)00041-8,,
42,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q82887225,literal,Oryctanthus spicatus,literal,FBMORZZOJSDNRQ-UHFFFAOYSA-N,literal,O=C1OC2(O)C(=C1C)CC3C(=C)CCCC3(C)C2,literal,550663-1,literal,94204-13-4,en,literal,Lassiosiphol,literal,10.1002/CBDV.200800300,,
43,uri,http://www.wikidata.org/entity/Q18083920,uri,http://www.wikidata.org/entity/Q27159237,literal,Macrosolen globosus,literal,OYICGYUCCHVYRR-ONEGZZNKSA-N,literal,COC1=C(C=C(C=C1)C=CCO)OC,literal,550482-1,,,en,literal,"3,4-dimethoxycinnamyl alcohol",literal,10.1016/S0367-326X(03)00041-8,literal,CHEMBL1995346
44,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105216938,literal,Oryctanthus spicatus,literal,PZEKZRHZHHZLOB-UHFFFAOYSA-N,literal,O=C(O)C1(C)CCCC2(C)C(C(=C)CCC12)CC(O)C(=CCO)C,literal,550663-1,,,en,literal,"5-(2,5-dihydroxy-3-methylpent-3-enyl)-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid",literal,10.1002/CBDV.200800300,,
45,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q27138128,literal,Oryctanthus spicatus,literal,XOCHXEVAPBOSPH-RCNNXFIWSA-N,literal,CC1=CC(=O)OCC2(C3CC3C4(C2CC5=C(COC(=O)CCC(=O)OC1)C(=O)OC56C4CC7=C8C6C(=C(C)C(=O)OC)C(=O)C(C8(C9C7C9)C)O)C)O,literal,550663-1,,,en,literal,shizukaol F,literal,10.1248/CPB.59.1281,literal,CHEMBL1813268
46,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105157973,literal,Oryctanthus spicatus,literal,LVPHJFOILPDRBN-PVTPHBDQSA-N,literal,O=C(OC)C(=C1C(=O)C(O)C2(C3=C1C45OC(=O)C(=C5CC6C(O)(COC(=O)C(=CC)C)C7CC7C6(C)C4CC3(OO)C8CC82)COC(=O)C)C)C,literal,550663-1,,,,literal,Q105157973,literal,10.1016/J.TETLET.2009.08.026,,
47,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105306096,literal,Oryctanthus spicatus,literal,WHZVDRCEHYLPGD-RERXTAQQSA-N,literal,O=C1OCC2(O)C3CC3C4(C)C2CC5=C(C(=O)OC65C=7C(C(=O)C(O)C8(C7C(OO)(CC64)C9CC98)C)=C(C(=O)OC)C)COC(=O)CCC(=O)OCC(=C1)C,literal,550663-1,,,,literal,Q105306096,literal,10.1016/J.TETLET.2009.08.026,,
48,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105347973,literal,Oryctanthus spicatus,literal,YGBZFOQXPOGACY-ONIUZDBUSA-N,literal,O=C(O)C1(C)CCCC2(C)C(C(=C)CCC12)CC=C(C=C)C,literal,550663-1,,,en,literal,"(1R,4aR,5S,8aR)-1,4a-dimethyl-6-methylidene-5-[(2E)-3-methylpenta-2,4-dien-1-yl]-hexahydro-2H-naphthalene-1-carboxylic acid",literal,10.1002/HLCA.200900299,,
49,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105005743,literal,Oryctanthus spicatus,literal,GBAWDNPOGWZKDX-UHFFFAOYSA-N,literal,O=C1OC2(O)C(=C1C)CC3(C(=CCC(O)C3C2)C)C,literal,550663-1,,,en,literal,"8,9a-dihydroxy-3,4a,5-trimethyl-7,8,8a,9-tetrahydro-4H-benzo[f][1]benzofuran-2-one",literal,10.1002/CBDV.200800300,,
50,uri,http://www.wikidata.org/entity/Q18083920,uri,http://www.wikidata.org/entity/Q104168539,literal,Macrosolen globosus,literal,HZDDMDAKGIRCPP-UHFFFAOYSA-N,literal,OCC=CC1=CC(OC)=C(OC)C(OC)=C1,literal,550482-1,literal,1504-56-9,en,literal,"3-(3,4,5-trimethoxyphenyl)prop-2-en-1-ol",literal,10.1016/S0367-326X(03)00041-8,,
51,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q27138126,literal,Oryctanthus spicatus,literal,KDKIOCIPCJDWMT-ADSFGAOYSA-N,literal,O=C(OC)C(=C1C(=O)C(O)C2(C3=C(CC4C5(OC(=O)C(=C5CC6C(O)(COC(=O)C(=CC)C)C7CC7C46C)CO)C13)C8CC82)C)C,literal,550663-1,literal,142279-41-2,en,literal,shizukaol C,literal,10.1002/HLCA.200900299,,
52,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q27138126,literal,Oryctanthus spicatus,literal,FOGQAGLJUKZQEX-WLPCRHHKSA-N,literal,O=C(OC)C(=C1C(=O)C(O)C2(C3=C(CC4C5(OC(=O)C(=C5CC6C(O)(COC(=O)C(=CC)C)C7CC7C46C)CO)C13)C8CC82)C)C,literal,550663-1,literal,142279-41-2,en,literal,shizukaol C,literal,10.1002/HLCA.200900299,,
53,uri,http://www.wikidata.org/entity/Q10931326,uri,http://www.wikidata.org/entity/Q106039677,literal,Elytranthe parasitica,literal,LGZSARJAXHVXEV-YEJVQPDVSA-N,literal,O=C1OC2CC3(C)C(O)(C4OC4C53OC5)C1C2C(O)(C)C,literal,548616-1,,,en,literal,coriatin,literal,10.1248/CPB.35.182,,
54,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105229572,literal,Oryctanthus spicatus,literal,QXEXMTIZXNCRJO-UHFFFAOYSA-N,literal,O=C1C=2C(=COC2CC3(C)C(O)CCC(O)(C)C13)C,literal,550663-1,,,en,literal,"5,8-dihydroxy-3,5,8a-trimethyl-6,7,8,9-tetrahydro-4aH-benzo[f][1]benzofuran-4-one",literal,10.1002/CBDV.200800300,,
55,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q27138126,literal,Oryctanthus spicatus,literal,KDKIOCIPCJDWMT-ADSFGAOYSA-N,literal,CC(=CC(=O)OC)CC1(C2CC2C3(C1CC4=C(C(=O)OC45C3CC6=C7C5C(=C(C)C(=O)OC)C(=O)C(C7(C8C6C8)C)O)CO)C)O,literal,550663-1,literal,142279-41-2,en,literal,shizukaol C,literal,10.1002/HLCA.200900299,,
56,uri,http://www.wikidata.org/entity/Q15382015,uri,http://www.wikidata.org/entity/Q105229363,literal,Oryctanthus spicatus,literal,QWSNEPMHCCCNTC-RPOPHHTNSA-N,literal,O=C(O)C1(C)CCCC2(C)C(C(=C)CCC12)CC(O)C(=CCOC)C,literal,550663-1,,,en,literal,"(1S,4aS,5R,8aS)-5-[(E,2R)-2-hydroxy-5-methoxy-3-methylpent-3-enyl]-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid",literal,10.1002/HLCA.200900299,,
57,uri,http://www.wikidata.org/entity/Q18074641,uri,http://www.wikidata.org/entity/Q105014816,literal,Hyphear kaoi,literal,GPGFGFUBECSNTG-SFTVRKLSSA-N,literal,O=C1C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2OC(C=4C=CC=CC4)C1,literal,548823-1,,,en,literal,Pinocembrin-7-O-D-glucoside,literal,10.38212/2224-6614.2870,,
58,uri,http://www.wikidata.org/entity/Q15379699,uri,http://www.wikidata.org/entity/Q105025801,literal,Amyema glabra,literal,HCKVSBCCVCMKKB-NGHDLRGFSA-N,literal,O=C1OC2=CC3(C)C4CC4C(O)(COC5OC(CO)C(O)C(O)C5O)C3CC2=C1C,literal,547721-1,,,en,literal,chloranoside A,literal,10.1246/CL.1994.1541,,
59,uri,http://www.wikidata.org/entity/Q5256810,uri,http://www.wikidata.org/entity/Q1649777,literal,Dendrophthoe falcata,literal,OXGUCUVFOIWWQJ-HQBVPOQASA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,literal,548263-1,literal,522-12-3,en,literal,quercitrin,literal,10.1248/CPB.54.740,literal,CHEMBL82242
