,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,chembl_id.type,chembl_id,refDOI.type,refDOI
10,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105278401,literal,Tacca plantaginea,literal,USPJZXFXCUYTIH-UHFFFAOYSA-N,literal,O=C1OC(CC(=C1COC2OC(CO)C(O)C(O)C2O)C)C(C)C3C(=O)CC4C5C6OC6C7(O)CC8OC8C(OC(=O)C)C7(C)C5CC(OC(=O)C)C34C,,,literal,827927-1,en,literal,"[10-Acetyloxy-5-hydroxy-11,15-dimethyl-16-[1-[4-methyl-6-oxo-5-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-2,3-dihydropyran-2-yl]ethyl]-17-oxo-3,8-dioxahexacyclo[10.7.0.02,4.05,11.07,9.015,19]nonadecan-14-yl] acetate",,,literal,10.1021/NP0206099
11,uri,http://www.wikidata.org/entity/Q21877561,uri,http://www.wikidata.org/entity/Q104251092,literal,Tamus communis,literal,HSSJYSJXBOCKQM-BWPYUMNDSA-N,literal,OCC1OC(OCC(C)CCC2(OC)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,,,literal,318926-1,,literal,Q104251092,,,literal,10.1080/1120009X.1991.11739110
12,uri,http://www.wikidata.org/entity/Q21877561,uri,http://www.wikidata.org/entity/Q104167717,literal,Tamus communis,literal,HCXVJBMSMIARIN-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1,,,literal,318926-1,en,literal,stigmasterol,,,literal,10.1016/S0040-4039(01)88204-6
13,uri,http://www.wikidata.org/entity/Q21877561,uri,http://www.wikidata.org/entity/Q104167717,literal,Tamus communis,literal,HCXVJBMSMIARIN-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1,,,literal,318926-1,en,literal,stigmasterol,,,literal,10.1055/S-0028-1097836
14,uri,http://www.wikidata.org/entity/Q2706691,uri,http://www.wikidata.org/entity/Q22124685,literal,Tacca integrifolia,literal,FFEARJCKVFRZRR-BYPYZUCNSA-N,literal,CSCCC(C(=O)O)N,literal,63-68-3,literal,827904-1,en,literal,L-methionine,literal,CHEMBL42336,literal,10.1016/0305-1978(86)90092-X
15,uri,http://www.wikidata.org/entity/Q7673679,uri,http://www.wikidata.org/entity/Q173670,literal,Tacca cristata,literal,ODKSFYDXXFIFQN-BYPYZUCNSA-N,literal,C(CC(C(=O)O)N)CN=C(N)N,literal,74-79-3,literal,827893-1,en,literal,L-arginine,literal,CHEMBL1485,literal,10.1016/0305-1978(86)90092-X
16,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105204971,literal,Tacca plantaginea,literal,PAZFGPSXSBGOAZ-NBRHXFFCSA-N,literal,O=C(OC1C2C(C(C=C3OC(=O)C(O)(C)C32C)C)C4(C)C(OC(=O)C)C(O)C5C(C(O)C(=O)C6CC7OC7C(OC(=O)C)C65C)C14)C,,,literal,827927-1,en,literal,Taccalonolide F,,,literal,10.1002/CJOC.19910090113
17,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105380461,literal,Tacca plantaginea,literal,ZOGJINYVFZQGPT-AIEBODJCSA-N,literal,O=C(OC1CC2C(C(O)C(=O)C3(O)CC4OC4C(OC(=O)C)C23C)C5CC6C(C(C=C7OC(=O)C(O)(C)C76C)C)C15C)C,,,literal,827927-1,en,literal,Taccalonolide G,,,literal,10.1055/S-2006-957600
18,uri,http://www.wikidata.org/entity/Q2706691,uri,http://www.wikidata.org/entity/Q27093862,literal,Tacca integrifolia,literal,FFEARJCKVFRZRR-SCSAIBSYSA-N,literal,CSCCC(C(=O)O)N,literal,348-67-4,literal,827904-1,en,literal,D-methionine,literal,CHEMBL1234268,literal,10.1016/0305-1978(86)90092-X
19,uri,http://www.wikidata.org/entity/Q2706691,uri,http://www.wikidata.org/entity/Q20035886,literal,Tacca integrifolia,literal,ONIBWKKTOPOVIA-BYPYZUCNSA-N,literal,C1CC(NC1)C(=O)O,literal,147-85-3,literal,827904-1,en,literal,L-proline,literal,CHEMBL54922,literal,10.1016/0305-1978(86)90092-X
20,uri,http://www.wikidata.org/entity/Q21877561,uri,http://www.wikidata.org/entity/Q104197274,literal,Tamus communis,literal,SGNBVLSWZMBQTH-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1,,,literal,318926-1,en,literal,campesterol,,,literal,10.1016/S0040-4039(01)88204-6
21,uri,http://www.wikidata.org/entity/Q21877561,uri,http://www.wikidata.org/entity/Q104197274,literal,Tamus communis,literal,SGNBVLSWZMBQTH-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1,,,literal,318926-1,en,literal,campesterol,,,literal,10.1055/S-0028-1097836
22,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105268955,literal,Tacca plantaginea,literal,UAOFDKZOAQMNHO-CMEDTZPSSA-N,literal,O=C(OC1CC2C(C3OC3C4(O)CC5OC5C(OC(=O)C)C24C)C6CC7C(C(CO)C8OC(=O)C(O)(C)C7(C)C8)C16C)C,,,literal,827927-1,en,literal,"[(1R,2R,4S,5R,6S,8S,9R,11S,13S,14R,15S,16S,18S,19S,20S,21R,22S,25R)-14-acetyloxy-9,25-dihydroxy-21-(hydroxymethyl)-1,15,19,25-tetramethyl-24-oxo-7,12,23-trioxaoctacyclo[20.3.1.02,20.04,19.05,16.06,8.09,15.011,13]hexacosan-18-yl] acetate",,,literal,10.1002/HLCA.200890116
23,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105266892,literal,Tacca plantaginea,literal,TXOVEIJTMFSOMI-NTDYGNDYSA-N,literal,O=C1OC(CC(=C1CO)C)C(C)C2C(O)CC3C4C5OC5C6(O)CC7OC7C(O)C6(C)C4CC(OC(=O)C)C32C,,,literal,827927-1,en,literal,"[(1S,2S,4S,5R,7S,9R,10R,11S,12S,14S,15S,16R,17S,19S)-5,10,17-trihydroxy-16-[(1S)-1-[(2R)-5-(hydroxymethyl)-4-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-11,15-dimethyl-3,8-dioxahexacyclo[10.7.0.02,4.05,11.07,9.015,19]nonadecan-14-yl] acetate",,,literal,10.1080/14786411003774304
24,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105278400,literal,Tacca plantaginea,literal,USPJZXFXCUYTIH-OINQSNGZSA-N,literal,O=C1OC(CC(=C1COC2OC(CO)C(O)C(O)C2O)C)C(C)C3C(=O)CC4C5C6OC6C7(O)CC8OC8C(OC(=O)C)C7(C)C5CC(OC(=O)C)C34C,,,literal,827927-1,,literal,Q105278400,,,literal,10.1248/CPB.54.992
25,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q104400624,literal,Tacca plantaginea,literal,USPJZXFXCUYTIH-OILQBTDASA-N,literal,O=C1OC(CC(=C1COC2OC(CO)C(O)C(O)C2O)C)C(C)C3C(=O)CC4C5C6OC6C7(O)CC8OC8C(OC(=O)C)C7(C)C5CC(OC(=O)C)C34C,,,literal,827927-1,en,literal,Chantriolide A,,,literal,10.1248/CPB.54.992
26,uri,http://www.wikidata.org/entity/Q21877561,uri,http://www.wikidata.org/entity/Q104415348,literal,Tamus communis,literal,HCXVJBMSMIARIN-BGDBIVFESA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1,,,literal,318926-1,en,literal,"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2S,5S)-5-Ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",,,literal,10.1021/NP50041A017
27,uri,http://www.wikidata.org/entity/Q7673679,uri,http://www.wikidata.org/entity/Q186521,literal,Tacca cristata,literal,AYFVYJQAPQTCCC-GBXIJSLDSA-N,literal,CC(C(C(=O)O)N)O,literal,72-19-5,literal,827893-1,en,literal,L-threonine,literal,CHEMBL291747,literal,10.1016/0305-1978(86)90092-X
28,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105152141,literal,Tacca plantaginea,literal,LIEJWRQNKMQXKO-LVOOKTNHSA-N,literal,O=C1OC(CC(=C1CO)C)C(C)C2C(O)CC3C4C5OC5C6(O)CC7OC7C(OC(=O)C)C6(C)C4CC(OC(=O)C)C32C,,,literal,827927-1,en,literal,Plantagiolide B,,,literal,10.1248/CPB.54.992
29,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q4545790,literal,Tacca plantaginea,literal,IRHTZOCLLONTOC-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCCCCCCCCCCO,literal,506-52-5,literal,827927-1,en,literal,ceryl alcohol,,,literal,10.1016/0031-9422(88)80711-8
30,uri,http://www.wikidata.org/entity/Q11075708,uri,http://www.wikidata.org/entity/Q104400622,literal,Tacca subflabellata,literal,JWQIZULSDINYJD-QKBPTVQJSA-N,literal,O=C1OCC(=C1C)CC(O)C(C)C2C(=O)CC3C4C5OC5C6(O)CC7OC7C(OC(=O)C)C6(C)C4CC(OC(=O)C)C23C,,,literal,901106-1,en,literal,Taccalonolide P,,,literal,10.1002/1522-2675(200208)85:8<2553::AID-HLCA2553>3.0.CO;2-8
31,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q27108373,literal,Tacca plantaginea,literal,PTTJLTMUKRRHAT-VJAKQJMOSA-N,literal,CC1C=C2C(C3C1C4(C(C3OC(=O)C)C5C(C(C4OC(=O)C)OC(=O)C)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C,literal,108885-68-3,literal,827927-1,en,literal,taccalonolide A,literal,CHEMBL1821838,literal,10.1055/S-2006-957600
32,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q27108373,literal,Tacca plantaginea,literal,PTTJLTMUKRRHAT-VJAKQJMOSA-N,literal,CC1C=C2C(C3C1C4(C(C3OC(=O)C)C5C(C(C4OC(=O)C)OC(=O)C)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C,literal,108885-68-3,literal,827927-1,en,literal,taccalonolide A,literal,CHEMBL1821838,literal,10.1002/HLCA.200890116
33,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q27108373,literal,Tacca plantaginea,literal,PTTJLTMUKRRHAT-VJAKQJMOSA-N,literal,CC1C=C2C(C3C1C4(C(C3OC(=O)C)C5C(C(C4OC(=O)C)OC(=O)C)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C,literal,108885-68-3,literal,827927-1,en,literal,taccalonolide A,literal,CHEMBL1821838,literal,10.1021/JA209045K
34,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q27108373,literal,Tacca plantaginea,literal,PTTJLTMUKRRHAT-VJAKQJMOSA-N,literal,CC1C=C2C(C3C1C4(C(C3OC(=O)C)C5C(C(C4OC(=O)C)OC(=O)C)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C,literal,108885-68-3,literal,827927-1,en,literal,taccalonolide A,literal,CHEMBL1821838,literal,10.1016/0031-9422(88)80711-8
35,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q27108373,literal,Tacca plantaginea,literal,PTTJLTMUKRRHAT-VJAKQJMOSA-N,literal,CC1C=C2C(C3C1C4(C(C3OC(=O)C)C5C(C(C4OC(=O)C)OC(=O)C)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C,literal,108885-68-3,literal,827927-1,en,literal,taccalonolide A,literal,CHEMBL1821838,literal,10.1016/S0040-4039(00)95391-7
36,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q104917651,literal,Tacca plantaginea,literal,ARYSLZDTQWWJBR-COGNETHOSA-N,literal,O=C(OC1C(=O)C2CC3OC3C(OC(=O)C)C2(C)C4C(OC(=O)C)C(OC(=O)C)C5(C)C6C(=CC(=O)C7(C)C6C(OC(=O)C7(O)C)C5C14)C)C,,,literal,827927-1,en,literal,"[(1R,2R,3S,4R,6S,8S,10S,11R,12R,13R,14S,15R,16R,17R,21S,22S,25R)-4,11,15-triacetyloxy-22-hydroxy-12,16,18,21,22-pentamethyl-5,20,23-trioxo-9,24-dioxaheptacyclo[15.7.1.02,16.03,13.06,12.08,10.021,25]pentacos-18-en-14-yl] acetate",,,literal,10.1002/HLCA.200890116
37,uri,http://www.wikidata.org/entity/Q2706691,uri,http://www.wikidata.org/entity/Q483745,literal,Tacca integrifolia,literal,ROHFNLRQFUQHCH-YFKPBYRVSA-N,literal,CC(C)CC(C(=O)O)N,literal,61-90-5,literal,827904-1,en,literal,L-leucine,literal,CHEMBL291962,literal,10.1016/0305-1978(86)90092-X
38,uri,http://www.wikidata.org/entity/Q7673679,uri,http://www.wikidata.org/entity/Q26995161,literal,Tacca cristata,literal,WHUUTDBJXJRKMK-VKHMYHEASA-N,literal,C(CC(=O)O)C(C(=O)O)N,literal,56-86-0,literal,827893-1,en,literal,L-glutamic acid,literal,CHEMBL575060,literal,10.1016/0305-1978(86)90092-X
39,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105225379,literal,Tacca plantaginea,literal,QPGVBFHVYONDKH-ZVVMTAGSSA-N,literal,O=C(OC1C2C3C(O)C(=O)C4CC5OC5C(OC(=O)C)C4(C)C3CC(OC(=O)C)C2(C)C6C(C=C7OC(=O)C(O)(C)C7(C)C16)C)C,,,literal,827927-1,en,literal,"[(1S,2R,3R,5S,7S,9S,10R,11R,12S,14S,15R,16S,17S,22S,23S,24S,25R)-10,25-diacetyloxy-3,22-dihydroxy-11,15,17,22,23-pentamethyl-4,21-dioxo-8,20-dioxaheptacyclo[13.10.0.02,12.05,11.07,9.016,24.019,23]pentacos-18-en-14-yl] acetate",,,literal,10.1002/CJOC.19910090113
40,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105240991,literal,Tacca plantaginea,literal,RMPZSLTVINHQDZ-NWKFWMDCSA-N,literal,OC1=CC=C(C=C1O)CCC(O)CC(OC2OC(CO)C(O)C(O)C2O)CCC3=CC=C(O)C(O)=C3,,,literal,827927-1,en,literal,"(2R,3R,4S,5S,6R)-2-[(3R,5R)-1,7-bis(3,4-dihydroxyphenyl)-5-hydroxyheptan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",,,literal,10.1016/J.BMCL.2012.08.099
41,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105030187,literal,Tacca plantaginea,literal,HLKOGABKYAJUAW-UHFFFAOYSA-N,literal,O=C(OC1C(OC(=O)C)C2(C)C(C(O)C3C2C(C=C4OC(=O)C(O)(C)C43C)C)C5C(=O)C(O)C6CC7OC7C(OC(=O)C)C6(C)C15)C,,,literal,827927-1,en,literal,"(10,14-Diacetyloxy-4,22,25-trihydroxy-11,15,17,22,23-pentamethyl-3,21-dioxo-8,20-dioxaheptacyclo[13.10.0.02,12.05,11.07,9.016,24.019,23]pentacos-18-en-13-yl) acetate",,,literal,10.1016/0031-9422(95)00972-8
42,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105143409,literal,Tacca plantaginea,literal,KNGLPVKCHBEQMT-AHVKKWOPSA-N,literal,OC1=CC=C(C=C1O)CCC2OC(C3=CC=C(O)C(O)=C3)CC(OC4OC(CO)C(O)C(O)C4O)C2,,,literal,827927-1,en,literal,plantagineoside C,,,literal,10.1016/J.BMCL.2012.08.099
43,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105030186,literal,Tacca plantaginea,literal,HLKOGABKYAJUAW-SCSBSKQGSA-N,literal,O=C(OC1C(OC(=O)C)C2(C)C(C(O)C3C2C(C=C4OC(=O)C(O)(C)C43C)C)C5C(=O)C(O)C6CC7OC7C(OC(=O)C)C6(C)C15)C,,,literal,827927-1,en,literal,"[(1S,2S,4R,5S,7S,9S,10R,11S,12S,13S,14R,15R,16S,17S,22S,23S,24R,25R)-10,14-diacetyloxy-4,22,25-trihydroxy-11,15,17,22,23-pentamethyl-3,21-dioxo-8,20-dioxaheptacyclo[13.10.0.02,12.05,11.07,9.016,24.019,23]pentacos-18-en-13-yl] acetate",,,literal,10.1055/S-2006-957600
44,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105124921,literal,Tacca plantaginea,literal,JCKZPCQDUVAISV-UHFFFAOYSA-N,literal,O=C(OC1C2C3C(OC(=O)C3(O)C)=CC(C)C2C4(C)C(OC(=O)C)C(O)C5C(C(O)C(=O)C6CC7OC7C(OC(=O)C)C65C)C14)C,,,literal,827927-1,en,literal,"(10,14-Diacetyloxy-3,13,22-trihydroxy-11,15,17,22-tetramethyl-4,21-dioxo-8,20-dioxaheptacyclo[13.10.0.02,12.05,11.07,9.016,24.019,23]pentacos-18-en-25-yl) acetate",,,literal,10.1002/CJOC.19910090113
45,uri,http://www.wikidata.org/entity/Q2706691,uri,http://www.wikidata.org/entity/Q183290,literal,Tacca integrifolia,literal,MTCFGRXMJLQNBG-REOHCLBHSA-N,literal,C(C(C(=O)O)N)O,literal,56-45-1,literal,827904-1,en,literal,L-serine,literal,CHEMBL11298,literal,10.1016/0305-1978(86)90092-X
46,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105029945,literal,Tacca plantaginea,literal,HKSRTGSAOLNZLX-SDTJAFRRSA-N,literal,O=C(OC1C(=O)C2C3C(O)C4C(C(C=C5OC(=O)C(O)(C)C54C)C)C3(C)C(OC(=O)C)C(OC(=O)C)C2C6(C)C(OC(=O)C)C7OC7CC16)C,,,literal,827927-1,en,literal,"[(1S,2S,4R,5S,7S,9S,10R,11S,12S,13S,14R,15R,16S,17S,22S,23S,24R,25R)-4,10,14-triacetyloxy-22,25-dihydroxy-11,15,17,22,23-pentamethyl-3,21-dioxo-8,20-dioxaheptacyclo[13.10.0.02,12.05,11.07,9.016,24.019,23]pentacos-18-en-13-yl] acetate",,,literal,10.1055/S-2006-957600
47,uri,http://www.wikidata.org/entity/Q11075708,uri,http://www.wikidata.org/entity/Q104667143,literal,Tacca subflabellata,literal,FISOLMCXIHATBS-CNSVDUJYSA-N,literal,O=C(OC1CC2C(C3OC3C4(O)CC5OC5C(OC(=O)C)C24C)C6CC7C(C(C(=O)C)C8OC(=O)C(O)(C)C7(C)C8)C16C)C,,,literal,901106-1,en,literal,Taccalonolide Q,,,literal,10.1002/1522-2675(200208)85:8<2553::AID-HLCA2553>3.0.CO;2-8
48,uri,http://www.wikidata.org/entity/Q7673679,uri,http://www.wikidata.org/entity/Q27076975,literal,Tacca cristata,literal,QNAYBMKLOCPYGJ-UWTATZPHSA-N,literal,CC(C(=O)O)N,literal,338-69-2,literal,827893-1,en,literal,D-Alanine,literal,CHEMBL66693,literal,10.1016/0305-1978(86)90092-X
49,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105247246,literal,Tacca plantaginea,literal,RXQVUONAHNHYNF-XSUQWDDVSA-N,literal,O=C(OC1C(=O)C2CC3OC3C(OC(=O)C)C2(C)C4C(OC(=O)C)C(OC(=O)C)C5(C)C(C6OC(=O)C(O)(C)C7(C(=O)CC(C)C5C67)C)C14)C,,,literal,827927-1,en,literal,Taccalonolide C,,,literal,10.1016/0031-9422(88)80711-8
50,uri,http://www.wikidata.org/entity/Q7673679,uri,http://www.wikidata.org/entity/Q22124685,literal,Tacca cristata,literal,FFEARJCKVFRZRR-BYPYZUCNSA-N,literal,CSCCC(C(=O)O)N,literal,63-68-3,literal,827893-1,en,literal,L-methionine,literal,CHEMBL42336,literal,10.1016/0305-1978(86)90092-X
51,uri,http://www.wikidata.org/entity/Q2706691,uri,http://www.wikidata.org/entity/Q178450,literal,Tacca integrifolia,literal,CKLJMWTZIZZHCS-REOHCLBHSA-N,literal,C(C(C(=O)O)N)C(=O)O,literal,56-84-8,literal,827904-1,en,literal,L-aspartic acid,literal,CHEMBL274323,literal,10.1016/0305-1978(86)90092-X
52,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105226256,literal,Tacca plantaginea,literal,QREUCQIXJGQKSM-UHFFFAOYSA-N,literal,O=C(OC1C(OC(=O)C)C2(C)C(C3=C(O)C(=O)C4CC5OC5C(OC(=O)C)C4(C)C31)C(OC(=O)C)C6C2C(C=C7OC(=O)C(O)(C)C76C)C)C,,,literal,827927-1,en,literal,"(10,13,14-Triacetyloxy-3,22-dihydroxy-11,15,17,22,23-pentamethyl-4,21-dioxo-8,20-dioxaheptacyclo[13.10.0.02,12.05,11.07,9.016,24.019,23]pentacosa-2,18-dien-25-yl) acetate",,,literal,10.1016/0031-9422(95)00972-8
53,uri,http://www.wikidata.org/entity/Q7673679,uri,http://www.wikidata.org/entity/Q27093862,literal,Tacca cristata,literal,FFEARJCKVFRZRR-SCSAIBSYSA-N,literal,CSCCC(C(=O)O)N,literal,348-67-4,literal,827893-1,en,literal,D-methionine,literal,CHEMBL1234268,literal,10.1016/0305-1978(86)90092-X
54,uri,http://www.wikidata.org/entity/Q7673679,uri,http://www.wikidata.org/entity/Q20035886,literal,Tacca cristata,literal,ONIBWKKTOPOVIA-BYPYZUCNSA-N,literal,C1CC(NC1)C(=O)O,literal,147-85-3,literal,827893-1,en,literal,L-proline,literal,CHEMBL54922,literal,10.1016/0305-1978(86)90092-X
55,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q104965457,literal,Tacca plantaginea,literal,CMZIMZKSFDNMFM-JQMXVKNZSA-N,literal,O=C1OC(CC(=C1CO)C)C(C)C2C(=O)CC3C4C5OC5C6(O)CC7OC7C(OC(=O)C)C6(C)C4CC(OC(=O)C)C23C,,,literal,827927-1,en,literal,"[(1R,2S,4S,5R,7S,9S,10R,11S,12S,14S,15S,16R,19S)-10-acetyloxy-5-hydroxy-16-[(1S)-1-[(2R)-5-(hydroxymethyl)-4-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-11,15-dimethyl-17-oxo-3,8-dioxahexacyclo[10.7.0.02,4.05,11.07,9.015,19]nonadecan-14-yl] acetate",,,literal,10.1248/CPB.54.992
56,uri,http://www.wikidata.org/entity/Q9353989,uri,http://www.wikidata.org/entity/Q105269761,literal,Tacca plantaginea,literal,UBZJVFYBDALJKJ-VNYRJWHDSA-N,literal,O=C(OC1CC2C(C3OC3C4(O)CC5OC5C(OC(=O)C)C24C)C6CCC(C(C)C7OC(=O)C(C)C(O)(C)C7)C16C)C,,,literal,827927-1,en,literal,Plantagiolide D,,,literal,10.1248/CPB.54.992
