,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,chembl_id.type,chembl_id,refDOI.type,refDOI
10,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q72497776,literal,Diospyros sumatrana,literal,RIXNFYQZWDGQAE-DFHVBEEKSA-N,literal,O=C(OC1CCC2(C)C3CC=C4C5CC(C)(C)CCC5(C(=O)O)CCC4(C)C3(C)CCC2C1(C)C)C,literal,4339-72-4,literal,323069-1,en,literal,Oleanolic acid 3-acetate,,,literal,10.1016/S0031-9422(00)80490-2
11,uri,http://www.wikidata.org/entity/Q15342136,uri,http://www.wikidata.org/entity/Q419726,literal,Diospyros rhodocalyx,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,322938-1,en,literal,betulin,literal,CHEMBL23236,literal,10.1055/S-2006-958085
12,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q419726,literal,Diospyros verrucosa,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,323169-1,en,literal,betulin,literal,CHEMBL23236,literal,10.1055/S-2006-962783
13,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q419726,literal,Diospyros verrucosa,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,323169-1,en,literal,betulin,literal,CHEMBL23236,literal,10.1016/S0031-9422(97)01020-0
14,uri,http://www.wikidata.org/entity/Q15342278,uri,http://www.wikidata.org/entity/Q419726,literal,Diospyros singaporensis,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,323022-1,en,literal,betulin,literal,CHEMBL23236,literal,10.1016/S0031-9422(00)80490-2
15,uri,http://www.wikidata.org/entity/Q15342278,uri,http://www.wikidata.org/entity/Q419726,literal,Diospyros singaporensis,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,323022-1,en,literal,betulin,literal,CHEMBL23236,literal,10.1016/S0031-9422(97)01020-0
16,uri,http://www.wikidata.org/entity/Q15342319,uri,http://www.wikidata.org/entity/Q419726,literal,Diospyros quaesita,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,322922-1,en,literal,betulin,literal,CHEMBL23236,literal,10.1016/S0031-9422(97)01020-0
17,uri,http://www.wikidata.org/entity/Q15342278,uri,http://www.wikidata.org/entity/Q82919204,literal,Diospyros singaporensis,literal,TXVAHWOABLOYCD-UHFFFAOYSA-N,literal,O=C1C=C(C(=O)C2=CC=C(C(O)=C12)C=3C=CC=4C(=O)C(=CC(=O)C4C3O)C)C,literal,20175-85-3,literal,323022-1,en,literal,"(2,2'-Binaphthalene)-5,5',8,8'-tetrone, 1,1'-dihydroxy-6,6'-dimethyl-",,,literal,10.1016/S0031-9422(00)80490-2
18,uri,http://www.wikidata.org/entity/Q15342488,uri,http://www.wikidata.org/entity/Q419726,literal,Diospyros dendo,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,322313-1,en,literal,betulin,literal,CHEMBL23236,literal,10.1016/S0031-9422(97)01020-0
19,uri,http://www.wikidata.org/entity/Q15342488,uri,http://www.wikidata.org/entity/Q419726,literal,Diospyros dendo,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,322313-1,en,literal,betulin,literal,CHEMBL23236,literal,10.1016/S0031-9422(00)82610-2
20,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q82919204,literal,Diospyros sumatrana,literal,TXVAHWOABLOYCD-UHFFFAOYSA-N,literal,O=C1C=C(C(=O)C2=CC=C(C(O)=C12)C=3C=CC=4C(=O)C(=CC(=O)C4C3O)C)C,literal,20175-85-3,literal,323069-1,en,literal,"(2,2'-Binaphthalene)-5,5',8,8'-tetrone, 1,1'-dihydroxy-6,6'-dimethyl-",,,literal,10.1016/S0031-9422(00)80490-2
21,uri,http://www.wikidata.org/entity/Q15342136,uri,http://www.wikidata.org/entity/Q425004,literal,Diospyros rhodocalyx,literal,HCXVJBMSMIARIN-PHZDYDNGSA-N,literal,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,83-48-7,literal,322938-1,en,literal,stigmasterol,literal,CHEMBL400247,literal,10.1055/S-2006-958085
22,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q419726,literal,Diospyros sumatrana,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,323069-1,en,literal,betulin,literal,CHEMBL23236,literal,10.1016/S0031-9422(00)80490-2
23,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q419726,literal,Diospyros sumatrana,literal,FVWJYYTZTCVBKE-ROUWMTJPSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,literal,473-98-3,literal,323069-1,en,literal,betulin,literal,CHEMBL23236,literal,10.1016/S0031-9422(97)01020-0
24,uri,http://www.wikidata.org/entity/Q15342319,uri,http://www.wikidata.org/entity/Q72515925,literal,Diospyros quaesita,literal,PHFUCJXOLZAQNH-OTMOLZNZSA-N,literal,O=C(OC1CCC2(C)C3CC=C4C5C(C)C(C)CCC5(C(=O)O)CCC4(C)C3(C)CCC2C1(C)C)C,literal,7372-30-7,literal,322922-1,en,literal,Ursolic acid acetate,,,literal,10.1016/S0031-9422(97)01020-0
25,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q82947305,literal,Diospyros verrucosa,literal,AVBFKEHAFCGOKT-UHFFFAOYSA-N,literal,O=C1C=C(C(=O)C2=CC(=CC(O)=C12)C)C=3C(O)=C4C(=O)C5OC5C(=O)C4=CC3C,literal,50886-69-6,literal,323169-1,en,literal,Diosquinone,,,literal,10.1055/S-2006-962783
26,uri,http://www.wikidata.org/entity/Q15342302,uri,http://www.wikidata.org/entity/Q82947305,literal,Diospyros tricolor,literal,AVBFKEHAFCGOKT-UHFFFAOYSA-N,literal,O=C1C=C(C(=O)C2=CC(=CC(O)=C12)C)C=3C(O)=C4C(=O)C5OC5C(=O)C4=CC3C,literal,50886-69-6,literal,323123-1,en,literal,Diosquinone,,,literal,10.1002/PTR.1116
27,uri,http://www.wikidata.org/entity/Q15342278,uri,http://www.wikidata.org/entity/Q82473045,literal,Diospyros singaporensis,literal,LZAXNDGRDVWTFX-UHFFFAOYSA-N,literal,CC1=CC2=C(C(=C1)O)C(=O)C(=CC2=O)C3=C4C(=O)C=CC(=O)C4=C(C=C3C)O,literal,33916-25-5,literal,323022-1,en,literal,Neodiospyrin,,,literal,10.1016/S0031-9422(00)80490-2
28,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q82473045,literal,Diospyros sumatrana,literal,LZAXNDGRDVWTFX-UHFFFAOYSA-N,literal,CC1=CC2=C(C(=C1)O)C(=O)C(=CC2=O)C3=C4C(=O)C=CC(=O)C4=C(C=C3C)O,literal,33916-25-5,literal,323069-1,en,literal,Neodiospyrin,,,literal,10.1016/S0031-9422(00)80490-2
29,uri,http://www.wikidata.org/entity/Q15342488,uri,http://www.wikidata.org/entity/Q105218041,literal,Diospyros dendo,literal,QBVWEVAJCNZONP-JKGUJMMISA-N,literal,O=C(OC1CCC2(C)C3CC=C4C5C(C)C(O)(C)CCC5(C(=O)O)CCC4(C)C3(C)CCC2C1(C)C)C=CC6=CC=C(O)C=C6,,,literal,322313-1,en,literal,3beta-[[(Z)-3-(4-Hydroxyphenyl)propenoyl]oxy]-20beta-hydroxyurs-12-ene-28-oic acid,,,literal,10.1021/NP049600S
30,uri,http://www.wikidata.org/entity/Q15342136,uri,http://www.wikidata.org/entity/Q27136302,literal,Diospyros rhodocalyx,literal,DBCAVZSSFGIHQZ-YLAYQGCQSA-N,literal,CC1(CCC2(CC=C3C4(CCC5C(C(=O)CCC5(C4CCC3(C2C1)C)C)(C)C)C)C)C,literal,514-07-8,literal,322938-1,en,literal,taraxerone,literal,CHEMBL519077,literal,10.1055/S-2006-958085
31,uri,http://www.wikidata.org/entity/Q15342278,uri,http://www.wikidata.org/entity/Q27136302,literal,Diospyros singaporensis,literal,DBCAVZSSFGIHQZ-YLAYQGCQSA-N,literal,CC1(CCC2(CC=C3C4(CCC5C(C(=O)CCC5(C4CCC3(C2C1)C)C)(C)C)C)C)C,literal,514-07-8,literal,323022-1,en,literal,taraxerone,literal,CHEMBL519077,literal,10.1016/S0031-9422(00)80490-2
32,uri,http://www.wikidata.org/entity/Q15342319,uri,http://www.wikidata.org/entity/Q27136302,literal,Diospyros quaesita,literal,DBCAVZSSFGIHQZ-YLAYQGCQSA-N,literal,CC1(CCC2(CC=C3C4(CCC5C(C(=O)CCC5(C4CCC3(C2C1)C)C)(C)C)C)C)C,literal,514-07-8,literal,322922-1,en,literal,taraxerone,literal,CHEMBL519077,literal,10.1016/S0031-9422(97)01020-0
33,uri,http://www.wikidata.org/entity/Q15342278,uri,http://www.wikidata.org/entity/Q104201353,literal,Diospyros singaporensis,literal,XUARCIYIVXVTAE-HGBZRQGGSA-N,literal,OCC12CCC(C)C(C)C2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,,,literal,323022-1,en,literal,"urs-12-ene-3β,28-diol",,,literal,10.1016/S0031-9422(00)80490-2
34,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q27108145,literal,Diospyros verrucosa,literal,OZUSCVSONBBWOR-UHFFFAOYSA-N,literal,CC1=CC(=C2C(=O)C=CC(=O)C2=C1)O,literal,14787-38-3,literal,323169-1,en,literal,Ramentaceone,literal,CHEMBL430853,literal,10.1055/S-2006-962783
35,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q27108145,literal,Diospyros verrucosa,literal,OZUSCVSONBBWOR-UHFFFAOYSA-N,literal,CC1=CC(=C2C(=O)C=CC(=O)C2=C1)O,literal,14787-38-3,literal,323169-1,en,literal,Ramentaceone,literal,CHEMBL430853,literal,10.1016/S0031-9422(98)00491-9
36,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q27108145,literal,Diospyros verrucosa,literal,OZUSCVSONBBWOR-UHFFFAOYSA-N,literal,CC1=CC(=C2C(=O)C=CC(=O)C2=C1)O,literal,14787-38-3,literal,323169-1,en,literal,Ramentaceone,literal,CHEMBL430853,literal,10.1016/S0031-9422(97)01020-0
37,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q27108145,literal,Diospyros verrucosa,literal,OZUSCVSONBBWOR-UHFFFAOYSA-N,literal,CC1=CC(=C2C(=O)C=CC(=O)C2=C1)O,literal,14787-38-3,literal,323169-1,en,literal,Ramentaceone,literal,CHEMBL430853,literal,10.1016/S0031-9422(98)00360-4
38,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q104201353,literal,Diospyros sumatrana,literal,XUARCIYIVXVTAE-HGBZRQGGSA-N,literal,OCC12CCC(C)C(C)C2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,,,literal,323069-1,en,literal,"urs-12-ene-3β,28-diol",,,literal,10.1016/S0031-9422(00)80490-2
39,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q104397555,literal,Diospyros verrucosa,literal,WIZRPQYWANTMOT-BUHFOSPRSA-N,literal,O=C1C(C=C(OC)C2=CC(=CC(O)=C12)C)=C3C=C(OC)C4=CC(=CC(O)=C4C3=O)C,,,literal,323169-1,en,literal,Diosindigo,,,literal,10.1055/S-2006-962783
40,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q104397555,literal,Diospyros verrucosa,literal,WIZRPQYWANTMOT-BUHFOSPRSA-N,literal,O=C1C(C=C(OC)C2=CC(=CC(O)=C12)C)=C3C=C(OC)C4=CC(=CC(O)=C4C3=O)C,,,literal,323169-1,en,literal,Diosindigo,,,literal,10.1016/S0031-9422(97)01020-0
41,uri,http://www.wikidata.org/entity/Q15342488,uri,http://www.wikidata.org/entity/Q104397555,literal,Diospyros dendo,literal,WIZRPQYWANTMOT-BUHFOSPRSA-N,literal,O=C1C(C=C(OC)C2=CC(=CC(O)=C12)C)=C3C=C(OC)C4=CC(=CC(O)=C4C3=O)C,,,literal,322313-1,en,literal,Diosindigo,,,literal,10.1016/S0031-9422(97)01020-0
42,uri,http://www.wikidata.org/entity/Q15342488,uri,http://www.wikidata.org/entity/Q104397555,literal,Diospyros dendo,literal,WIZRPQYWANTMOT-BUHFOSPRSA-N,literal,O=C1C(C=C(OC)C2=CC(=CC(O)=C12)C)=C3C=C(OC)C4=CC(=CC(O)=C4C3=O)C,,,literal,322313-1,en,literal,Diosindigo,,,literal,10.1016/S0031-9422(00)82610-2
43,uri,http://www.wikidata.org/entity/Q15342278,uri,http://www.wikidata.org/entity/Q27108145,literal,Diospyros singaporensis,literal,OZUSCVSONBBWOR-UHFFFAOYSA-N,literal,CC1=CC(=C2C(=O)C=CC(=O)C2=C1)O,literal,14787-38-3,literal,323022-1,en,literal,Ramentaceone,literal,CHEMBL430853,literal,10.1016/S0031-9422(00)80490-2
44,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q104397555,literal,Diospyros sumatrana,literal,WIZRPQYWANTMOT-BUHFOSPRSA-N,literal,O=C1C(C=C(OC)C2=CC(=CC(O)=C12)C)=C3C=C(OC)C4=CC(=CC(O)=C4C3=O)C,,,literal,323069-1,en,literal,Diosindigo,,,literal,10.1016/S0031-9422(97)01020-0
45,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q104197274,literal,Diospyros verrucosa,literal,SGNBVLSWZMBQTH-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1,,,literal,323169-1,en,literal,campesterol,,,literal,10.1016/S0031-9422(97)01020-0
46,uri,http://www.wikidata.org/entity/Q15342136,uri,http://www.wikidata.org/entity/Q384111,literal,Diospyros rhodocalyx,literal,QGJZLNKBHJESQX-FZFNOLFKSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,literal,472-15-1,literal,322938-1,en,literal,betulinic acid,literal,CHEMBL269277,literal,10.1055/S-2006-958085
47,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q27136302,literal,Diospyros sumatrana,literal,DBCAVZSSFGIHQZ-YLAYQGCQSA-N,literal,CC1(CCC2(CC=C3C4(CCC5C(C(=O)CCC5(C4CCC3(C2C1)C)C)(C)C)C)C)C,literal,514-07-8,literal,323069-1,en,literal,taraxerone,literal,CHEMBL519077,literal,10.1016/S0031-9422(00)80490-2
48,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q384111,literal,Diospyros verrucosa,literal,QGJZLNKBHJESQX-FZFNOLFKSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,literal,472-15-1,literal,323169-1,en,literal,betulinic acid,literal,CHEMBL269277,literal,10.1055/S-2006-962783
49,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q384111,literal,Diospyros verrucosa,literal,QGJZLNKBHJESQX-FZFNOLFKSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,literal,472-15-1,literal,323169-1,en,literal,betulinic acid,literal,CHEMBL269277,literal,10.1016/S0031-9422(97)01020-0
50,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q105306625,literal,Diospyros verrucosa,literal,WIZRPQYWANTMOT-UHFFFAOYSA-N,literal,O=C1C(C=C(OC)C2=CC(=CC(O)=C12)C)=C3C=C(OC)C4=CC(=CC(O)=C4C3=O)C,,,literal,323169-1,en,literal,8-Hydroxy-2-(8-hydroxy-4-methoxy-6-methyl-1-oxonaphthalen-2-ylidene)-4-methoxy-6-methylnaphthalen-1-one,,,literal,10.1016/S0031-9422(98)00491-9
51,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q105306625,literal,Diospyros verrucosa,literal,WIZRPQYWANTMOT-UHFFFAOYSA-N,literal,O=C1C(C=C(OC)C2=CC(=CC(O)=C12)C)=C3C=C(OC)C4=CC(=CC(O)=C4C3=O)C,,,literal,323169-1,en,literal,8-Hydroxy-2-(8-hydroxy-4-methoxy-6-methyl-1-oxonaphthalen-2-ylidene)-4-methoxy-6-methylnaphthalen-1-one,,,literal,10.1016/S0031-9422(97)01020-0
52,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q105306625,literal,Diospyros verrucosa,literal,WIZRPQYWANTMOT-UHFFFAOYSA-N,literal,O=C1C(C=C(OC)C2=CC(=CC(O)=C12)C)=C3C=C(OC)C4=CC(=CC(O)=C4C3=O)C,,,literal,323169-1,en,literal,8-Hydroxy-2-(8-hydroxy-4-methoxy-6-methyl-1-oxonaphthalen-2-ylidene)-4-methoxy-6-methylnaphthalen-1-one,,,literal,10.1016/S0031-9422(98)00360-4
53,uri,http://www.wikidata.org/entity/Q15342224,uri,http://www.wikidata.org/entity/Q105306625,literal,Diospyros verrucosa,literal,WIZRPQYWANTMOT-UHFFFAOYSA-N,literal,O=C1C(C=C(OC)C2=CC(=CC(O)=C12)C)=C3C=C(OC)C4=CC(=CC(O)=C4C3=O)C,,,literal,323169-1,en,literal,8-Hydroxy-2-(8-hydroxy-4-methoxy-6-methyl-1-oxonaphthalen-2-ylidene)-4-methoxy-6-methylnaphthalen-1-one,,,literal,10.1016/J.PHYTOCHEM.2004.03.011
54,uri,http://www.wikidata.org/entity/Q15342278,uri,http://www.wikidata.org/entity/Q384111,literal,Diospyros singaporensis,literal,QGJZLNKBHJESQX-FZFNOLFKSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,literal,472-15-1,literal,323022-1,en,literal,betulinic acid,literal,CHEMBL269277,literal,10.1016/S0031-9422(00)80490-2
55,uri,http://www.wikidata.org/entity/Q15342278,uri,http://www.wikidata.org/entity/Q384111,literal,Diospyros singaporensis,literal,QGJZLNKBHJESQX-FZFNOLFKSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,literal,472-15-1,literal,323022-1,en,literal,betulinic acid,literal,CHEMBL269277,literal,10.1016/S0031-9422(97)01020-0
56,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q27108145,literal,Diospyros sumatrana,literal,OZUSCVSONBBWOR-UHFFFAOYSA-N,literal,CC1=CC(=C2C(=O)C=CC(=O)C2=C1)O,literal,14787-38-3,literal,323069-1,en,literal,Ramentaceone,literal,CHEMBL430853,literal,10.1016/S0031-9422(00)80490-2
57,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q27108145,literal,Diospyros sumatrana,literal,OZUSCVSONBBWOR-UHFFFAOYSA-N,literal,CC1=CC(=C2C(=O)C=CC(=O)C2=C1)O,literal,14787-38-3,literal,323069-1,en,literal,Ramentaceone,literal,CHEMBL430853,literal,10.1016/S0031-9422(98)00491-9
58,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q27108145,literal,Diospyros sumatrana,literal,OZUSCVSONBBWOR-UHFFFAOYSA-N,literal,CC1=CC(=C2C(=O)C=CC(=O)C2=C1)O,literal,14787-38-3,literal,323069-1,en,literal,Ramentaceone,literal,CHEMBL430853,literal,10.1016/S0031-9422(97)01020-0
59,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q27108145,literal,Diospyros sumatrana,literal,OZUSCVSONBBWOR-UHFFFAOYSA-N,literal,CC1=CC(=C2C(=O)C=CC(=O)C2=C1)O,literal,14787-38-3,literal,323069-1,en,literal,Ramentaceone,literal,CHEMBL430853,literal,10.1016/S0031-9422(98)00360-4
60,uri,http://www.wikidata.org/entity/Q15342278,uri,http://www.wikidata.org/entity/Q104397040,literal,Diospyros singaporensis,literal,JOCZVRFSKAUXRP-UHFFFAOYSA-N,literal,O=C1C2=C(O)C=C(C=C2C(O)CC1)C,,,literal,323022-1,en,literal,(R)-Shinanolone,,,literal,10.1016/S0031-9422(00)80490-2
61,uri,http://www.wikidata.org/entity/Q15342319,uri,http://www.wikidata.org/entity/Q384111,literal,Diospyros quaesita,literal,QGJZLNKBHJESQX-FZFNOLFKSA-N,literal,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,literal,472-15-1,literal,322922-1,en,literal,betulinic acid,literal,CHEMBL269277,literal,10.1016/S0031-9422(97)01020-0
62,uri,http://www.wikidata.org/entity/Q15342731,uri,http://www.wikidata.org/entity/Q104397040,literal,Diospyros sumatrana,literal,JOCZVRFSKAUXRP-UHFFFAOYSA-N,literal,O=C1C2=C(O)C=C(C=C2C(O)CC1)C,,,literal,323069-1,en,literal,(R)-Shinanolone,,,literal,10.1016/S0031-9422(00)80490-2
