,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.type,structureLabel,refDOI.type,refDOI,ipniID.type,ipniID,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
425,uri,http://www.wikidata.org/entity/Q2051175,uri,http://www.wikidata.org/entity/Q105262989,literal,Guaiacum officinale,literal,SWZFPXFMAXBIQD-AITNZWHWSA-N,literal,O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(=C)CC3C4=CCC5C6(C)CCC(OC7OCC(O)C(OC8OC(CO)C(O)C(OC9OC(C)C(O)C(O)C9O)C8O)C7O)C(C)(C)C6CCC5(C)C4(C)CC2,literal,Q105262989,literal,10.1002/CHIN.198925260,literal,873252-1,,,,,
426,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105282963,literal,Tribulus terrestris,literal,VASXPBMMRNFFNP-QRDZEBHXSA-N,literal,OCC1OC(OCC(C)CCC=2OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105282963,literal,10.1080/10286021003747458,literal,873489-1,,,,,
427,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105282964,literal,Tribulus terrestris,literal,VASXPBMMRNFFNP-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC=2OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105282964,literal,10.1007/BF02491733,literal,873489-1,,,,,
428,uri,http://www.wikidata.org/entity/Q5855317,uri,http://www.wikidata.org/entity/Q105307896,literal,Fagonia arabica,literal,WLDJEBUQUVPSJK-RNDUMZPTSA-N,literal,O=C1C(O)=C(OC=2C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)=C(O)C=C(O)C12)C=5C=CC(O)=CC5,literal,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-8-[(2S,3R,4R,5S,6S)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1016/S0031-9422(00)81712-4,literal,873150-1,en,,,,
429,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105327188,literal,Tribulus terrestris,literal,XFQJHEPRGMJZCM-RTBINHMJSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(O)(OC8OC(C)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105327188,literal,10.1016/S0367-326X(03)00152-7,literal,873489-1,,,,,
430,uri,http://www.wikidata.org/entity/Q15539959,uri,http://www.wikidata.org/entity/Q105314912,literal,Fagonia indica,literal,WXTKBPIMWISGRA-QYRTXGSESA-N,literal,O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(C)C(C)C3C4=CCC5C6(C)CCC(OC7OCC(O)C(OC8OCC(O)C(O)C8O)C7OC9OC(CO)C(O)C(O)C9O)C(C)(C)C6CCC5(C)C4(C)CC2,literal,Indicasaponin A,literal,10.1016/S0031-9422(98)00750-X,literal,873184-1,en,,,,
431,uri,http://www.wikidata.org/entity/Q591330,uri,http://www.wikidata.org/entity/Q105343852,literal,Zygophyllum fabago,literal,XWXIOLSFMICCLT-SYJOHFDQSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OCC(O)C(O)C5OS(=O)(=O)O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CC2,literal,Zygophyloside P,literal,10.1248/CPB.56.858,literal,873557-1,en,,,,
432,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105340904,literal,Tribulus terrestris,literal,XSABPJDLMOGNHR-FJLCIRPOSA-N,literal,OCC1OC(OCC(C)CCC=2OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Tuberoside T,literal,10.1021/NP000353B,literal,873489-1,en,,,,
433,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105340904,literal,Tribulus terrestris,literal,XSABPJDLMOGNHR-FJLCIRPOSA-N,literal,OCC1OC(OCC(C)CCC=2OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Tuberoside T,literal,10.1007/BF02491733,literal,873489-1,en,,,,
434,uri,http://www.wikidata.org/entity/Q15542200,uri,http://www.wikidata.org/entity/Q105339889,literal,Fagonia scabra,literal,XQMSVCWAXNJPDA-ZIXBAWDKSA-N,literal,O=C1C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(OC5OC(CO)C(O)C(O)C5O)=CC(O)=C14)C=6C=CC(O)=CC6,literal,Kaempferol 3-gentiobioside-7-glucoside,literal,10.1016/0305-1978(92)90060-Q,literal,873215-1,en,,,,
435,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q105253209,literal,Larrea tridentata,literal,SHUOYHLZGOOKOL-UHFFFAOYSA-N,literal,O=C1C(OC)=C(OC2=C(O)C(OC)=CC(O)=C12)C=3C=CC(O)=CC3,literal,"herbacetin 3,7-dimethyl ether",literal,10.1016/0031-9422(75)83068-8,literal,135649-2,en,,,,
436,uri,http://www.wikidata.org/entity/Q18077615,uri,http://www.wikidata.org/entity/Q105249177,literal,Tetraena alba,literal,SAWLKQVRJUTCQT-TWSQEFOFSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(O)C(C)(C)C4CCC31C)C5C(C)C(C)CCC5(C(=O)OC6OC(CO)C(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)CC2,literal,Q105249177,literal,10.1016/0031-9422(93)85470-C,literal,50425642-2,,,,,
437,uri,http://www.wikidata.org/entity/Q18077398,uri,http://www.wikidata.org/entity/Q105261146,literal,Tribulus pentandrus,literal,SUNMALBACVAEHN-QLLARZBPSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OC(CO)C(O)C(O)C9O)C8OC%10OC(CO)C(O)C(O)C%10O)C(O)C7O)C(O)CC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105261146,literal,10.1016/J.PHYTOCHEM.2004.07.003,literal,873467-1,,,,,
438,uri,http://www.wikidata.org/entity/Q1017217,uri,http://www.wikidata.org/entity/Q105287783,literal,Tribulus,literal,VKIRCURQURVPKO-QRWUPQEASA-N,literal,O=C1C=C2CCC3C(CC(O)C4(C)C3CC(O)C4C(C)CCCC(C)C)C2(C)CC1,literal,"(10R,12S,13S,16S,17R)-12,16-dihydroxy-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",literal,10.1002/PCA.2363,literal,41747-1,en,,,,
439,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105348630,literal,Tribulus terrestris,literal,YHVNCBGBSMUHPF-NVIOQSPDSA-N,literal,OCC1OC(OCC(C)CCC2(OC)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8OC%10OCC(O)C(O)C%10O)C(O)C7OC%11OC(C)C(O)C(O)C%11O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105348630,literal,10.1055/S-2000-8609,literal,873489-1,,,,,
440,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q105326969,literal,Larrea tridentata,literal,XFEICBDAXKWVBZ-UONOGXRCSA-N,literal,OC1=CC=C(C=C1OC)CC(C)C(C)CC2=CC=C(OC)C(O)=C2,literal,"2',6-Dimethoxy[3,4'-[(2S,3R)-2,3-dimethyl-1,4-butanediyl]bisphenol]",literal,10.1016/J.PHYTOCHEM.2005.02.007,literal,135649-2,en,,,,
441,uri,http://www.wikidata.org/entity/Q5855317,uri,http://www.wikidata.org/entity/Q105275183,literal,Fagonia arabica,literal,ULKXVGKKZFALCW-RLFNVUKQSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=C(OC)C(OC5OC(CO)C(O)C(O)C5O)=CC(O)=C14)C=6C=CC(O)=CC6,literal,"5-hydroxy-2-(4-hydroxyphenyl)-8-methoxy-7-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1016/S0031-9422(00)81712-4,literal,873150-1,en,,,,
442,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105245030,literal,Tribulus terrestris,literal,RTATXGUCZHCSNG-ZFDPGQBLSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=CC5,literal,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6S)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1016/0031-9422(82)83030-6,literal,873489-1,en,,,,
443,uri,http://www.wikidata.org/entity/Q7840464,uri,http://www.wikidata.org/entity/Q105300275,literal,Tribulus cistoides,literal,WAJUOVWZQFWDHS-ZQHNFCQESA-N,literal,O=C1C=C2CCC3C(CCC4(C)C3CC(OC5OC(CO)C(O)C(O)C5OC6OC(C)C(O)C(O)C6O)C4C(C)C(O)CCC(C)C)C2(C)CC1,literal,Q105300275,literal,10.1016/0031-9422(95)00622-2,literal,873411-1,,,,,
444,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q105273273,literal,Tetraena coccinea,literal,UIDGLYUNOUKLBM-UHFFFAOYSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=C(OC)C5,literal,Narcissin,literal,10.1055/S-0030-1250463,literal,50425630-2,en,,,,
445,uri,http://www.wikidata.org/entity/Q15539959,uri,http://www.wikidata.org/entity/Q105269872,literal,Fagonia indica,literal,UCGMGFLTNMXEHT-JYUZOQFLSA-N,literal,O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OCC(O)C(OC8OCC(O)C(O)C8O)C7OC9OC(CO)C(O)C(O)C9O)C(C)(C)C6CCC5(C)C4(C)CC2,literal,Indicasaponin B,literal,10.1016/S0031-9422(98)00750-X,literal,873184-1,en,,,,
446,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105265725,literal,Tribulus terrestris,literal,TWCMWEWZAVFALI-DSFRQBKCSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)C(O)C4O)CCC32C)C7CC8OC9(OCC(C)CC9)C(C)C8C17C,literal,(25R)-3beta-[4-O-(2-O-beta-D-Glucopyranosyl-beta-D-glucopyranosyl)-beta-D-galactopyranosyloxy]-5alpha-spirostane-12-one,literal,10.1055/S-2000-8609,literal,873489-1,en,,,,
447,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105265519,literal,Tribulus terrestris,literal,TVRRDUXJKROMDX-NZXZYLLTSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)C(O)C4O)CCC32C)C7CC8OC(=C(C)C8C17C)CCC(C)COC9OC(CO)C(O)C(O)C9O,literal,Q105265519,literal,10.1016/S0031-9422(97)00043-5,literal,873489-1,,,,,
448,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105265519,literal,Tribulus terrestris,literal,TVRRDUXJKROMDX-NZXZYLLTSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)C(O)C4O)CCC32C)C7CC8OC(=C(C)C8C17C)CCC(C)COC9OC(CO)C(O)C(O)C9O,literal,Q105265519,literal,10.1080/10286021003747458,literal,873489-1,,,,,
449,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q105326824,literal,Larrea tridentata,literal,XEYABMSDSCEFHX-GTXVLXIYSA-N,literal,OC1=CC=C(C=C1O)C2OC(C3=CC=C(OC)C(O)=C3)C(C)C2C,literal,"(2S,3S,4S,5S)-3,4-Dimethyl-2-(3-hydroxy-4-methoxyphenyl)-5-(3,4-dihydroxyphenyl)oxolane",literal,10.1016/J.PHYTOCHEM.2004.07.009,literal,135649-2,en,,,,
450,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q105311958,literal,Tetraena coccinea,literal,WSMJRNOZKLNLOR-DLCGLXBKSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(C)C(O)C(O)C5OS(=O)(=O)O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)O)CC2,literal,"3beta-(2-O-Sulfo-6-deoxy-beta-D-glucopyranosyloxy)urs-12-ene-27,28-dioic acid",literal,10.1016/S0031-9422(96)00552-3,literal,50425630-2,en,,,,
451,uri,http://www.wikidata.org/entity/Q18076591,uri,http://www.wikidata.org/entity/Q105261396,literal,Tetraena gaetula,literal,SUSQHPKXERIBBD-WIMXTTIXSA-N,literal,O=C1OC2(C)CCC13CCC4(C)C(CCC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OCC(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(C)(C)C6CCC54C)C3C2C,literal,Q105261396,literal,10.1016/S0031-9422(00)00415-5,literal,50425636-2,,,,,
452,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105347558,literal,Tribulus terrestris,literal,YFFBMQKDVIARDY-IQAFBKASSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(OC6OCC(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)C5O)C(O)C4O)CCC32C)C8CC9OC(=C(C)C9C18C)CCC(C)COC%10OC(CO)C(O)C(O)C%10O,literal,Q105347558,literal,10.1016/0031-9422(96)00182-3,literal,873489-1,,,,,
453,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105249716,literal,Tribulus terrestris,literal,SBTUXKUOKIGYCI-WMMIJHSBSA-N,literal,OCC1OC(OC2C(O)C(OC3OCC(O)C(O)C3O)C(OC2OC4C(O)C(O)C(OC5CCC6(C)C(CCC7C6CCC8(C)C7CC9OC%10(OCC(C)CC%10)C(C)C98)C5)OC4CO)CO)C(O)C(O)C1O,literal,Q105249716,literal,10.1016/0031-9422(96)00131-8,literal,873489-1,,,,,
454,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105342921,literal,Tribulus terrestris,literal,XVJJOSGFWYDEBL-HLCHFAOESA-N,literal,COc1cc(C2Oc3c(OC)cc(C=CC(=O)NCCc4ccc(O)cc4)cc3C2C(=O)NCC(=O)c2ccc(O)cc2)ccc1O,literal,Tribulusamide B,literal,10.1055/S-2006-957535,literal,873489-1,en,,,,
455,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105348698,literal,Tribulus terrestris,literal,YHZNLGZQCYHIDM-VTALKGSISA-N,literal,O=C1CCC2(C)C(C(=O)CC3C2CC(=O)C4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C1,literal,"(25R)-5alpha-Spirostane-3,6,12-trione",literal,10.1016/S0031-9422(97)01059-5,literal,873489-1,en,,,,
456,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105330607,literal,Tribulus terrestris,literal,XMAHWASYTUQLBT-UHFFFAOYSA-N,literal,COc1cc(C=CC(=O)NCCCCNC(=O)C=Cc2ccc(O)c(OC)c2)ccc1C,literal,N-[4-[3-(4-hydroxy-3-methoxyphenyl)prop-2-enoylamino]butyl]-3-(3-methoxy-4-methylphenyl)prop-2-enamide,literal,10.1016/S0031-9422(97)01086-8,literal,873489-1,en,,,,
457,uri,http://www.wikidata.org/entity/Q12218995,uri,http://www.wikidata.org/entity/Q105339889,literal,Fagonia glutinosa,literal,XQMSVCWAXNJPDA-ZIXBAWDKSA-N,literal,O=C1C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(OC5OC(CO)C(O)C(O)C5O)=CC(O)=C14)C=6C=CC(O)=CC6,literal,Kaempferol 3-gentiobioside-7-glucoside,literal,10.1016/0305-1978(92)90060-Q,literal,873177-1,en,,,,
458,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105328324,literal,Tribulus terrestris,literal,XHVVKJBJQQOMEO-IYSVRVFASA-N,literal,O=C1C(OC2OC(O)C(O)C(O)C2OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)=C(OC=5C=C(O)C=C(O)C15)C=6C=CC(O)=C(O)C6,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(3R,4R,5R,6R)-4,5,6-trihydroxy-3-[(5S)-3,4,5-trihydroxy-6-[[(2R,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyoxan-2-yl]oxychromen-4-one",literal,10.1016/0031-9422(82)83030-6,literal,873489-1,en,,,,
459,uri,http://www.wikidata.org/entity/Q18077398,uri,http://www.wikidata.org/entity/Q105339889,literal,Tribulus pentandrus,literal,XQMSVCWAXNJPDA-ZIXBAWDKSA-N,literal,O=C1C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(OC5OC(CO)C(O)C(O)C5O)=CC(O)=C14)C=6C=CC(O)=CC6,literal,Kaempferol 3-gentiobioside-7-glucoside,literal,10.1016/0031-9422(82)83030-6,literal,873467-1,en,,,,
460,uri,http://www.wikidata.org/entity/Q18077398,uri,http://www.wikidata.org/entity/Q105265394,literal,Tribulus pentandrus,literal,TVMGLJJYKIHJNJ-UHFFFAOYSA-N,literal,O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=C(OC)C4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5,literal,"[6-[5,7-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl 3-(4-hydroxyphenyl)prop-2-enoate",literal,10.1016/0031-9422(82)83030-6,literal,873467-1,en,,,,
461,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105299903,literal,Tribulus terrestris,literal,VZPAURMDJZOGHU-LOSJGSFVSA-N,literal,CC(=O)OCC(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,literal,[(2S)-2-[[(2R)-2-Benzamido-3-phenylpropanoyl]amino]-3-phenylpropyl] acetate,literal,10.1016/S0031-9422(97)01086-8,literal,873489-1,en,,,,
462,uri,http://www.wikidata.org/entity/Q7840464,uri,http://www.wikidata.org/entity/Q105300274,literal,Tribulus cistoides,literal,WAJUOVWZQFWDHS-VJGAOKQESA-N,literal,O=C1C=C2CCC3C(CCC4(C)C3CC(OC5OC(CO)C(O)C(O)C5OC6OC(C)C(O)C(O)C6O)C4C(C)C(O)CCC(C)C)C2(C)CC1,literal,Q105300274,literal,10.1016/0031-9422(95)00622-2,literal,873411-1,,,,,
463,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105265727,literal,Tribulus terrestris,literal,TWCMWEWZAVFALI-UHFFFAOYSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)C(O)C4O)CCC32C)C7CC8OC9(OCC(C)CC9)C(C)C8C17C,literal,"16-[5-[4,5-Dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-10-one",literal,10.1016/J.JEP.2005.07.006,literal,873489-1,en,,,,
464,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105265727,literal,Tribulus terrestris,literal,TWCMWEWZAVFALI-UHFFFAOYSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)C(O)C4O)CCC32C)C7CC8OC9(OCC(C)CC9)C(C)C8C17C,literal,"16-[5-[4,5-Dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-10-one",literal,10.1248/BPB.28.2211,literal,873489-1,en,,,,
465,uri,http://www.wikidata.org/entity/Q1017217,uri,http://www.wikidata.org/entity/Q105346241,literal,Tribulus,literal,YCFSRIUWADDJEY-ONXFJFCXSA-N,literal,O=C1C=C2CCC3C(CCC4(C(=CC)C(O)CC34)C)C2(C)CC1,literal,"(10R,13S,16S,17Z)-17-ethylidene-16-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",literal,10.1002/PCA.2363,literal,41747-1,en,,,,
466,uri,http://www.wikidata.org/entity/Q18083642,uri,http://www.wikidata.org/entity/Q105260239,literal,Tetraena decumbens,literal,STGCLHXEGRGLMA-CNQMVYFASA-N,literal,O=C(O)C1OC(OC2C(O)CC3(C)C4CC=C5C6CC(=C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC5(C)C4(C)CCC3C2(C)CO)C(O)C(O)C1O,literal,Zygophyloside J,literal,10.1016/S0031-9422(97)00981-3,literal,50425633-2,en,,,,
467,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105273393,literal,Tribulus terrestris,literal,UIISUXUAGJMWFY-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8OC9OC(CO)C(O)C(O)C9O)C(O)C7O)C(O)CC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105273393,literal,10.1016/J.STEROIDS.2008.12.008,literal,873489-1,,,,,
468,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105273393,literal,Tribulus terrestris,literal,UIISUXUAGJMWFY-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8OC9OC(CO)C(O)C(O)C9O)C(O)C7O)C(O)CC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105273393,literal,10.1055/S-2001-11650,literal,873489-1,,,,,
469,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105273393,literal,Tribulus terrestris,literal,UIISUXUAGJMWFY-UHFFFAOYSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8OC9OC(CO)C(O)C(O)C9O)C(O)C7O)C(O)CC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q105273393,literal,10.1007/BF02491733,literal,873489-1,,,,,
470,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q105298592,literal,Larrea tridentata,literal,VXNCAFHUKMCNCK-NKCHNROJSA-N,literal,O=C(O)C12CCC(=C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC8OC(C)C(O)C(O)C8O)C(C)(C)C5CCC4(C)C3(C)CC1,literal,Guaiacin C,literal,10.1016/J.PHYTOCHEM.2010.09.012,literal,135649-2,en,,,,
471,uri,http://www.wikidata.org/entity/Q1017217,uri,http://www.wikidata.org/entity/Q105312545,literal,Tribulus,literal,WTHGALCYJGSRNA-GGAUMGTOSA-N,literal,O=C1C=C2CCC3C(CCC4(C)C3CC(O)C4C(C)C(O)CCC(C)CO)C2(C)CC1,literal,"(10R,13S,16S,17R)-17-[(2S,3R,6S)-3,7-dihydroxy-6-methylheptan-2-yl]-16-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",literal,10.1002/PCA.2363,literal,41747-1,en,,,,
472,uri,http://www.wikidata.org/entity/Q2051175,uri,http://www.wikidata.org/entity/Q105262516,literal,Guaiacum officinale,literal,SVXQNFUGNPYYCZ-JJDDSCJWSA-N,literal,O=C1OC2(C)CC3=C4CCC5C6(C)CCC(O)C(C)(C)C6CCC5(C)C4(C)CCC13CC2,literal,Larreagenin A,literal,10.1016/S0031-9422(00)84110-2,literal,873252-1,en,,,,
473,uri,http://www.wikidata.org/entity/Q2051175,uri,http://www.wikidata.org/entity/Q105327046,literal,Guaiacum officinale,literal,XFHYYSLBSVCBPW-KSAQNHGASA-N,literal,O=C(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C34CCC(=C)CC4C5=CCC6C7(C)CCC(OC8OCC(O)C(OC9OC(CO)C(O)C(O)C9O)C8OC%10OC(C)C(O)C(OC%11OC(C)C(O)C(O)C%11O)C%10O)C(C)(C)C7CCC6(C)C5(C)CC3,literal,Q105327046,literal,10.1016/S0031-9422(00)97937-8,literal,873252-1,,,,,
474,uri,http://www.wikidata.org/entity/Q1017217,uri,http://www.wikidata.org/entity/Q105288830,literal,Tribulus,literal,VLYIKJYIZXEYKF-RAYMYPRPSA-N,literal,OCC1OC(OCC(C)CCC(O)C(C)C2CCC3C4CCC5=CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC9OC(CO)C(O)C(O)C9O)C(O)C6O)C(O)CC5(C)C4CCC23C)C(O)C(O)C1O,literal,Pentandroside F,literal,10.1002/PCA.2363,literal,41747-1,en,,,,
